id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
102965,ORANGE,LTE 700, (LES QUEULOTS) 71400 AUXY,71015,"46.9242,4.3758",Pylône autostable,36m,TOTEM,2026-05-21,AAV,,False,False
1208443,ORANGE,"LTE 1800, 5G NR 2100",RUE JEAN MOULIN ENTREPRISE TERNOIS (LES HAYETTES) 80570 EMBREVILLE,80265,"50.0219,1.5358",Pylône tubulaire,30m,TOTEM,2026-05-06,ALL,,False,False
1327230,ORANGE,"5G NR 700, 5G NR 3500",160 A BD D'HALLUIN 59200 TOURCOING,59599,"50.7356,3.1331",Immeuble,26m,Société HLM,2026-05-11,ALL,,False,False
1406472,FREE MOBILE,5G NR 3500,CHEMIN LA PLAINE (LA PLAINE) 07170 MIRABEL,07159,"44.5722,4.4806",Pylône autostable,28m,TDF,2026-05-08,ALL,,False,False
1419089,ORANGE,"5G NR 700, 5G NR 3500",ROND-POINT ST NICOLAS (MARE MOREAU) 91940 GOMETZ LE CHATEL,91275,"48.6764,2.1311",Pylône tubulaire,"30,7m",CELLNEX,2026-02-13,ALL,,False,False
1422881,FREE MOBILE,5G NR 3500,RUE COPERNIC 75116 PARIS 16,75116,"48.8697,2.2867",Immeuble,"29,6m","Copropriété, Syndic, SCI",2026-05-08,ALL,,False,False
1439336,SFR,"LTE 700, LTE 2600",BOIS DE LA CHAGNERAIE 86300 VALDIVIENNE,86233,"46.485,0.6222",Pylône autostable,32m,TDF,2026-05-07,ALL,,False,False
1446880,BOUYGUES TELECOM,"LTE 2100, LTE 2600, 5G NR 2100",CHEM DU MAS D'ARGENCE DÉPARTEMENTALE 179 (LA BORDE) 30300 FOURQUES,30117,"43.7097,4.5214",Pylône autostable,25m,HIVORY,2026-05-12,ALL,,False,False
1446880,SFR,"LTE 700, LTE 2600, 5G NR 2100, 5G NR 3500",CHEM DU MAS D'ARGENCE DÉPARTEMENTALE 179 (LA BORDE) 30300 FOURQUES,30117,"43.7097,4.5214",Pylône autostable,25m,HIVORY,2026-05-12,ALL,,False,False
1457956,ORANGE,5G NR 3500,AVENUE DE L'ABEILLE 13600 LA CIOTAT,13028,"43.1964,5.6158",Immeuble,26m,Société HLM,2026-05-11,ALL,,False,False
1461359,FREE MOBILE,5G NR 3500,CASERNE POMPIERS D 60 74140 DOUVAINE,74105,"46.3128,6.3008",Pylône autostable,40m,HIVORY,2026-05-08,ALL,,False,False
1512407,ORANGE,5G NR 700,115 RTE DE LANGRES STÉ MERCIER 88300 NEUFCHATEAU,88321,"48.3425,5.6911",Pylône autostable,24m,TOTEM,2026-05-13,ALL,,False,False
1540735,ORANGE,5G NR 700,AVENUE DES GARRIGUES CTRE DE VACANCES LES ROMARINS ST PIERRE SUR MER 11560 FLEURY,11145,"43.1825,3.1878",Bâtiment,"17,7m",EDF ou GDF,2026-05-11,ALL,,False,False
1554636,FREE MOBILE,5G NR 3500,BOULEVARD SUCHET 75116 PARIS 16,75116,"48.8564,2.265",Immeuble,"38,1m","Copropriété, Syndic, SCI",2026-05-08,ALL,,False,False
1562066,SFR,5G NR 3500,CHEM RURAL N°6 (KEGALLEC AR LAY) 29520 ST THOIS,29267,"48.1336,-3.9111",Pylône autostable,30m,HIVORY,2026-05-12,ALL,,False,False
1562608,BOUYGUES TELECOM,"LTE 1800, 5G NR 2100",CD34 (LE GRATIN DE DUN) 18130 DUN SUR AURON,18087,"46.8786,2.5947",Pylône autostable,49m,HIVORY,2026-05-12,ALL,,False,False
1562608,SFR,"LTE 1800, 5G NR 2100",CD34 (LE GRATIN DE DUN) 18130 DUN SUR AURON,18087,"46.8786,2.5947",Pylône autostable,49m,HIVORY,2026-05-12,ALL,,False,False
1565267,FREE MOBILE,5G NR 700,STADE MUNICIPAL LEON CHABERT 06560 VALBONNE,06152,"43.6422,7.0275",Pylône arbre,15m,HIVORY,2026-05-08,ALL,,False,False
1573104,BOUYGUES TELECOM,LTE 700,30 BD MAGENTA 75010 PARIS 10,75110,"48.8708,2.3614",Immeuble,"24,9m",Société HLM,2026-05-18,AAV,,False,False
1575008,ORANGE,LTE 700, (LA BROSSE À LA COPIE) 71460 ST MICAUD,71465,"46.7108,4.5294",Pylône autostable,36m,TOTEM,2026-05-20,AAV,,False,False
1582805,BOUYGUES TELECOM,,0 D 231 (LA MARDELLE AUX LOUPS) 89150 DOLLOT,89143,"48.1953,3.045",Pylône autostable,"25,3m",HIVORY,2015-12-09,CHH,28m,False,False
1582805,SFR,,0 D 231 (LA MARDELLE AUX LOUPS) 89150 DOLLOT,89143,"48.1953,3.045",Pylône autostable,"25,3m",HIVORY,2003-05-12,CHH,28m,False,False
1603986,BOUYGUES TELECOM,5G NR 2100,CHEM RURAL N° 26 (BAS CHANTEPIE) 72350 BRULON,72050,"47.9756,-0.21",Pylône autostable,"32,1m",HIVORY,2026-05-12,ALL,,False,False
1603986,SFR,"LTE 1800, 5G NR 2100",CHEM RURAL N° 26 (BAS CHANTEPIE) 72350 BRULON,72050,"47.9756,-0.21",Pylône autostable,"32,1m",HIVORY,2026-05-12,ALL,,False,False
1615298,BOUYGUES TELECOM,"LTE 1800, 5G NR 2100",RTE DE PUY DE SAUZET   (SIGOULET) 23210 BENEVENT L ABBAYE,23021,"46.1192,1.6114",Pylône autostable,"37,7m",HIVORY,2026-05-12,ALL,,False,False
1615298,SFR,"LTE 700, LTE 1800, 5G NR 2100",RTE DE PUY DE SAUZET   (SIGOULET) 23210 BENEVENT L ABBAYE,23021,"46.1192,1.6114",Pylône autostable,"37,7m",HIVORY,2026-05-12,ALL,,False,False
1618790,BOUYGUES TELECOM,"LTE 1800, LTE 2100",CHEM RURAL DE CHAVY (LES VEAUX) 36400 LACS,36091,"46.5997,2.0394",Pylône autostable,30m,HIVORY,2026-05-12,ALL,,False,False
1618790,SFR,"LTE 1800, LTE 2100",CHEM RURAL DE CHAVY (LES VEAUX) 36400 LACS,36091,"46.5997,2.0394",Pylône autostable,30m,HIVORY,2026-05-12,ALL,,False,False
1618797,SFR,LTE 700,17 B BD DE SUNDERLAND 44600 ST NAZAIRE,44184,"47.2703,-2.2419",Immeuble,"28,4m","Copropriété, Syndic, SCI",2026-05-07,ALL,,False,False
1620446,BOUYGUES TELECOM,LTE 1800, (ARDILLIERS) 23240 LE GRAND BOURG,23095,"46.1617,1.6194",Pylône autostable,"27,8m",HIVORY,2026-05-12,ALL,,False,False
1621623,ORANGE,LTE 700,RUE VERTE TERRAIN AGRICOLE 62610 ARDRES,62038,"50.8858,1.99",Pylône autostable,25m,TOTEM,2026-05-20,AAV,,False,False
1622147,ORANGE,LTE 2600,"VOIE COMMUNALE N°3, DE VILLEPERDUE À SORIGNY LA BÉRANGERIE (PÉAGE DE SORIGNY) 37250 SORIGNY",37250,"47.2167,0.6603",Pylône autostable,30m,TOTEM,2026-05-07,ALL,,False,False
1628583,SFR,"LTE 700, LTE 2100, 5G NR 2100, 5G NR 3500",PLACE MALLOUÉ ZAC DE LA CORBELLE 88150 CHAVELOT,88099,"48.2231,6.4331",Pylône tubulaire,22m,HIVORY,2026-05-07,ALL,,False,False
1632824,SFR,"LTE 1800, LTE 2600, 5G NR 2100",R MANON LESCAUT R D'ENGOULEVENT 80260 COISY,80202,"49.9614,2.3275",Château d'eau - réservoir,28m,"Commune, communauté de communes",2026-05-12,ALL,,False,False
1643963,SFR,"LTE 700, LTE 1800, 5G NR 2100", (LA VALLÉE DES NOYERS) 86410 LHOMMAIZE,86131,"46.4353,0.6064",Pylône autostable,"32,8m",HIVORY,2026-05-07,ALL,,False,False
1645454,BOUYGUES TELECOM,,ROUTE DE CORLAY PRÈS D 943 (LES COUDRES) 36230 MONTIPOURET,36129,"46.6683,1.9186",Pylône autostable,25m,HIVORY,2024-06-11,CHH,27m,False,False
1645454,SFR,,ROUTE DE CORLAY PRÈS D 943 (LES COUDRES) 36230 MONTIPOURET,36129,"46.6683,1.9186",Pylône autostable,25m,HIVORY,2024-07-17,CHH,27m,False,False
1645691,BOUYGUES TELECOM,LTE 2600,RUE DES 2 PIERRES 14112 BIEVILLE BEUVILLE,14068,"49.2436,-0.3164",Pylône tubulaire,27m,CELLNEX,2026-05-12,ALL,,False,False
1645691,SFR,"LTE 700, LTE 2600",RUE DES 2 PIERRES 14112 BIEVILLE BEUVILLE,14068,"49.2436,-0.3164",Pylône tubulaire,27m,CELLNEX,2026-05-12,ALL,,False,False
1645726,SFR,LTE 700, (LES MARNES) 89140 CUY,89136,"48.2642,3.2825",Pylône tubulaire,28m,CELLNEX,2026-05-12,ALL,,False,False
1654228,SFR,"LTE 700, LTE 2600, 5G NR 2100, 5G NR 3500", (LES SOUILLEUX) 22460 GRACE UZEL,22068,"48.2406,-2.7722",Pylône autostable,30m,HIVORY,2026-05-07,ALL,,False,False
1656464,FREE MOBILE,LTE 2100,CHEM COMMUNAL  32 (BUCHET) 01310 CONFRANCON,01115,"46.2708,5.045",Pylône autostable,33m,TOTEM,2026-05-08,ALL,,False,False
1670242,FREE MOBILE,5G NR 3500,LA GARE 56800 PLOERMEL,56165,"47.9372,-2.4086",Pylône tubulaire,"36,7m",TOTEM,2026-05-08,ALL,,False,False
1671877,FREE MOBILE,LTE 2100,ENTRE LES 100 JOURS ET LA ROUT (BOIS DES CENT JOURS) 54830 GERBEVILLER,54222,"48.4917,6.5361",Pylône autostable,42m,HIVORY,2026-05-08,ALL,,False,False
1681423,ORANGE,5G NR 700,AVENUE VIMEU VERT 80210 FEUQUIERES EN VIMEU,80308,"50.0686,1.5961",Pylône tubulaire,17m,TOTEM,2026-05-21,AAV,,False,False
1682915,BOUYGUES TELECOM,"LTE 700, LTE 2600",AV PIERRE ET MARIE CURIE (CAMPLAS) 34320 FONTES,34103,"43.5328,3.3833",Pylône tubulaire,"14,5m",HIVORY,2026-05-12,ALL,,False,False
1682915,SFR,"LTE 700, LTE 2600",AV PIERRE ET MARIE CURIE (CAMPLAS) 34320 FONTES,34103,"43.5328,3.3833",Pylône tubulaire,"14,5m",HIVORY,2026-05-12,ALL,,False,False
1687058,SFR,"LTE 700, LTE 2600",GUERNEVEZ 29300 ARZANO,29002,"47.8661,-3.4472",Pylône autostable,42m,HIVORY,2026-05-07,ALL,,False,False
1689805,SFR,LTE 2600, (LA VILLE DUBOIS) 56350 BEGANNE,56011,"47.6058,-2.2078",Pylône autostable,32m,HIVORY,2026-05-07,ALL,,False,False
1695671,BOUYGUES TELECOM,"LTE 1800, LTE 2100",RUE LE STADE (LE CLOS GRAND) 41300 SELLES ST DENIS,41241,"47.3919,1.9256",Pylône autostable,37m,HIVORY,2026-05-12,ALL,,False,False
1695671,SFR,LTE 2100,RUE LE STADE (LE CLOS GRAND) 41300 SELLES ST DENIS,41241,"47.3919,1.9256",Pylône autostable,37m,HIVORY,2026-05-12,ALL,,False,False
1696836,BOUYGUES TELECOM,LTE 2600,R EDOUARD BRANLY HIPPODROME 14100 LISIEUX,14366,"49.1483,0.2678",Pylône autostable,"32,7m",HIVORY,2026-05-12,ALL,,False,False
1696836,SFR,"LTE 700, LTE 2600",R EDOUARD BRANLY HIPPODROME 14100 LISIEUX,14366,"49.1483,0.2678",Pylône autostable,"32,7m",HIVORY,2026-05-12,ALL,,False,False
1701398,BOUYGUES TELECOM,"LTE 700, LTE 2600", (CRAZO) 56220 LIMERZEL,56111,"47.6153,-2.3467",Pylône autostable,34m,ATC FRANCE,2026-05-12,ALL,,False,False
1701398,SFR,"LTE 700, LTE 2600", (CRAZO) 56220 LIMERZEL,56111,"47.6153,-2.3467",Pylône autostable,34m,ATC FRANCE,2026-05-12,ALL,,False,False
1710984,ORANGE,LTE 700,CARREFOUR DE L'AUTOROUTE A4 ET LA D108 (SCHERLENHEIMBERG) 67270 SCHERLENHEIM,67444,"48.7697,7.5347",Pylône autostable,30m,"Commune, communauté de communes",2026-05-27,AAV,,False,False
1716762,ORANGE,5G NR 3500,"3, AVENUE DE BEAUNE 87280 LIMOGES",87085,"45.9144,1.3",Pylône tubulaire,26m,TOTEM,2026-05-06,ALL,,False,False
