id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
1013308,BOUYGUES TELECOM,5G NR 2100,THALES AIR DEFENSE (HAMEAU DE ROUSSIGNY) 91470 LIMOURS,91338,"48.6486,2.0961",Pylône tubulaire,37m,TOTEM,,AJO,,False,False
1015230,BOUYGUES TELECOM,GSM 900,RUE DU PODIUM DÉCATLON CAMPUS 59650 VILLENEUVE D ASCQ,59009,"50.6439,3.1392",Pylône tubulaire,23m,CELLNEX,2018-05-30,SUP,,False,False
1023562,ORANGE,"5G NR 700, 5G NR 3500",RUE DES GRAVIERS ZONE D'ACTIVITÉ DES GRAVIERS 91190 VILLIERS LE BACLE,91679,"48.7311,2.1119",Pylône autostable,32m,TOTEM,2026-04-17,ALL,,False,False
1026755,BOUYGUES TELECOM,GSM 900,91 R ROYET 42230 ST ETIENNE,42218,"45.4447,4.3881",Immeuble,"14,3m","Copropriété, Syndic, SCI",2018-05-30,SUP,,False,False
1044291,BOUYGUES TELECOM,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",ENTRE N12 ET D912 (AV DE PARIS) PRÈS DE LA STATION D'ÉPURATION (MAUBLÉ) 78950 GAMBAIS,78263,"48.7944,1.6572",Pylône autostable,33m,TOTEM,,AJO,,False,True
1061585,ORANGE,"LTE 700, 5G NR 2100", (LES ECHARMEAUX) 42670 BELLEROCHE,42014,"46.1681,4.4383",Pylône autostable,23m,TOTEM,,AJO,,False,False
1140632,SFR,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",AV DE L'HIPPODROME ADM: 52 AV. JEAN ROUSSEAU CRS 59130 LAMBERSART,59328,"50.6461,3.0292",Bâtiment,"43,5m","État, Ministère",,SUP,,False,True
1173871,BOUYGUES TELECOM,GSM 900,34 R JEAN LECANUET 76100 ROUEN,76540,"49.445,1.0908",Immeuble,"22,4m","Copropriété, Syndic, SCI",2016-08-13,SUP,,False,False
1187750,FREE MOBILE,5G NR 700,11 RUE RAYMOND PITET 13011 MARSEILLE 11,13211,"43.2997,5.4875",Pylône tubulaire,"19,1m",ON TOWER FRANCE,2026-04-27,ALL,,False,False
1206711,BOUYGUES TELECOM,GSM 900,3 PL DES CARMES 31500 TOULOUSE,31555,"43.5975,1.4442",Immeuble,25m,"Copropriété, Syndic, SCI",2018-05-30,SUP,,False,False
1206742,BOUYGUES TELECOM,"LTE 700, LTE 800, LTE 1800, LTE 2100",HAMEAU DE LA BORDE (LA GRANDE PIÈCE DE LA BORDE) 60810 RARAY,60525,"49.2731,2.7358",Pylône autostable,25m,TDF,2025-04-12,ALL,,False,True
