id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
101113,ORANGE,LTE 700,R DES CHÊNES - LE BOURG 63760 BOURG LASTIC,63048,"45.6475,2.555",Pylône autostable,"30,8m",TOTEM,2026-08-06,ALL,,False,False
1017893,BOUYGUES TELECOM,LTE 2600,AV DE LA FALAISE 38360 SASSENAGE,38474,"45.1997,5.6642",Inconnu,"28,3m",BOUYGUES,,AJO,,False,False
1017893,BOUYGUES TELECOM,LTE 2100,AV DE LA FALAISE 38360 SASSENAGE,38474,"45.1997,5.6642",Inconnu,"28,3m",BOUYGUES,,SUP,,False,False
1024368,ORANGE,5G NR 2100,AIRE DE SERVICE LES JONCHETS AUTOROUTE A5 SENS PARIS-PROVINCE 77130 LA GRANDE PAROISSE,77210,"48.4253,2.9275",Pylône autostable,37m,ORANGE,2026-07-27,ALL,,False,False
1067876,FREE MOBILE,"LTE 700, LTE 900, LTE 2100, 5G NR 700",RUE D'ARMORIQUE CENTRAL FT 29259 ILE MOLENE,29084,"48.3972,-4.9567",Pylône autostable,25m,TOTEM,2026-08-03,ALL,,False,False
1075586,ORANGE,LTE 700,SOCIÉTÉ REVIMA AVENUE DU LATHAM 47 (PONT DE BROTONNE) 76490 RIVES EN SEINE,76164,"49.5231,0.7486","Ouvrage d'art (pont, viaduc)",51m,DDE,2026-08-03,ALL,,False,False
1081690,BOUYGUES TELECOM,LTE 2600,AV DE LA FALAISE 38360 SASSENAGE,38474,"45.1997,5.6642",Inconnu,"27,5m",BOUYGUES,,AJO,,False,False
1081690,BOUYGUES TELECOM,LTE 2100,AV DE LA FALAISE 38360 SASSENAGE,38474,"45.1997,5.6642",Inconnu,"27,5m",BOUYGUES,,SUP,,False,False
1156030,ORANGE,"LTE 2100, 5G NR 700, 5G NR 3500",BOULEBARD DES JUSTES (PÔLE SANTÉ DU VIRVAL) 62100 CALAIS,62193,"50.9406,1.8942",Pylône tubulaire,20m,TOTEM,2026-07-27,ALL,,False,False
1174057,BOUYGUES TELECOM,LTE 2100,V.C. N°5 DU RUNIOU (LA LANDE COLAS) 22500 PAIMPOL,22162,"48.7631,-3.0325",Pylône autostable,25m,HIVORY,2022-04-12,SUP,,False,False
1185501,BOUYGUES TELECOM,LTE 2100,CHEMIN DE LA TRUQUE 30250 VILLEVIEILLE,30352,"43.7878,4.0983",Château d'eau - réservoir,52m,"Syndicat des eaux, Adduction",2023-12-20,SUP,,False,False
1237595,ORANGE,5G NR 2100,VOIE COMMUNALE N° 3 (LA BOUTELAIS) 35560 VAL COUESNON,35004,"48.4744,-1.5264",Pylône autostable,36m,TOTEM,2026-07-30,ALL,,False,False
1324233,ORANGE,"LTE 2100, 5G NR 3500",ROUTE DE BLACHON - GOURDELIANE (BEAUSOLEIL) 97122 BAIE MAHAULT,97103,"16.2525,-61.5972",Pylône autostable,30m,Société Privée,,AJO,,False,False
1324233,ORANGE,LTE 800,ROUTE DE BLACHON - GOURDELIANE (BEAUSOLEIL) 97122 BAIE MAHAULT,97103,"16.2525,-61.5972",Pylône autostable,30m,Société Privée,,SUP,,False,False
1353872,BOUYGUES TELECOM,LTE 2100, (LES CHAMPS DE BROONS) 22250 BROONS,22020,"48.3114,-2.2664",Pylône autostable,38m,TDF,2023-03-29,SUP,,False,False
1381838,BOUYGUES TELECOM,LTE 2100, (PERBREGAT) 22200 POMMERIT LE VICOMTE,22248,"48.6228,-3.1303",Pylône autostable,43m,TDF,,SUP,,False,False
1402766,BOUYGUES TELECOM,"LTE 700, 5G NR 2100",MENUES DIMES 89600 ST FLORENTIN,89345,"48.0069,3.6628",Pylône autostable,"39,7m",TDF,,AJO,,False,False
1412261,BOUYGUES TELECOM,LTE 2100,SAINT LAURENT 37130 LANGEAIS,37123,"47.3247,0.3986",Pylône autostable,"45,5m",TDF,2023-11-23,SUP,,False,False
1414378,ORANGE,"LTE 700, LTE 800, LTE 1800, 5G NR 2100",CHEM RURAL DIT DU BOIS DU MOIREAU (LE HAUT DE LA GAYENNE) 02820 MONTAIGU,02498,"49.5361,3.8169",Pylône autostable,42m,TDF,2026-07-31,ALL,,False,True
