id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,is_zb,is_new
1014807,TELCO OI,AJO,"LTE 2100, LTE 2600, 5G NR 700",CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,,False,False
1014807,TELCO OI,ALL,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800",CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,2006-12-31,False,False
1014807,TELCO OI,SUP,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 700",CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,2006-12-31,False,False
1015191,ORANGE,SUP,"GSM 900, UMTS 900",1 RUE GRAINVILLE RÉSIDENCE MÉRIDIENNES 76300 SOTTEVILLE LES ROUEN,76681,"49.4239,1.0872",Immeuble,"18,2m",Société HLM,2018-12-26,False,False
1019935,ORANGE,SUP,"UMTS 900, LTE 700",114 AVENUE DU 14 JUILLET 76300 SOTTEVILLE LES ROUEN,76681,"49.4083,1.0892",Bâtiment,"16,2m","Commune, communauté de communes",2023-04-21,False,False
1033379,OUTREMER TELECOM,ALL,LTE 2100,RUE EDGARD OTHILLY DERRIÈRE LE CIMETIÈRE (SARCELLE) 97360 MANA,97306,"5.67,-53.7825",Pylône autostable,80m,GUYANE NUMERIQUE,2025-09-01,False,False
1041051,FREE MOBILE,AJO,LTE 900,43 BOULEVARD PIERRE SEMARD 06300 NICE,06088,"43.7167,7.2906",Immeuble,"27,6m",Société HLM,,False,False
1041816,SRR,AJO,"LTE 700, LTE 2100, 5G NR 3500",5 RUELLES DES BALSAMINES (LE BRAS CREUX) 97430 LE TAMPON,97422,"-21.2614,55.5331",Bâtiment,"13,6m",Particulier,,False,False
1042260,FREE MOBILE,AJO,LTE 900,201 CHEMIN DU MERLANCON  13400 AUBAGNE,13005,"43.2842,5.5803",Pylône tubulaire,20m,ON TOWER FRANCE,,False,False
1046450,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700",14 RUE DU NOYER 35700 RENNES,35238,"48.0978,-1.6347",Pylône tubulaire,25m,TOTEM,2014-02-04,False,False
1052082,FREE MOBILE,AJO,LTE 900,2 RUE LUDWIG VAN BEETHOVEN 78112 ST GERMAIN EN LAYE,78551,"48.8933,2.0647",Bâtiment,"28,6m",Société HLM,,False,False
1057964,FREE MOBILE,AJO,LTE 900,3 AVENUE DES BEGUINES 95800 CERGY,95127,"49.05,2.0361",Immeuble,"19,6m","Copropriété, Syndic, SCI",,False,False
1058797,ORANGE,SUP,"GSM 900, GSM 1800, UMTS 900",RUE DES PIERRES BLANCHES 44640 ST JEAN DE BOISEAU,44166,"47.1875,-1.71",Pylône tubulaire,25m,TOTEM,2015-07-03,False,False
1060510,FREE MOBILE,AJO,LTE 900,ROUTE DU GÉNÉRAL DE GAULLE 67300 SCHILTIGHEIM,67447,"48.6086,7.7344",Monument religieux,"38,1m",Société Privée,,False,False
106122,ORANGE,ALL,"LTE 700, 5G NR 2100",A 8 (SACCARON) 83910 POURRIERES,83097,"43.4817,5.7439",Pylône autostable,12m,TOTEM,2025-08-25,False,False
1084161,ORANGE,ALL,"LTE 1800, 5G NR 3500",RUE DE LA PRAIRIE 91150 MORIGNY CHAMPIGNY,91433,"48.4475,2.1758",Pylône tubulaire,33m,TOTEM,2025-08-25,False,False
1150435,FREE MOBILE,AJO,LTE 900,LE PRÉ LONG (L'EMBRANCHEMENT) 14490 MONTFIQUET,14445,"49.1961,-0.8578",Pylône tubulaire,30m,TOTEM,,False,False
1174708,FREE MOBILE,AJO,LTE 900,140 RUE DU MENIL 92600 ASNIERES SUR SEINE,92004,"48.9228,2.2822",Immeuble,41m,Société HLM,,False,False
1175079,BOUYGUES TELECOM,AJO,LTE 2100,RUE D'IZEL (RD48) (AU CHEMIN DES BOIS) 62490 QUIERY LA MOTTE,62680,"50.3669,2.9689",Pylône autostable,30m,HIVORY,,False,False
1183761,FREE MOBILE,AJO,LTE 900,5 - 7 AVENUE DOCTEUR VICTOR ROBINI 06300 NICE,06088,"43.6828,7.2006",Bâtiment,24m,"Copropriété, Syndic, SCI",,False,False
1189436,FREE MOBILE,AJO,LTE 900,CHEM RURAL DIT DE LA PORTE BLANCHE (R DE BIESME) 02320 PINON,02602,"49.4922,3.4517",Pylône autostable,"38,7m",TDF,,False,False
1191331,FREE MOBILE,AJO,LTE 900,CHEMIN DU POUVEREL (LES AUBREAGADES) 83390 CUERS,83049,"43.2358,6.0842",Pylône autostable,22m,BOUYGUES,,False,False
1196026,FREE MOBILE,AJO,LTE 900,CHEMIN COMMUNAL N°2 (LES BONNETS) 03150 VARENNES SUR ALLIER,03298,"46.3014,3.4064",Pylône autostable,33m,TDF,,False,False
1206096,FREE MOBILE,AJO,LTE 900,1 -3 ALLEE GUY DE MAUPASSANT 95100 ARGENTEUIL,95018,"48.9536,2.2203",Bâtiment,59m,Société HLM,,False,False
1207239,TELCO OI,AJO,"LTE 2100, LTE 2600, 5G NR 700",RD 4 (RASSI NGOUJA) 97625 KANI KELI,97609,"-12.9589,45.0844",Mât béton,14m,Particulier,,False,False
1207239,TELCO OI,ALL,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800",RD 4 (RASSI NGOUJA) 97625 KANI KELI,97609,"-12.9589,45.0844",Mât béton,14m,Particulier,2013-05-29,False,False
1207239,TELCO OI,SUP,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 700",RD 4 (RASSI NGOUJA) 97625 KANI KELI,97609,"-12.9589,45.0844",Mât béton,14m,Particulier,2013-05-29,False,False
1208284,FREE MOBILE,AJO,LTE 900,32 RUE PETIT 75019 PARIS 19,75119,"48.8847,2.3825",Immeuble,31m,Société HLM,,False,False
1212642,FREE MOBILE,AJO,LTE 900,10 RUE BURAIS 69100 VILLEURBANNE,69266,"45.7583,4.8919",Immeuble,29m,Société HLM,,False,False
1215439,FREE MOBILE,AJO,LTE 900,"25, RUE DE CIVRY 75116 PARIS 16",75116,"48.8425,2.2572",Bâtiment,"33,1m",Société Privée,,False,False
1216576,FREE MOBILE,AJO,LTE 900,"40, RUE JEAN JAURÃ©S 67300 SCHILTIGHEIM",67447,"48.6039,7.7389",Immeuble,"22,5m","Copropriété, Syndic, SCI",,False,False
1273168,FREE MOBILE,AJO,LTE 900,RUE DE LA GRIOTTE DÉCHETTERIE 68260 KINGERSHEIM,68166,"47.7933,7.3103",Pylône tubulaire,30m,TOTEM,,False,False
1275479,FREE MOBILE,AJO,LTE 900,D 39 (LES HAUTES CRIÈRES) 14170 ST PIERRE EN AUGE,14654,"48.9397,-0.0094",Château d'eau - réservoir,"26,7m","Syndicat des eaux, Adduction",,False,False
1281409,FREE MOBILE,AJO,LTE 900,1 RUE GOUNOD 95400 VILLIERS LE BEL,95680,"49.0058,2.4",Immeuble,35m,"Copropriété, Syndic, SCI",,False,False
