id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
1001350,FREE MOBILE,5G NR 3500,55 RUE DU LAVOIR 93370 MONTFERMEIL,93047,"48.9014,2.5756",Pylône tubulaire,30m,TOTEM,2026-03-30,ALL,,False,False
1056203,BOUYGUES TELECOM,LTE 2100,AVENUE DE CREIL STADE MUNICIPAL DE FOOTBALL 60300 SENLIS,60612,"49.2094,2.5739",Pylône autostable,"28,6m","Commune, communauté de communes",,AJO,,False,False
1056203,BOUYGUES TELECOM,GSM 900,AVENUE DE CREIL STADE MUNICIPAL DE FOOTBALL 60300 SENLIS,60612,"49.2094,2.5739",Pylône autostable,"28,6m","Commune, communauté de communes",2018-11-27,SUP,,False,False
107602,ORANGE,5G NR 700,6-14 AV. LOUIS ROCHE 92230 GENNEVILLIERS,92036,"48.9217,2.3253",Bâtiment,37m,Société Privée,,AJO,,False,False
107602,ORANGE,LTE 700,6-14 AV. LOUIS ROCHE 92230 GENNEVILLIERS,92036,"48.9217,2.3253",Bâtiment,37m,Société Privée,2020-09-03,SUP,,False,False
1113271,FREE MOBILE,5G NR 3500,1 AVENUE DE LA DIVISION LECLERC 94450 LIMEIL BREVANNES,94044,"48.75,2.4808",Immeuble,"19,3m","Copropriété, Syndic, SCI",,AJO,,False,False
118332,FREE CARAIBES,UMTS 900,MORNE ROUGE (HABITATION ST CLAIRE) 97128 GOYAVE,97114,"16.1211,-61.5783",Pylône autostable,24m,DIGICEL,2025-05-21,ALL,,False,False
118386,DIGICEL,"LTE 700, LTE 900, 5G NR 3500",25 R DE LA RÉPUBLIQUE 97122 BAIE MAHAULT,97103,"16.2672,-61.5875",Immeuble,15m,Société Privée,2026-03-06,ALL,,False,False
118386,FREE CARAIBES,"UMTS 900, 5G NR 700, 5G NR 3500",25 R DE LA RÉPUBLIQUE 97122 BAIE MAHAULT,97103,"16.2672,-61.5875",Immeuble,15m,Société Privée,2026-03-06,ALL,,False,False
1188139,BOUYGUES TELECOM,GSM 900,15 PLACE MARTIAL BRIGOULEIX CITÉ ADMINISTRATIVE 19000 TULLE,19272,"45.2644,1.7694",Bâtiment,"97,5m","État, Ministère",2018-05-30,SUP,,False,False
119269,ONATI,LTE 2100,ERAI (AUTI) 98753 RURUTU,98744,"-22.4872,-151.3397",Pylône autostable,15m,Onati,2025-03-28,ALL,,False,False
1208448,ORANGE,"5G NR 700, 5G NR 3500",N 147 (LE BAIL) 86340 NIEUIL L ESPOIR,86178,"46.5144,0.4636",Pylône autostable,"25,4m",ORANGE,2026-03-23,ALL,,False,False
1215229,ORANGE,"LTE 700, 5G NR 2100",10 BIS RUE DU CALVAIRE 59440 DOMPIERRE SUR HELPE,59177,"50.1444,3.8683",Pylône tubulaire,30m,TOTEM,,AJO,,False,False
1215229,ORANGE,LTE 2100,10 BIS RUE DU CALVAIRE 59440 DOMPIERRE SUR HELPE,59177,"50.1444,3.8683",Pylône tubulaire,30m,TOTEM,2021-04-15,SUP,,False,False
1237636,ORANGE,"LTE 800, 5G NR 700",RUE DU MORTIER 59181 STEENWERCK,59581,"50.6903,2.7642",Pylône autostable,36m,TOTEM,2026-04-01,ALL,,False,False
1273114,BOUYGUES TELECOM,"LTE 700, LTE 800",45 RUE DE LA MONTAT (LE PORT SEC) 42230 ST ETIENNE,42218,"45.4408,4.4014",Immeuble,43m,"Copropriété, Syndic, SCI",2026-04-01,ALL,,False,True
1275241,ORANGE,5G NR 700,16 RUE DU MÉDECIN LIEUTENANT LÉPINE 06400 CANNES,06029,"43.5506,7.0278",Bâtiment,"30,4m",Société Privée,2026-03-27,ALL,,False,False
1283918,FREE MOBILE,5G NR 3500,1 PLACE VERDUN 92300 LEVALLOIS PERRET,92044,"48.8939,2.2856",Immeuble,"44,9m",Société HLM,,AJO,,False,False
1292161,ORANGE,5G NR 700,2 RUE GUILLAUME DE MORTAGNE RUE HENRI MANSARD 59200 TOURCOING,59599,"50.7364,3.1758",Immeuble,34m,Société HLM,2026-04-02,ALL,,False,False
1305991,ORANGE,5G NR 700,"1,RUE DU MARÉCHAL JOFFRE 78000 VERSAILLES",78646,"48.7994,2.1244",Immeuble,19m,"Copropriété, Syndic, SCI",2026-04-01,ALL,,False,False
1325538,BOUYGUES TELECOM,LTE 2600,N 198 DOMAINE CASABIANCA (AJE BLANCHE) 20230 LINGUIZZETTA,2B143,"42.1886,9.53",Pylône tubulaire,21m,ATC FRANCE,,AJO,,False,False
1329243,FREE MOBILE,5G NR 3500,12 RTE DE L'EUROPE 67520 MARLENHEIM,67282,"48.6156,7.495",Pylône autostable,34m,TDF,,AJO,,False,False
1344528,ONATI,LTE 800,ATOLL DE TUREIA ARCHIPEL DES TUAMOTU (FAKAMARU) 98784 TUREIA,98755,"-20.7711,-138.5656",Pylône autostable,18m,TDF,2025-10-08,ALL,,False,False
1344555,ONATI,LTE 800,ATOLL DE TATAKOTO ARCHIPEL DES TUAMOTU STARTER OPT 98783 TATAKOTO,98751,"-17.3461,-138.4508",Pylône autostable,21m,TDF,2025-11-28,ALL,,False,False
136672,ONATI,LTE 2100, (VAIAU) 98735 TUMARAA,98754,"-16.8603,-151.48",Mât métallique,22m,Onati,2025-07-30,ALL,,False,False
1378801,FREE MOBILE,5G NR 2100,8 BIS RUE DE L'ARRIVEE 75015 PARIS 15,75115,"48.8436,2.3219",Immeuble,"34,7m",Société Privée,2026-03-30,ALL,,False,False
1381838,SFR,"LTE 700, LTE 1800", (PERBREGAT) 22200 POMMERIT LE VICOMTE,22248,"48.6228,-3.1303",Pylône autostable,43m,TDF,2026-04-01,ALL,,False,False
1388790,ORANGE,"5G NR 700, 5G NR 2100, 5G NR 3500",CHE DU DOMAINE DE SARLANT FONTCRÉPON (PRÉ FOUCAUD) 63270 YRONDE ET BURON,63472,"45.5992,3.245",Pylône autostable,30m,TDF,,AJO,,False,False
1388790,ORANGE,LTE 700,CHE DU DOMAINE DE SARLANT FONTCRÉPON (PRÉ FOUCAUD) 63270 YRONDE ET BURON,63472,"45.5992,3.245",Pylône autostable,30m,TDF,2020-05-05,SUP,,False,False
1403242,BOUYGUES TELECOM,GSM 900,20 RUE GAMBETTA CONSERVATOIRE 51100 REIMS,51454,"49.25,4.0356",Bâtiment,24m,"Commune, communauté de communes",2016-07-12,SUP,,False,False
1406194,BOUYGUES TELECOM,GSM 900,29 BOULEVARD DOMENGET 73100 AIX LES BAINS,73008,"45.6967,5.9081",Immeuble,"45,3m","Copropriété, Syndic, SCI",2017-05-23,SUP,,False,False
1406515,FREE MOBILE,LTE 900,RUE DE LA DRONNIERE GROUPE EXPLOITATION TRANSPORT NORMANDIE POSTE HT RTE 14123 IFS,14341,"49.1386,-0.3403",Pylône autostable,57m,EDF ou GDF,2026-03-30,ALL,,False,False
1407691,BOUYGUES TELECOM,LTE 700,LA BOUIE LES VILLES POILES 56220 CADEN,56028,"47.6292,-2.2731",Pylône autostable,34m,TDF,,AJO,,False,False
1412456,FREE MOBILE,5G NR 3500,"23/25, RUE DU PRÉ SAINT GERVAIS 93500 PANTIN",93055,"48.8908,2.4039",Bâtiment,"54,2m",Société HLM,,AJO,,False,False
1415917,ORANGE,5G NR 700,RUE JEAN JAURÈS - STADE 02230 FRESNOY LE GRAND,02334,"49.9547,3.4253",Pylône autostable,36m,TOTEM,2026-04-10,AAV,,False,False
1416522,ORANGE,5G NR 2100, (ST ROMAIN) 73170 JONGIEUX,73140,"45.7292,5.7858",Pylône autostable,"28,5m",TDF,,AJO,,False,False
1426960,SFR,"LTE 700, LTE 2600",CHEM DU PONT DE LA CHAPELLE 76350 OISSEL SUR SEINE,76484,"49.3636,1.1067",Pylône autostable,30m,HIVORY,,SUP,,False,False
