id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
1001888,FREE MOBILE,UMTS 900,12 PLACE SIMIOT 33800 BORDEAUX,33063,"44.8228,-0.5769",Bâtiment,"19,1m","Commune, communauté de communes",2026-06-30,SUP,,False,False
101377,ORANGE,"5G NR 700, 5G NR 3500",R DU STADE AUTOCOMMUTATEUR FT- 65230 CASTELNAU MAGNOAC,65129,"43.2917,0.5047",Pylône autostable,30m,TOTEM,2026-01-08,ALL,,False,False
1016690,FREE MOBILE,5G NR 3500,15 RUE RAYMOND POINCARE 51100 REIMS,51454,"49.2792,4.0194",Immeuble,"21,4m",Société HLM,,AJO,,False,False
1023488,FREE MOBILE,UMTS 900,CHEMIN DU BOIS COMMUNAL 31150 BRUGUIERES,31091,"43.7369,1.41",Pylône tubulaire,27m,ON TOWER FRANCE,2026-06-30,SUP,,False,False
102396,ORANGE,GSM 900,ALLÉE PIERRE CLAUZEL (RÉSIDENCE PIERRE CLAUZEL) 69470 COURS,69066,"46.1042,4.3283",Immeuble,19m,Société HLM,1997-09-05,SUP,,True,False
1049513,FREE MOBILE,UMTS 900,8 RUE DE LA VILLE L'ÉVÊQUE 75008 PARIS 08,75108,"48.8714,2.3214",Immeuble,"33,5m",FREE-MOBILE,2026-06-30,SUP,,False,False
1054845,ORANGE,"LTE 700, LTE 1800, 5G NR 2100",RUE DU CHÂTEAU D'EAU 54385 ROSIERES EN HAYE,54463,"48.7892,5.9975",Château d'eau - réservoir,22m,"Syndicat des eaux, Adduction",,AJO,,False,False
1056735,FREE MOBILE,UMTS 900,42 BD DOCTEUR CHARLES BARNIER 83200 TOULON,83137,"43.1297,5.9286",Immeuble,59m,Société Privée,2026-06-30,SUP,,False,False
1057942,FREE MOBILE,UMTS 900,RUE DE LA COMBE MIREY 25400 AUDINCOURT,25031,"47.4772,6.8586",Pylône tubulaire,35m,ON TOWER FRANCE,2026-06-30,SUP,,False,False
1092079,FREE MOBILE,UMTS 900,9 RUE GABRIEL MARIE 13010 MARSEILLE 10,13210,"43.2842,5.4014",Bâtiment,"31,9m","Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1094215,FREE MOBILE,UMTS 900,66 AV DE PROVENCE 13300 SALON DE PROVENCE,13103,"43.6536,5.0983",Immeuble,53m,"Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1155450,FREE MOBILE,UMTS 900,PYLÔNE TDF (STEPHANSBERG) 67520 NORDHEIM,67335,"48.6403,7.4861",Pylône autostable,60m,TDF,2026-06-30,SUP,,False,False
1175153,FREE MOBILE,UMTS 900,12 RUE ALPHONSE MATTER 88100 ST DIE DES VOSGES,88413,"48.2903,6.9411",Pylône tubulaire,"26,1m",TOTEM,2026-06-30,SUP,,False,False
1175160,FREE MOBILE,UMTS 900,RUE PIERRE GILLES DE GENNES (DIAGORA) 31670 LABEGE,31254,"43.5425,1.5136",Bâtiment,22m,"Commune, communauté de communes",2026-06-30,SUP,,False,False
1183792,FREE MOBILE,UMTS 900,214 ROUTE DE SAINT SIMON 31500 TOULOUSE,31555,"43.5794,1.3944",Immeuble,"27,9m","Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
118390,DIGICEL,5G NR 3500,CUL DE SAC (PEA TREE HILL) 97150 ST MARTIN,97801,"18.1022,-63.0386",Pylône haubané,12m,Particulier,2025-12-12,ALL,,False,False
118390,FREE CARAIBES,"5G NR 700, 5G NR 3500",CUL DE SAC (PEA TREE HILL) 97150 ST MARTIN,97801,"18.1022,-63.0386",Pylône haubané,12m,Particulier,2025-12-12,ALL,,False,False
1187748,FREE MOBILE,5G NR 3500,80 MONTEE DE SAINT MENET 13011 MARSEILLE 11,13211,"43.2917,5.4931",Pylône autostable,"19,1m",ON TOWER FRANCE,,AJO,,False,False
1187748,FREE MOBILE,LTE 900,80 MONTEE DE SAINT MENET 13011 MARSEILLE 11,13211,"43.2917,5.4931",Pylône autostable,"19,1m",ON TOWER FRANCE,2026-01-19,ALL,,False,False
1187750,FREE MOBILE,5G NR 3500,11 RUE RAYMOND PITET 13011 MARSEILLE 11,13211,"43.2997,5.4875",Pylône tubulaire,"19,1m",ON TOWER FRANCE,,AJO,,False,False
1187750,FREE MOBILE,LTE 900,11 RUE RAYMOND PITET 13011 MARSEILLE 11,13211,"43.2997,5.4875",Pylône tubulaire,"19,1m",ON TOWER FRANCE,2026-01-19,ALL,,False,False
1192412,TELCO OI,"LTE 2100, LTE 2600, 5G NR 700",AVENUE GRAND PITON ZI CAMBAIE 97460 ST PAUL,97415,"-20.9625,55.2989",Pylône tubulaire,15m,SFR,2025-10-07,ALL,,False,False
119269,ONATI,LTE 2100,ERAI (AUTI) 98753 RURUTU,98744,"-22.4872,-151.3397",Pylône autostable,15m,Onati,,AJO,,False,False
1193633,FREE MOBILE,UMTS 900,LE STADE 21121 FONTAINE LES DIJON,21278,"47.3525,5.0256",Pylône tubulaire,"20,6m",ON TOWER FRANCE,2026-06-30,SUP,,False,False
1206669,FREE MOBILE,UMTS 900,3 AVENUE ALBERT EINSTEIN EMSIFF ZA TRAPPES ELANCOURT 78190 TRAPPES,78621,"48.7661,1.9972",Pylône tubulaire,"30,3m",ON TOWER FRANCE,2026-06-30,SUP,,False,False
1208378,ORANGE,LTE 700,BOIS DES TAILLIOTES (LES TRAMOIS) 58220 DONZY,58102,"47.3781,3.1664",Pylône autostable,36m,TOTEM,2026-01-21,ALL,,False,False
1238089,FREE MOBILE,5G NR 3500,"11, RUE AUGUSTIN FRESNEL 67200 STRASBOURG",67482,"48.6047,7.7183",Immeuble,"50,3m",Société HLM,,AJO,,False,False
1272804,FREE MOBILE,UMTS 900,67 R THÉODORE RIBOT STADE HÉLÈNE BOUCHER 22000 ST BRIEUC,22278,"48.5175,-2.7814",Pylône tubulaire,25m,TOTEM,2026-06-30,SUP,,False,False
1278464,FREE MOBILE,5G NR 3500,RUE CAMILLE DESMOULINS CHÂTEAU D'EAU LA GIRAFE 71300 MONTCEAU LES MINES,71306,"46.6653,4.3658",Château d'eau - réservoir,26m,"Syndicat des eaux, Adduction",2026-01-19,ALL,,False,False
1278464,FREE MOBILE,UMTS 900,RUE CAMILLE DESMOULINS CHÂTEAU D'EAU LA GIRAFE 71300 MONTCEAU LES MINES,71306,"46.6653,4.3658",Château d'eau - réservoir,26m,"Syndicat des eaux, Adduction",2026-06-30,SUP,,False,False
1283289,ORANGE,UMTS 900,"61, CHEMIN DES FONTS 69110 STE FOY LES LYON",69202,"45.7392,4.795",Immeuble,16m,Particulier,2017-08-10,SUP,,False,False
1290534,SFR,"5G NR 2100, 5G NR 3500",32 BD  DE CHAMPIGNY STADE AUGUSTE MARIN (STADE A.MARIN) 94210 ST MAUR DES FOSSES,94068,"48.8,2.5056",Pylône tubulaire,26m,"Commune, communauté de communes",,SUP,,False,False
1305585,FREE MOBILE,,RUE ARISTIDE BERGÉS 38800 LE PONT DE CLAIX,38317,"45.1319,5.6922",Pylône tubulaire,"28,2m",ON TOWER FRANCE,2021-12-23,CHA,Rue Aristide BergÃ¿s,False,False
1305948,FREE MOBILE,UMTS 900,243 RUE JUDAIQUE 33800 BORDEAUX,33063,"44.8406,-0.5975",Immeuble,"26,7m","Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1314644,FREE MOBILE,5G NR 3500,LA BALME CELLIER MEYSMOMMARD - ROUTE DE NARBONNE 38950 ST MARTIN LE VINOUX,38423,"45.2119,5.7056",Pylône autostable,"20,1m",TDF,2026-01-19,ALL,,False,False
1318521,FREE MOBILE,UMTS 900,135 RUE ALBERT EINSTEIN FCJT 13540 AIX EN PROVENCE,13001,"43.4931,5.3731",Bâtiment,"20,6m",Société Privée,2026-06-30,SUP,,False,False
1326546,FREE MOBILE,5G NR 3500,RTE DE LÉVRÉZY 08120 BOGNY SUR MEUSE,08081,"49.8572,4.7694",Pylône tubulaire,"20,5m",TDF,,AJO,,False,False
1327230,FREE MOBILE,5G NR 3500,160 A BD D'HALLUIN 59200 TOURCOING,59599,"50.7356,3.1331",Immeuble,26m,Société HLM,2026-01-19,ALL,,False,False
1330773,SFR,"LTE 2100, 5G NR 2100","12, ALLÉE DE LA VERTE VALLÉE 14000 CAEN",14118,"49.1939,-0.375",Immeuble,23m,"Copropriété, Syndic, SCI",2026-01-20,ALL,,False,False
1331756,BOUYGUES TELECOM,LTE 2100,V COM. N° 2  DITE DE OINVILLE 78250 HARDRICOURT,78299,"49.01,1.8872",Pylône autostable,34m,"Commune, communauté de communes",2025-12-26,ALL,,False,False
1331970,ORANGE,UMTS 900,RUE MAXIME BOUCHER (LES BERGERONNETTES) 28100 DREUX,28134,"48.745,1.3439",Pylône tubulaire,38m,TOTEM,2019-10-23,SUP,,False,False
133345,ORANGE,5G NR 2100,CHEM DU CHÂTEAU D EAU (LADEVEZE) 65200 ASTUGUE,65043,"43.105,0.0725",Pylône tubulaire,"12,5m",TOTEM,,AJO,,False,False
1342188,FREE MOBILE,5G NR 3500,17 RUE JEUNET 69005 LYON 05,69385,"45.7489,4.7906",Immeuble,"24,9m",Société HLM,,AJO,,False,False
1344571,FREE MOBILE,5G NR 3500,CHE DES ROBERTS (ROSET) 26400 GRANE,26144,"44.7325,4.9075",Pylône autostable,28m,TDF,,AJO,,False,False
1347126,ORANGE,5G NR 700,CHE DU HOMBERG 68510 RANTZWILLER,68265,"47.6586,7.3642",Pylône autostable,"30,5m",TDF,2026-01-29,AAV,,False,False
1356053,ORANGE,UMTS 900,RTE DE MITTON RD9 DE ST CIERS SUR GIRONDE CSEC 33124 AILLAS,33002,"44.4728,-0.0725",Pylône autostable,18m,"SDIS, secours, incendie",2018-12-17,SUP,,False,False
136672,ONATI,LTE 2100, (VAIAU) 98735 TUMARAA,98754,"-16.8603,-151.48",Mât métallique,22m,Onati,,AJO,,False,False
1373871,BOUYGUES TELECOM,"LTE 700, 5G NR 3500",R FREDERIC CHOPIN STADE 25000 BESANCON,25056,"47.265,6.0392",Mât métallique,23m,"Commune, communauté de communes",,AJO,,False,False
1377022,FREE MOBILE,UMTS 900,122 RUE DE LA CROIX DE SEGUEY 33800 BORDEAUX,33063,"44.8533,-0.5931",Immeuble,"23,2m","Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1381857,FREE MOBILE,UMTS 900,CHEMIN DE REBUDE 31130 BALMA,31044,"43.5892,1.5228",Pylône autostable,"27,3m",ON TOWER FRANCE,2026-06-30,SUP,,False,False
1388838,BOUYGUES TELECOM,LTE 700,28 RUE D  ORSEL 75018 PARIS 18,75118,"48.8839,2.3436",Immeuble,"27,9m","Copropriété, Syndic, SCI",2026-01-20,ALL,,False,False
1394956,FREE MOBILE,UMTS 900,18 RUE DE LA VICTOIRE 93150 LE BLANC MESNIL,93007,"48.9389,2.4456",Pylône tubulaire,"25,5m",ON TOWER FRANCE,2026-06-30,SUP,,False,False
1397319,FREE MOBILE,UMTS 900,53 RUE DE SAUTEYRON 33800 BORDEAUX,33063,"44.8306,-0.5739",Immeuble,19m,"Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1404681,FREE MOBILE,5G NR 3500,AV WINSTON CHURCHILL RÉSIDENCE ARDENNE 08200 SEDAN,08409,"49.705,4.9425",Bâtiment,"42,4m",Société HLM,,AJO,,False,False
1409794,FREE MOBILE,5G NR 3500,R DEMONGE   11100 NARBONNE,11262,"43.1786,3.0333",Immeuble,"14,2m",Société Privée,2026-01-19,ALL,,False,False
1409794,FREE MOBILE,UMTS 900,R DEMONGE   11100 NARBONNE,11262,"43.1786,3.0333",Immeuble,"14,2m",Société Privée,2026-06-30,SUP,,False,False
1411566,BOUYGUES TELECOM,"LTE 2600, 5G NR 3500",VC N°8 DE BREHAN-LOUDEAC AU RUISSEAU DE BEAUVAL (LANDES DU BOIS LAUNAY) 56580 BREHAN,56024,"48.0667,-2.7008",Pylône autostable,35m,TDF,,AJO,,False,False
1412196,FREE MOBILE,UMTS 900,35 ALLEE DES IMPRESSIONNISTES 93420 VILLEPINTE,93078,"48.9744,2.5117",Immeuble,"30,7m","Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1414951,FREE MOBILE,UMTS 900,RUE DE LA GARE (LA LOUVIÈRE) 10270 LUSIGNY SUR BARSE,10209,"48.2542,4.2464",Pylône autostable,42m,TDF,2026-06-30,SUP,,False,False
1418651,FREE MOBILE,UMTS 900,159 CHEMIN DE ROUGIERS 83470 ST MAXIMIN LA STE BAUME,83116,"43.4081,5.8267",Pylône autostable,28m,TDF,2026-06-30,SUP,,False,False
1422414,FREE MOBILE,UMTS 900,93 BOULEVARD DE LA VALBARELLE. 13011 MARSEILLE 11,13211,"43.2897,5.4478",Pylône autostable,21m,ON TOWER FRANCE,2026-06-30,SUP,,False,False
1425399,FREE MOBILE,5G NR 3500,10 RUE DE LA KIRNECK CITÉ DE L'ILL 67200 STRASBOURG,67482,"48.6156,7.7703",Immeuble,"44,3m",Société HLM,,AJO,,False,False
1425399,FREE MOBILE,LTE 900,10 RUE DE LA KIRNECK CITÉ DE L'ILL 67200 STRASBOURG,67482,"48.6156,7.7703",Immeuble,"44,3m",Société HLM,2026-01-19,ALL,,False,False
1426833,FREE MOBILE,"LTE 700, LTE 900, LTE 1800, LTE 2100, LTE 2600, 5G NR 700, 5G NR 3500",563 AVENUE D'ECULLY 69410 CHAMPAGNE AU MONT D OR,69040,"45.7911,4.7911",Immeuble,"18,3m","Copropriété, Syndic, SCI",2021-12-23,SUP,,False,False
1426845,FREE MOBILE,5G NR 3500,RUE GABRIEL FAURÉ 95280 JOUY LE MOUTIER,95323,"49.0106,2.0222",Pylône tubulaire,"30,5m",ON TOWER FRANCE,,AJO,,False,False
1433378,FREE MOBILE,UMTS 900,ALLEE DE CASSAGNE 84130 LE PONTET,84092,"43.9639,4.8722",Pylône tubulaire,"31,2m",FREE-MOBILE,2026-06-30,SUP,,False,False
1438755,ORANGE,5G NR 700,VOIE COMMUNALE 01 DE SAILLY-SAILLISEL (LES PRÉS MONSIEUR) 62450 MORVAL,62593,"50.0292,2.8783",Pylône autostable,30m,SNCF Réseau,,SUP,,False,False
1443434,FREE MOBILE,UMTS 900,70 RUE ALBERT THOMAS 93350 LE BOURGET,93013,"48.9353,2.4353",Pylône tubulaire,28m,ON TOWER FRANCE,2026-06-30,SUP,,False,False
1445417,FREE MOBILE,UMTS 900,31 BD DE LARRAMET RÉSIDENCE LE CRISTAL 31500 TOULOUSE,31555,"43.5928,1.4169",Immeuble,"49,3m","Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1448005,FREE MOBILE,UMTS 900,21 R INGÉNIEUR BERTIN Z.I. DE DIJON 21600 LONGVIC,21355,"47.2953,5.0314",Pylône tubulaire,40m,HIVORY,2026-06-30,SUP,,False,False
1453867,FREE MOBILE,UMTS 900,"ROUTE DE ROYAN, LES SIGNAUX 17100 SAINTES",17415,"45.7464,-0.6836",Pylône autostable,38m,TDF,2026-06-30,SUP,,False,False
1454413,BOUYGUES TELECOM,LTE 700, (LES PLAINES) 30650 SAZE,30315,"43.9358,4.7203",Pylône autostable,25m,HIVORY,2026-01-20,ALL,,False,False
1465918,ORANGE,5G NR 2100,ROUTE DES MONTILS CHÂTEAU D'EAU (LE GRAND VILLAGE) 37530 MOSNES,37161,"47.4408,1.0872",Château d'eau - réservoir,29m,"Commune, communauté de communes",2026-01-14,ALL,,False,False
1471681,FREE MOBILE,UMTS 900,CHEMIN SAINT PIERRE (LE GROS CHÊNE) 91620 LA VILLE DU BOIS,91665,"48.6558,2.2578",Pylône tubulaire,55m,CELLNEX,2026-06-30,SUP,,False,False
1472011,BOUYGUES TELECOM,"LTE 700, 5G NR 3500", (ZAC DES PINS) 38200 CHUZELLES,38110,"45.5844,4.8614",Pylône tubulaire,26m,HIVORY,,AJO,,False,False
1472021,FREE MOBILE,UMTS 900,CH DE VIGNON 13180 GIGNAC LA NERTHE,13043,"43.3875,5.2153",Pylône autostable,"22,4m",HIVORY,2026-06-30,SUP,,False,False
1474694,FREE MOBILE,UMTS 900,RUE JULLIEN 26100 ROMANS SUR ISERE,26281,"45.0456,5.0456",Immeuble,29m,"Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1475874,FREE MOBILE,5G NR 3500,57-59 RUE D'AUTEUIL 75116 PARIS 16,75116,"48.8478,2.2633",Immeuble,36m,"Copropriété, Syndic, SCI",2026-01-19,ALL,,False,False
1475874,FREE MOBILE,UMTS 900,57-59 RUE D'AUTEUIL 75116 PARIS 16,75116,"48.8478,2.2633",Immeuble,36m,"Copropriété, Syndic, SCI",2026-06-30,SUP,,False,False
1475927,FREE MOBILE,LTE 700,LIGNE SNCF KOENIGSHOFFEN/STRASBOURG (HOUSBERGEN) 67200 STRASBOURG,67482,"48.5783,7.7089",Pylône autostable,35m,TOTEM,2026-01-19,ALL,,False,False
