id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,is_zb,is_new
1001341,BOUYGUES TELECOM,ALL,LTE 700,590 RTE DE GRENOBLE PYL BOUYGUES (CHEM DE SAQUIER) 06300 NICE,06088,"43.7278,7.1928",Mât,5m,BOUYGUES,2025-10-30,False,False
1010317,OUTREMER TELECOM,ALL,LTE 2100,LES PORTORICAINS (PENICHE) 97352 ROURA,97310,"4.8036,-52.3628",Pylône autostable,45m,Outremer Telecom,2025-09-25,False,False
1010317,OUTREMER TELECOM,SUP,GSM 1800,LES PORTORICAINS (PENICHE) 97352 ROURA,97310,"4.8036,-52.3628",Pylône autostable,45m,Outremer Telecom,2017-04-15,False,False
101559,ORANGE,AJO,"LTE 700, 5G NR 2100",RUE DU JAUMET RÉSERVOIR D'EAU DE CASES DE PENE 66600 CASES DE PENE,66041,"42.7803,2.7864",Château d'eau - réservoir,20m,"Commune, communauté de communes",,False,False
101559,ORANGE,SUP,LTE 2100,RUE DU JAUMET RÉSERVOIR D'EAU DE CASES DE PENE 66600 CASES DE PENE,66041,"42.7803,2.7864",Château d'eau - réservoir,20m,"Commune, communauté de communes",2021-01-10,False,False
1023562,ORANGE,SUP,GSM 900,RUE DES GRAVIERS ZONE D'ACTIVITÉ DES GRAVIERS 91190 VILLIERS LE BACLE,91679,"48.7311,2.1119",Pylône autostable,32m,TOTEM,2012-08-28,False,False
1033371,OUTREMER TELECOM,SUP,GSM 1800,R DANIEL AMARANTHE PYL GUYANE NUMERIQUE (SAVANE FIÉVÉE) 97350 IRACOUBO,97303,"5.4756,-53.2136",Pylône autostable,70m,Société Privée,2018-03-03,False,False
1033379,OUTREMER TELECOM,SUP,GSM 1800,RUE EDGARD OTHILLY DERRIÈRE LE CIMETIÈRE (SARCELLE) 97360 MANA,97306,"5.67,-53.7825",Pylône autostable,80m,GUYANE NUMERIQUE,2018-03-03,False,False
1037929,OUTREMER TELECOM,ALL,LTE 2100,AV DIFOU PASSI LE BOURG 97370 MARIPASOULA,97353,"3.6439,-54.0314",Château d'eau - réservoir,52m,"Commune, communauté de communes",2025-09-25,False,False
1044949,ORANGE,SUP,"GSM 900, LTE 700",52 RUE DE LA VICTOIRE 75009 PARIS 09,75109,"48.8753,2.335",Bâtiment,26m,Société Privée,2012-10-13,False,False
1047626,ORANGE,SUP,GSM 900, (S1 SIGNAL DE FLAGIT) 48000 BALSIEGES,48016,"44.52,3.4522",Pylône autostable,41m,ORANGE,1993-09-03,False,False
1057962,FREE MOBILE,AJO,5G NR 3500,23 ALLEE DE LA TOISON D OR 94000 CRETEIL,94028,"48.7803,2.4547",Immeuble,"53,7m","Copropriété, Syndic, SCI",,False,False
1132567,ORANGE,SUP,"GSM 900, LTE 700","6, RUE VILLARET DE JOYEUSE 75017 PARIS 17",75117,"48.8767,2.29",Immeuble,30m,"Copropriété, Syndic, SCI",2017-11-30,False,False
1140632,FREE MOBILE,AJO,5G NR 3500,AV DE L'HIPPODROME ADM: 52 AV. JEAN ROUSSEAU CRS 59130 LAMBERSART,59328,"50.6461,3.0292",Bâtiment,"43,5m","État, Ministère",,False,False
1174057,ORANGE,SUP,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800, LTE 2100",V.C. N°5 DU RUNIOU (LA LANDE COLAS) 22500 PAIMPOL,22162,"48.7631,-3.0325",Pylône autostable,25m,HIVORY,2014-03-17,False,False
118518,OUTREMER TELECOM,ALL,LTE 2100,ROUTE DE KAW (RÉSERVOIR MUNICIPAL) 97352 ROURA,97310,"4.7278,-52.3203",Pylône autostable,27m,DIGICEL,2025-09-25,False,False
118518,OUTREMER TELECOM,SUP,GSM 1800,ROUTE DE KAW (RÉSERVOIR MUNICIPAL) 97352 ROURA,97310,"4.7278,-52.3203",Pylône autostable,27m,DIGICEL,2017-04-01,False,False
118538,OUTREMER TELECOM,SUP,GSM 1800,DEGRAD DES CANNES 97354 REMIRE MONTJOLY,97309,"4.8575,-52.2769",Silo,44m,Particulier,2006-08-18,False,False
1192412,TELCO OI,AJO,"LTE 2100, LTE 2600, 5G NR 700",AVENUE GRAND PITON ZI CAMBAIE 97460 ST PAUL,97415,"-20.9625,55.2989",Pylône tubulaire,15m,SFR,,False,False
1195169,ORANGE,AJO,"LTE 1800, 5G NR 2100",AIRE DE BRUSSOLE - A10 -PK 127.135 (BRUSSOLE) 41500 LESTIOU,41114,"47.7589,1.5547",Pylône autostable,33m,Sociétés d'Autoroutes,,False,False
1198807,ORANGE,ALL,5G NR 3500,RUE DE LA MOTTE (LA MOTTE) 45170 NEUVILLE AUX BOIS,45224,"48.0781,2.0514",Château d'eau - réservoir,26m,"Commune, communauté de communes",2025-10-31,False,False
1215506,ORANGE,SUP,"GSM 900, LTE 700","30,32 AV EDISON 75013 PARIS 13",75113,"48.8286,2.3633",Immeuble,"42,2m",Société HLM,2017-10-26,False,False
1237673,BOUYGUES TELECOM,ALL,LTE 700,8 BD DE LA PAIX 56000 VANNES,56260,"47.6594,-2.7619",Bâtiment,"29,6m","Copropriété, Syndic, SCI",2025-11-13,False,False
1273168,FREE MOBILE,AJO,5G NR 3500,RUE DE LA GRIOTTE DÉCHETTERIE 68260 KINGERSHEIM,68166,"47.7933,7.3103",Pylône tubulaire,30m,TOTEM,,False,False
1278978,SFR,AJO,LTE 700,AV BEL AIR RÉSIDENCE LOU CIGALOU 13600 LA CIOTAT,13028,"43.2006,5.63",Immeuble,"19,5m",Établissement de soins,,False,False
1278978,SFR,SUP,5G NR 2100,AV BEL AIR RÉSIDENCE LOU CIGALOU 13600 LA CIOTAT,13028,"43.2006,5.63",Immeuble,"19,5m",Établissement de soins,,False,False
1286865,ORANGE,SUP,"GSM 900, LTE 700",76 AVENUE RAYMOND POINCARÉ 75116 PARIS 16,75116,"48.8689,2.2858",Immeuble,"32,5m","Copropriété, Syndic, SCI",2014-02-19,False,False
1292683,ORANGE,SUP,GSM 900,7 RUE SAINT LAZARE 6 R DE LA RÉSISTANCE RÉS ST LAZARE 60200 COMPIEGNE,60159,"49.4125,2.8317",Immeuble,24m,"Copropriété, Syndic, SCI",1999-10-22,False,False
1316732,SFR,SUP,UMTS 2100,PLACE DE L'HÔTEL DE VILLE 93700 DRANCY,93029,"48.9231,2.4447",Immeuble,"24,1m",Société HLM,2015-12-15,False,False
1318227,OUTREMER TELECOM,SUP,GSM 1800,70 ROUTE DES VAMPIRES (LES SABLES BLANCS) 97320 ST LAURENT DU MARONI,97311,"5.4819,-54.0119",Pylône autostable,20m,Outremer Telecom,2017-04-08,False,False
1318521,ORANGE,SUP,"GSM 900, LTE 700",135 RUE ALBERT EINSTEIN FCJT 13540 AIX EN PROVENCE,13001,"43.4931,5.3731",Bâtiment,"20,6m",Société Privée,2014-01-13,False,False
1318773,BOUYGUES TELECOM,ALL,"LTE 2100, 5G NR 2100",PL DU COMMERCE - FNAC 44300 NANTES,44109,"47.2128,-1.5586",Bâtiment,23m,Société Privée,2025-10-28,False,False
1319201,ORANGE,SUP,"GSM 900, LTE 700",156 R LÉON MAURICE NORDMANN 75013 PARIS 13,75113,"48.8333,2.3417",Immeuble,36m,"Copropriété, Syndic, SCI",1998-11-27,False,False
1326666,ORANGE,SUP,"GSM 900, GSM 1800, UMTS 900, LTE 1800, LTE 2100","2BIS, RUE DE LA GALISSONIÈRE 10BIS, RUE KLÉBER 44300 NANTES",44109,"47.2142,-1.5658",Immeuble,16m,Particulier,2004-12-10,False,False
133222,BOUYGUES TELECOM,AJO,"LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",VOIE DE CHALONS DÉCHETTERIE (LE CHEMIN DE CHALONS) 51600 SUIPPES,51559,"49.1228,4.5292",Pylône autostable,42m,TDF,,False,False
133222,BOUYGUES TELECOM,SUP,UMTS 2100,VOIE DE CHALONS DÉCHETTERIE (LE CHEMIN DE CHALONS) 51600 SUIPPES,51559,"49.1228,4.5292",Pylône autostable,42m,TDF,2008-11-17,False,False
1347650,ORANGE,SUP,UMTS 900,RUE DE FRANCE 57800 FREYMING MERLEBACH,57240,"49.1553,6.8028",Monument religieux,"38,5m","Commune, communauté de communes",2020-09-02,False,False
1353031,ORANGE,AJO,"LTE 800, 5G NR 700, 5G NR 3500",30 RUE NÉGRIER 59800 LILLE,59350,"50.6422,3.0572",Immeuble,20m,"Copropriété, Syndic, SCI",,False,False
1373943,ORANGE,SUP,"GSM 900, LTE 700",105 BD DE LA VILLETTE 75010 PARIS 10,75110,"48.8797,2.3697",Immeuble,"36,2m",ORANGE Services Fixes,1999-06-11,False,False
1381494,ORANGE,SUP,"GSM 900, LTE 700",86 R DE LA TOUR 75116 PARIS 16,75116,"48.8617,2.2786",Immeuble,28m,Société Privée,2008-03-20,False,False
1381838,BOUYGUES TELECOM,AJO,"LTE 700, LTE 1800, LTE 2100, 5G NR 2100", (PERBREGAT) 22200 POMMERIT LE VICOMTE,22248,"48.6228,-3.1303",Pylône autostable,43m,TDF,,False,False
1382670,BOUYGUES TELECOM,ALL,"LTE 2100, 5G NR 2100","4, RUE CASSINI 44300 NANTES",44109,"47.2144,-1.5653",Immeuble,"31,6m",Particulier,2025-10-28,False,False
1386390,FREE MOBILE,AJO,5G NR 3500,42 CHEM DE LA POTERNE COMPAGNIE DE CHAUFFAGE INTERCOMMUNALE 38100 GRENOBLE,38185,"45.1731,5.7514",Bâtiment,65m,Société Privée,,False,False
1392358,SFR,SUP,5G NR 3500,"4, AVENUE DU MONT ALBAN RÉSIDENCE LA PERGOLA 06300 NICE",06088,"43.7003,7.2883",Bâtiment,"20,7m","Copropriété, Syndic, SCI",,False,False
1393195,ORANGE,SUP,"GSM 900, LTE 700",8 BD DE BERCY PALAIS OMNISPORT 75012 PARIS 12,75112,"48.8386,2.3786",Bâtiment,34m,"Commune, communauté de communes",1999-11-18,False,False
1413361,ORANGE,SUP,"GSM 900, LTE 700",38/40 R DE GALILÉE 75116 PARIS 16,75116,"48.87,2.2967",Immeuble,"29,3m","Copropriété, Syndic, SCI",2002-01-25,False,False
1414441,ORANGE,AJO,"LTE 700, 5G NR 2100, 5G NR 3500",PITON DU RELAIS PYLONE FT (MANAPANY LES HAUTS) 97429 PETITE ILE,97405,"-21.3319,55.5811",Pylône autostable,22m,ORANGE Services Fixes,,False,False
1414441,ORANGE,SUP,LTE 2100,PITON DU RELAIS PYLONE FT (MANAPANY LES HAUTS) 97429 PETITE ILE,97405,"-21.3319,55.5811",Pylône autostable,22m,ORANGE Services Fixes,2020-07-29,False,False
1415393,SFR,SUP,"LTE 700, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",RST ST JEAN DE RUELLE EX PN 92 (LES SALLEMORIES) 45140 ST JEAN DE LA RUELLE,45285,"47.9083,1.8703",Pylône tubulaire,24m,SNCF Réseau,,False,False
1422587,SFR,AJO,LTE 2600,ROUTE NATIONALE 176 (LE GAUGRAY) 50640 BUAIS LES MONTS,50090,"48.5444,-1.0025",Pylône tubulaire,"37,7m",TDF,,False,False
1428982,ORANGE,SUP,UMTS 900,7 RUE FRITZ KIENER FRANCE TÉLÉCOM 67200 STRASBOURG,67482,"48.5831,7.76",Bâtiment,23m,ORANGE Services Fixes,2020-05-04,False,False
1433932,ORANGE,AJO,5G NR 2100,CHEMIN COMMUNAL DE LA VAUPEROUZE 86190 CHALANDRAY,86050,"46.665,-0.0075",Pylône autostable,"59,4m",TDF,,True,False
1433932,ORANGE,ALL,LTE 1800,CHEMIN COMMUNAL DE LA VAUPEROUZE 86190 CHALANDRAY,86050,"46.665,-0.0075",Pylône autostable,"59,4m",TDF,2025-11-10,True,False
1445343,BOUYGUES TELECOM,ALL,"LTE 1800, LTE 2100",RD 768 ZA DE PHILIPPORTE (RTE DE LA VALLÉE) 22400 HENANSAL,22077,"48.5281,-2.4211",Pylône autostable,50m,TDF,2025-11-04,False,False
1445343,SFR,ALL,"LTE 700, LTE 1800, LTE 2100",RD 768 ZA DE PHILIPPORTE (RTE DE LA VALLÉE) 22400 HENANSAL,22077,"48.5281,-2.4211",Pylône autostable,50m,TDF,2025-11-10,False,False
1449800,BOUYGUES TELECOM,SUP,UMTS 2100,VC N° 7 CHEM DU PIGEON BLANC (LES HAIES DE MARCHELLE) 59145 BERLAIMONT,59068,"50.2092,3.7683",Pylône autostable,30m,HIVORY,2016-08-31,False,False
1452080,BOUYGUES TELECOM,AAV,LTE 700,CHEM RURAL DIT ANCIENNE RTE (LES MINIÈRES) 41170 SARGE SUR BRAYE,41235,"47.9122,0.8225",Pylône autostable,"44,6m",TDF,2025-11-19,False,False
1454471,ORANGE,SUP,UMTS 900, (SCHWALL) 67112 BREUSCHWICKERSHEIM,67065,"48.575,7.5967",Pylône autostable,30m,HIVORY,2022-03-15,False,False
1462413,BOUYGUES TELECOM,ALL,"LTE 2100, 5G NR 2100",RD 2204 (GRANILE) 06540 BREIL SUR ROYA,06023,"43.9508,7.5103",Pylône autostable,16m,TDF,2025-11-03,False,False
1462413,SFR,ALL,"LTE 2100, 5G NR 2100",RD 2204 (GRANILE) 06540 BREIL SUR ROYA,06023,"43.9508,7.5103",Pylône autostable,16m,TDF,2025-11-10,False,False
1466542,BOUYGUES TELECOM,AJO,5G NR 3500,23 CHEM RURAL (LOU BOSC) 34140 LOUPIAN,34143,"43.4661,3.6267",Pylône tubulaire,27m,ATC FRANCE,,False,False
1466566,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",66 R HENRI LEGAY RÉSIDENCE HENRI LEGAY 69100 VILLEURBANNE,69266,"45.755,4.9161",Immeuble,"32,8m","Copropriété, Syndic, SCI",2025-10-28,False,True
1466903,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100",D6 CHÂTEAU D'EAU (LE TRAC) 85220 ST REVEREND,85268,"46.6939,-1.8117",Château d'eau - réservoir,66m,"Syndicat des eaux, Adduction",2009-06-02,False,False
1472087,BOUYGUES TELECOM,ALL,5G NR 2100, (LA BOULAIS) 35460 LES PORTES DU COGLAIS,35191,"48.4586,-1.3253",Pylône autostable,43m,TDF,2025-11-05,False,False
