id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
1002637,ORANGE,GSM 900,BOIS DE LA COLLE BAUDET FONT GAILLARDE 04170 THORAME HAUTE,04219,"44.0614,6.5797",Pylône autostable,16m,TDF,2007-03-17,SUP,,True,False
1056203,SFR,GSM 900,AVENUE DE CREIL STADE MUNICIPAL DE FOOTBALL 60300 SENLIS,60612,"49.2094,2.5739",Pylône autostable,"28,6m","Commune, communauté de communes",2014-06-06,SUP,,False,False
1075586,ORANGE,5G NR 2100,SOCIÉTÉ REVIMA AVENUE DU LATHAM 47 (PONT DE BROTONNE) 76490 RIVES EN SEINE,76164,"49.5231,0.7486","Ouvrage d'art (pont, viaduc)",51m,DDE,2026-08-03,ALL,,False,False
1084161,ORANGE,"LTE 2100, LTE 2600",RUE DE LA PRAIRIE 91150 MORIGNY CHAMPIGNY,91433,"48.4475,2.1758",Pylône tubulaire,33m,TOTEM,,AJO,,False,False
1084161,ORANGE,LTE 700,RUE DE LA PRAIRIE 91150 MORIGNY CHAMPIGNY,91433,"48.4475,2.1758",Pylône tubulaire,33m,TOTEM,,SUP,,False,False
108432,ORANGE,"GSM 900, UMTS 900, LTE 800, LTE 1800, LTE 2100, LTE 2600",64 AV DU GÉNÉRAL DE GAULLE 94700 MAISONS ALFORT,94046,"48.805,2.4258",Immeuble,39m,La Poste,2000-02-15,SUP,,False,False
1107570,BOUYGUES TELECOM,LTE 700,CHEMIN DES ROBERDES 17740 STE MARIE DE RE,17360,"46.1556,-1.3131",Pylône tubulaire,"27,5m",TOTEM,2016-11-09,ART,,False,False
1281439,BOUYGUES TELECOM,LTE 2100,584 AVENUE DE DUNKERQUE CHEMINÉE 59800 LILLE,59350,"50.6472,3.0094",Bâtiment,35m,Société Privée,2022-01-15,ART,,False,False
1290534,SFR,GSM 900,32 BD  DE CHAMPIGNY STADE AUGUSTE MARIN (STADE A.MARIN) 94210 ST MAUR DES FOSSES,94068,"48.8,2.5056",Pylône tubulaire,26m,"Commune, communauté de communes",2002-01-10,SUP,,False,False
1291867,ORANGE,LTE 1800,D126 / ROUTE DE SENNELY À VIERZON LES ALLICOURTS 41300 PIERREFITTE SUR SAULDRE,41176,"47.5469,2.1811",Pylône autostable,43m,BOUYGUES,,AJO,,True,False
1316749,BOUYGUES TELECOM,"LTE 700, 5G NR 3500",RUE VOLTAIRE (LES DISTRAITS) 18390 ST GERMAIN DU PUY,18213,"47.0969,2.4419",Pylône autostable,25m,HIVORY,2022-07-25,ART,,False,False
1318773,BOUYGUES TELECOM,"LTE 1800, LTE 2600",PL DU COMMERCE - FNAC 44300 NANTES,44109,"47.2128,-1.5586",Bâtiment,23m,Société Privée,2013-11-19,ART,,False,False
1327240,SFR,LTE 700,ROUTE DE SAINT GEORGES D'ORQUES CCAL LES PORTES DU SOLEIL 34990 JUVIGNAC,34123,"43.6131,3.8083",Bâtiment,"16,5m","Copropriété, Syndic, SCI",,SUP,,False,False
1335577,ORANGE,LTE 700,CR 40 DES FAUCHERIES (LE ROCHER) 72350 ST DENIS D ORQUES,72278,"48.0392,-0.2683",Pylône autostable,"36,9m",EDF ou GDF,2026-08-20,AAV,,False,False
1388712,FREE MOBILE,5G NR 3500,12 PLACE CLAUDE MONET 77400 ST THIBAULT DES VIGNES,77438,"48.855,2.6675",Immeuble,"16,1m",Société HLM,2026-08-10,ALL,,False,False
1405272,SFR,"UMTS 2100, 5G NR 3500",52 R DE PONTHIEU 75008 PARIS 08,75108,"48.8717,2.3067",Immeuble,31m,"Copropriété, Syndic, SCI",2008-11-26,SUP,,False,False
1407010,FREE MOBILE,"LTE 2100, 5G NR 700",51 RUE LETORT  75018 PARIS 18,75118,"48.8967,2.3433",Immeuble,"26,1m",Particulier,2026-08-10,ALL,,False,False
1428976,ORANGE,LTE 700,RUE DE CHAMECHAUDE HOTEL LE RELAIS DE SASSENAGE 38360 SASSENAGE,38474,"45.2067,5.6842",Pylône tubulaire,25m,TOTEM,2023-11-20,SUP,,False,False
1433488,BOUYGUES TELECOM,LTE 2600,SUR LA COTE (SUR LA CÔTE) 39570 GEVINGEY,39251,"46.64,5.5153",Pylône autostable,26m,TDF,2016-09-02,ART,,False,False
1433775,BOUYGUES TELECOM,5G NR 2100,15 R EMILE DURKHEIM 75013 PARIS 13,75113,"48.8322,2.3778",Immeuble,"33,4m",Société HLM,2025-06-18,ART,,False,False
1434952,BOUYGUES TELECOM,"LTE 700, LTE 2100",17 RTE DE LA REINE 92100 BOULOGNE BILLANCOURT,92012,"48.8386,2.2492",Immeuble,"36,3m",BOUYGUES,2015-07-06,ART,,False,False
1437170,SFR,GSM 900,22 RUE LAVOISIER 69300 CALUIRE ET CUIRE,69034,"45.7961,4.8483",Immeuble,35m,Société HLM,2004-07-12,SUP,,False,False
1437174,BOUYGUES TELECOM,LTE 2100,RUE DE LA SABLIÈRE ZAC DE LA SUCRERIE 91150 ETAMPES,91223,"48.4492,2.1578",Pylône autostable,26m,HIVORY,2022-04-13,ART,,False,False
1437174,SFR,LTE 2100,RUE DE LA SABLIÈRE ZAC DE LA SUCRERIE 91150 ETAMPES,91223,"48.4492,2.1578",Pylône autostable,26m,HIVORY,2022-03-10,EXT,,False,False
1442649,BOUYGUES TELECOM,5G NR 2100,RD 84 (LE JAUPIER) 44850 LE CELLIER,44028,"47.3514,-1.3508",Pylône autostable,"49,1m",TDF,2026-08-05,ALL,,False,False
1442649,BOUYGUES TELECOM,LTE 2100,RD 84 (LE JAUPIER) 44850 LE CELLIER,44028,"47.3514,-1.3508",Pylône autostable,"49,1m",TDF,,SUP,,False,False
144735,BOUYGUES TELECOM,5G NR 2100, (LE BOIS BLANDIN) 72340 MARCON,72183,"47.7119,0.5067",Pylône tubulaire,20m,ATC FRANCE,2024-12-10,ART,,False,False
1448571,SFR,GSM 900,9-11-13 AVENUE DES ROMARINS 44500 LA BAULE ESCOUBLAC,44055,"47.2722,-2.3414",Immeuble,18m,Société HLM,2016-12-15,SUP,,False,False
1453071,BOUYGUES TELECOM,LTE 700,CIMETIERRE DE CHANAS (CHANAVAS) 38150 CHANAS,38072,"45.3206,4.8203",Pylône autostable,21m,HIVORY,2016-08-02,ART,,False,False
1453113,BOUYGUES TELECOM,LTE 2100,R DE LA GARE STADE 59710 PONT A MARCQ,59466,"50.5194,3.1203",Pylône tubulaire,35m,ATC FRANCE,2022-04-13,ART,,False,False
1454327,BOUYGUES TELECOM,LTE 700,HAUTS ILONS 07350 CRUAS,07076,"44.6608,4.7733",Pylône tubulaire,25m,HIVORY,2015-10-29,ART,,False,False
1454378,BOUYGUES TELECOM,LTE 2100,R DE LA SOLIDARITE ZI LES CHÊNES 53000 LAVAL,53130,"48.0603,-0.8056",Pylône autostable,"52,6m",HIVORY,2023-01-26,SUP,,False,False
1457700,FREE MOBILE,5G NR 3500, (KERBIRIOU) 29420 PLOUENAN,29184,"48.6331,-3.9914",Pylône autostable,39m,TDF,2026-08-10,ALL,,False,False
1463953,BOUYGUES TELECOM,5G NR 3500,61-63 COURS DU MEDOC RÉSIDENCE ST MARTIAL 33800 BORDEAUX,33063,"44.8589,-0.5672",Immeuble,27m,"Copropriété, Syndic, SCI",,AJO,,False,False
1466030,SFR,5G NR 3500,16 AVENUE DE GRATTERY 89290 AUXERRE,89024,"47.7831,3.56",Pylône autostable,14m,ATC FRANCE,,AJO,,False,False
1468648,SFR,GSM 900, (LA BORNE D'ARGENT) 78200 BOISSY MAUVOISIN,78082,"48.9536,1.5706",Pylône tubulaire,"35,2m",HIVORY,2010-12-23,SUP,,False,False
1468720,SFR,GSM 900,CHEMIN DU BRAS DE FER (LA GRANDE MARE) 78770 AUTEUIL,78034,"48.8436,1.8303",Pylône autostable,"32,4m",ATC FRANCE,2018-09-27,SUP,,False,False
1471383,Gouv Nelle Calédonie (OPT),GSM 900,4 RUE UTRILLO IMMEUBLE UTRILLO MOTOR POOL 98800 NOUMEA,98818,"-22.2914,166.4522",Immeuble,12m,"Copropriété, Syndic, SCI",2013-09-05,SUP,,False,False
1472123,SFR,GSM 900,TELECABINE DE L ARIONDAZ (COURCHEVEL 1650 - MORIOND) 73120 COURCHEVEL,73227,"45.4172,6.6519",Bâtiment,28m,"Commune, communauté de communes",1998-05-25,SUP,,False,False
1474182,SFR,LTE 700,LES VARENNES 36200 ST MARCEL,36200,"46.6075,1.5044",Pylône autostable,"35,3m",HIVORY,,AJO,,False,False
1474182,SFR,LTE 2100,LES VARENNES 36200 ST MARCEL,36200,"46.6075,1.5044",Pylône autostable,"35,3m",HIVORY,2023-09-26,SUP,,False,False
1475988,BOUYGUES TELECOM,LTE 700,590 CHEMIN DES SOANES (LAGUET) 06340 LA TRINITE,06149,"43.7517,7.3742",Pylône autostable,16m,TDF,2026-08-19,AAV,,False,False
1476251,ORANGE,5G NR 700,254 AV PIERRE BROSSOLETTE 94170 LE PERREUX SUR MARNE,94058,"48.8342,2.5158",Bâtiment,"13,9m",Particulier,,AJO,,False,False
1476251,ORANGE,LTE 700,254 AV PIERRE BROSSOLETTE 94170 LE PERREUX SUR MARNE,94058,"48.8342,2.5158",Bâtiment,"13,9m",Particulier,,SUP,,False,False
1478711,FREE MOBILE,5G NR 700,CHEM DES ESPLANTADES  ARÈNES (MAS ST PIERRE) 13570 BARBENTANE,13010,"43.9008,4.7425",Pylône tubulaire,"23,4m",ATC FRANCE,2026-08-10,ALL,,False,False
1482505,BOUYGUES TELECOM,LTE 700,17 BD GARIBALDI 75015 PARIS 15,75115,"48.8475,2.3039",Immeuble,"35,6m","Copropriété, Syndic, SCI",2022-01-15,ART,,False,False
1484573,BOUYGUES TELECOM,5G NR 2100, (LE ROSAIRE) 44360 VIGNEUX DE BRETAGNE,44217,"47.3383,-1.7344",Pylône autostable,40m,ATC FRANCE,2021-11-30,ART,,False,False
1489288,SFR,"LTE 700, LTE 2600",R DES RELIGIEUSES (ZA CLOS DES SABLONIERES) 41400 MONTRICHARD VAL DE CHER,41151,"47.3503,1.1822",Pylône tubulaire,25m,HIVORY,2026-08-06,ALL,,False,False
1498532,SFR,UMTS 2100, (LONGERET BEUDELLE) 74930 REIGNIER ESERY,74220,"46.1389,6.2783",Pylône tubulaire,25m,ATC FRANCE,,SUP,,False,False
1505593,BOUYGUES TELECOM,LTE 1800,STATION D'ÉPURATION (LA TONNELLE) 14670 TROARN,14712,"49.1839,-0.2153",Pylône tubulaire,29m,HIVORY,2026-07-24,ALL,,False,False
1505732,BOUYGUES TELECOM,LTE 700,AU SOULAN DE LA TUILERIE 32130 SAMATAN,32410,"43.4769,0.9364",Pylône autostable,40m,ATC FRANCE,2022-08-11,ART,,False,False
1508671,SFR,"LTE 2600, 5G NR 3500",LE PINGAST D'EN HAUT 22150 PLOUGUENAST LANGAST,22219,"48.2792,-2.6264",Pylône autostable,32m,ATC FRANCE,,AJO,,False,False
1509088,FREE MOBILE,5G NR 700,BOULEVARD ANDRE DETOLLE 14000 CAEN,14118,"49.1772,-0.3925",Pylône tubulaire,"26,7m",ON TOWER FRANCE,2026-08-10,ALL,,False,False
1512299,BOUYGUES TELECOM,LTE 2100,R DES ARTISANS (LES TEPPES NORD) 74100 VETRAZ MONTHOUX,74298,"46.1831,6.2778",Pylône tubulaire,23m,HIVORY,2022-04-13,ART,,False,False
1514261,SRR,"LTE 700, LTE 800, LTE 2100",ROUTE DES TAMARIN CAP LAHOUSSAIE (HERMITAGE LES HAUTS) 97460 ST PAUL,97415,"-21.0339,55.2506",Pylône autostable,30m,Société Réunionnaise de Radiotéléphonie,,AJO,,False,False
1514261,SRR,"GSM 900, UMTS 2100",ROUTE DES TAMARIN CAP LAHOUSSAIE (HERMITAGE LES HAUTS) 97460 ST PAUL,97415,"-21.0339,55.2506",Pylône autostable,30m,Société Réunionnaise de Radiotéléphonie,2021-03-15,SUP,,False,False
1514331,BOUYGUES TELECOM,LTE 700,37 R MARCEL DASSAULT (BATIMENT DAVIDSON CONSULTING) 92100 BOULOGNE BILLANCOURT,92012,"48.8353,2.2531",Bâtiment,"25,9m","Copropriété, Syndic, SCI",2018-12-03,ART,,False,False
1522417,SFR,LTE 2100,ROUTE DE SAINT GERMAIN D77 63570 BEAULIEU,63031,"45.4461,3.2778",Pylône autostable,14m,ATC FRANCE,2026-08-07,AJA,,False,False
1523319,SFR,"LTE 700, LTE 1800, LTE 2100, 5G NR 2100",CHEMIN RURAL N° 14 DIT DE LA DÉCHARGE (LES GATINAIS) 28260 BERCHERES SUR VESGRE,28036,"48.8317,1.5383",Pylône autostable,35m,ATC FRANCE,,AJO,,False,False
1534547,FREE MOBILE,LTE 2100,AVENUE DES GOBELINS 75013 PARIS 13,75113,"48.8353,2.3533",Immeuble,"28,3m","Copropriété, Syndic, SCI",2026-08-10,ALL,,False,False
1535277,SFR,"LTE 700, LTE 1800, LTE 2100, 5G NR 2100",RD 917 RTE DE ST LÉONARD 41370 MARCHENOIR,41123,"47.8256,1.3897",Pylône tubulaire,27m,ATC FRANCE,,AJO,,False,False
