id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
1001350,FREE MOBILE,LTE 2100,55 RUE DU LAVOIR 93370 MONTFERMEIL,93047,"48.9014,2.5756",Pylône tubulaire,30m,TOTEM,2026-04-08,ALL,,False,False
1056203,BOUYGUES TELECOM,LTE 2100,AVENUE DE CREIL STADE MUNICIPAL DE FOOTBALL 60300 SENLIS,60612,"49.2094,2.5739",Pylône autostable,"28,6m","Commune, communauté de communes",2026-03-31,ALL,,False,False
1215229,ORANGE,LTE 700,10 BIS RUE DU CALVAIRE 59440 DOMPIERRE SUR HELPE,59177,"50.1444,3.8683",Pylône tubulaire,30m,TOTEM,2026-04-17,AAV,,False,False
1273114,BOUYGUES TELECOM,"LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",45 RUE DE LA MONTAT (LE PORT SEC) 42230 ST ETIENNE,42218,"45.4408,4.4014",Immeuble,43m,"Copropriété, Syndic, SCI",2026-03-31,ALL,,False,False
1281439,FREE MOBILE,"LTE 2100, 5G NR 3500",584 AVENUE DE DUNKERQUE CHEMINÉE 59800 LILLE,59350,"50.6472,3.0094",Bâtiment,35m,Société Privée,2026-04-08,ALL,,False,False
129595,ONATI,5G NR 3500,HOTEL PRINCE HINOI 98714 PAPEETE,98735,"-17.5367,-149.5675",Bâtiment,23m,Société Privée,2026-01-27,ALL,,False,False
1314299,ORANGE,"LTE 700, 5G NR 3500",BD DU GÉNÉRAL DE GAULLE (LE BOURG) 97190 LE GOSIER,97113,"16.2064,-61.4942",Immeuble,"14,5m",Particulier,2026-03-31,ALL,,False,False
1352656,BOUYGUES TELECOM,LTE 700,48/50 R FULTON 49100 ANGERS,49007,"47.4633,-0.5586",Immeuble,24m,Particulier,2026-04-06,ALL,,False,False
1381838,BOUYGUES TELECOM,LTE 1800, (PERBREGAT) 22200 POMMERIT LE VICOMTE,22248,"48.6228,-3.1303",Pylône autostable,43m,TDF,2026-03-26,ALL,,False,False
1393608,ORANGE,"LTE 700, 5G NR 3500",STADE MUNICIPAL DU BOURG 97231 LE ROBERT,97222,"14.6736,-60.9414",Pylône autostable,30m,ORANGE,2026-03-31,ALL,,False,False
1403190,BOUYGUES TELECOM,LTE 700,PRES DE LA RD 978 (BOIS DU LANDON) 71370 OUROUX SUR SAONE,71336,"46.7122,4.96",Pylône autostable,31m,TDF,2026-03-31,ALL,,False,False
1439336,BOUYGUES TELECOM,LTE 700,BOIS DE LA CHAGNERAIE 86300 VALDIVIENNE,86233,"46.485,0.6222",Pylône autostable,32m,TDF,2026-04-09,ALL,,False,False
1443589,BOUYGUES TELECOM,LTE 2100, (LE PATRIMOINE) 90380 ROPPE,90087,"47.6769,6.9181",Pylône autostable,44m,TDF,2026-03-31,ALL,,False,False
1444378,BOUYGUES TELECOM,"LTE 700, LTE 2100, 5G NR 2100, 5G NR 3500","13 R DE L'EUROPE, LE GROS GRE 60530 NEUILLY EN THELLE",60450,"49.2267,2.2933",Pylône autostable,46m,HIVORY,2026-03-31,ALL,,False,False
1446842,BOUYGUES TELECOM,5G NR 3500,RUE DE LA  HIRSCHAU 68260 KINGERSHEIM,68166,"47.7925,7.3383",Monument religieux,"38,4m","Commune, communauté de communes",2026-02-06,ALL,,False,False
1448045,BOUYGUES TELECOM,LTE 2600, (BOIS DU TUREAU) 89470 MONETEAU,89263,"47.8522,3.5953",Pylône autostable,30m,HIVORY,2026-03-31,ALL,,False,False
1449764,BOUYGUES TELECOM,LTE 2600, (LE DEVES) 66200 ELNE,66065,"42.5933,2.9636",Pylône autostable,35m,HIVORY,2026-04-03,ALL,,False,False
1454333,BOUYGUES TELECOM,"LTE 700, 5G NR 2100, 5G NR 3500",1 RUE DES PIVOINES 08000 CHARLEVILLE MEZIERES,08105,"49.7433,4.7222",Immeuble,50m,"Copropriété, Syndic, SCI",2026-03-31,ALL,,False,False
1463957,FREE MOBILE,5G NR 3500,14 RESIDENCE PIERRE MENDES FRANCE 93190 LIVRY GARGAN,93046,"48.9231,2.5181",Immeuble,"23,7m",Société HLM,2026-04-08,ALL,,False,False
1472011,BOUYGUES TELECOM,"LTE 700, 5G NR 3500", (ZAC DES PINS) 38200 CHUZELLES,38110,"45.5844,4.8614",Pylône tubulaire,26m,HIVORY,2026-03-31,ALL,,False,False
1472052,FREE MOBILE,LTE 2100, (POUCHOU) 31190 GREPIAC,31233,"43.4139,1.4581",Pylône autostable,"36,4m",HIVORY,2026-02-25,ALL,,False,False
