id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
101020,ORANGE,LTE 700, (LA CHAUPRILLADE) 63290 PASLIERES,63271,"45.9036,3.5175",Pylône autostable,"26,6m",TOTEM,2026-02-19,ALL,,False,False
101559,ORANGE,5G NR 2100,RUE DU JAUMET RÉSERVOIR D'EAU DE CASES DE PENE 66600 CASES DE PENE,66041,"42.7803,2.7864",Château d'eau - réservoir,20m,"Commune, communauté de communes",2026-02-12,ALL,,False,False
103527,ORANGE,"LTE 700, LTE 1800, 5G NR 2100",PROCHE N.205 (BOCHER - CHUTE DE PASSY) 74310 LES HOUCHES,74143,"45.9044,6.7797",Pylône autostable,28m,TOTEM,,AJO,,False,False
1046836,ORANGE,5G NR 2100,CHEMIN DE BELLEVUE LES BUTTES (BELLE VUE) 44660 SOULVACHE,44200,"47.8103,-1.4631",Pylône autostable,35m,TOTEM,,AJO,,False,False
1051224,SFR,UMTS 900,MOULÈS CHEM RURAL DU BAYET (CAHOUNS) 65120 VIELLA,65463,"42.8739,0.0167",Pylône autostable,32m,CELLNEX,2026-02-13,ALL,,True,False
1051224,SFR,UMTS 2100,MOULÈS CHEM RURAL DU BAYET (CAHOUNS) 65120 VIELLA,65463,"42.8739,0.0167",Pylône autostable,32m,CELLNEX,2016-06-20,SUP,,True,False
1092918,FREE MOBILE,5G NR 2100,18/20 RUE SEBASTIEN MERCIER 75015 PARIS 15,75115,"48.8447,2.2775",Bâtiment,"30,9m",Société HLM,,AJO,,False,False
1169001,ORANGE,5G NR 2100,RUE DU CAPITAINE MARIENNE CENTRAL TÉLÉPHONIQUE 56420 PLUMELEC,56172,"47.8397,-2.6408",Pylône autostable,"28,5m",TOTEM,,AJO,,False,False
1194861,SFR,UMTS 2100,ROUTE DE VALMONT (LE FILS) 76540 THIERGEVILLE,76688,"49.7353,0.5011",Château d'eau - réservoir,51m,"Syndicat des eaux, Adduction",,AJO,,False,False
1194861,SFR,LTE 700,ROUTE DE VALMONT (LE FILS) 76540 THIERGEVILLE,76688,"49.7353,0.5011",Château d'eau - réservoir,51m,"Syndicat des eaux, Adduction",,SUP,,False,False
1208448,ORANGE,,N 147 (LE BAIL) 86340 NIEUIL L ESPOIR,86178,"46.5144,0.4636",Pylône autostable,"25,4m",ORANGE,2020-09-16,CHH,25m,False,False
1216418,FREE MOBILE,5G NR 2100,20 RUE LOUIS ARMAND 92130 ISSY LES MOULINEAUX,92040,"48.8322,2.2794",Immeuble,25m,Société Privée,,AJO,,False,False
1216938,FREE MOBILE,5G NR 2100,1 SQUARE BRANCION 75015 PARIS 15,75115,"48.8272,2.3006",Immeuble,"37,5m",Société HLM,,AJO,,False,False
1272787,BOUYGUES TELECOM,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800",AVENUE PROSPER MÉRIMÉE CENTRE COMMERCIAL LE MERLAN 13014 MARSEILLE 14,13214,"43.3297,5.3992",Bâtiment,"12,4m",Société Privée,2018-05-30,SUP,,False,False
1273164,ORANGE,5G NR 2100,RTE N°48 DE NEUFLIZE À TAGNON LES ÉPINETTES (EPINETTES) 08300 LE CHATELET SUR RETOURNE,08111,"49.4258,4.3033",Pylône autostable,35m,TOTEM,,AJO,,False,False
1283154,FREE MOBILE,5G NR 3500,RUE DE SUFFREN CHEMINÉE 59115 LEERS,59339,"50.6883,3.2236",Bâtiment,30m,Société Privée,,AJO,,False,False
1285300,ORANGE,5G NR 700,231 QUAI SAINT PIERRE CO-PROPRIÉTÉ LES VOILES (LE BRUSC) 83140 SIX FOURS LES PLAGES,83129,"43.0756,5.8022",Bâtiment,"16,1m","Copropriété, Syndic, SCI",2026-02-11,ALL,,False,False
1286105,FREE MOBILE,LTE 900,PRÈS D96 STATION ÉPURATION (LE QUARTERON DU PONT) 44250 ST BREVIN LES PINS,44154,"47.2164,-2.1489",Pylône tubulaire,35m,HIVORY,2026-02-13,ALL,,False,False
1288882,FREE MOBILE,5G NR 3500,13B AV DU GENERAL CHAMPON 38100 GRENOBLE,38185,"45.1817,5.7319",Immeuble,48m,"Copropriété, Syndic, SCI",,AJO,,False,False
1292148,FREE MOBILE,5G NR 2100,242-250 RUE DE VAUGIRARD 75015 PARIS 15,75115,"48.8403,2.3028",Bâtiment,"27,5m","État, Ministère",,AJO,,False,False
1327162,FREE MOBILE,,RUE DE BRUXELLES 77340 PONTAULT COMBAULT,77373,"48.7975,2.6278",Pylône tubulaire,41m,ON TOWER FRANCE,2022-03-31,CHH,40m,False,False
133345,ORANGE,5G NR 2100,CHEM DU CHÂTEAU D EAU (LADEVEZE) 65200 ASTUGUE,65043,"43.105,0.0725",Pylône tubulaire,"12,5m",TOTEM,2026-02-10,ALL,,False,False
1335980,ORANGE,5G NR 2100,GRAND ESSART (LA CROIX DU FRENE) 42590 NEULISE,42156,"45.8903,4.1878",Pylône autostable,28m,TDF,,AJO,,False,False
1336593,FREE MOBILE,5G NR 2100,40 ALLEE DES FRERES VOISINS  75015 PARIS 15,75115,"48.8292,2.2719",Immeuble,56m,Société HLM,,AJO,,False,False
1353130,FREE MOBILE,5G NR 2100,9 RUE DES PERICHAUX 75015 PARIS 15,75115,"48.8306,2.2983",Immeuble,"49,6m",Société HLM,,AJO,,False,False
1381782,BOUYGUES TELECOM,"LTE 700, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",GAZILLON 33133 GALGON,33179,"44.9842,-0.2772",Pylône tubulaire,40m,TDF,2025-11-26,ALL,,False,False
1388704,FREE MOBILE,5G NR 3500,"10, PLACE DE LA GARE 67200 STRASBOURG",67482,"48.5844,7.7367",Immeuble,"33,3m",Société Privée,,AJO,,False,False
1421943,PMT-VODAFONE,5G NR 3500,STADE PATER RUE PAUL BERNIÈRE PK1.8 EST 98716 PIRAE,98736,"-17.5392,-149.5514",Pylône autostable,32m,"État, Ministère",,AJO,,False,False
1428982,ORANGE,"UMTS 900, 5G NR 700, 5G NR 3500",7 RUE FRITZ KIENER FRANCE TÉLÉCOM 67200 STRASBOURG,67482,"48.5831,7.76",Bâtiment,"25,3m",ORANGE Services Fixes,,AJO,,False,False
1433457,BOUYGUES TELECOM,"LTE 2100, LTE 2600","AU NORD DU HAMEAU HAUTE ABBAYE, L'HOTEL GLORET (L'HÔTEL GLORET) 44460 FEGREAC",44057,"47.6,-2.0397",Pylône autostable,43m,TDF,2026-02-09,ALL,,False,False
1435724,SFR,5G NR 3500,"54, BOULEVARD DE LA TOUR MAUBOURG 75007 PARIS 07",75107,"48.8586,2.3097",Immeuble,"27,3m",Société Privée,2025-12-01,EXT,,False,False
1435734,FREE MOBILE,5G NR 3500,CHEMIN DE LA JUSTICE 95270 VIARMES,95652,"49.1181,2.3714",Pylône autostable,25m,HIVORY,,AJO,,False,False
1440374,SFR,"LTE 700, LTE 2100, 5G NR 2100",RUE ELIE MONTIER 37120 RICHELIEU,37196,"47.0294,0.3239",Pylône autostable,44m,TDF,2026-02-12,ALL,,False,False
1446842,BOUYGUES TELECOM,5G NR 3500,RUE DE LA  HIRSCHAU 68260 KINGERSHEIM,68166,"47.7925,7.3383",Monument religieux,"38,4m","Commune, communauté de communes",,AJO,,False,False
1461907,BOUYGUES TELECOM,"LTE 700, LTE 2600",RTE DE COLTAINVILLE PONT DE BOIS 28300 ST PREST,28358,"48.49,1.54",Pylône autostable,30m,HIVORY,2026-02-11,ALL,,False,False
1479269,FREE MOBILE,LTE 900,RUE DES CIGALES 20167 AJACCIO,2A004,"41.9361,8.7539",Bâtiment,"44,2m","Copropriété, Syndic, SCI",2026-02-13,ALL,,False,False
1482505,FREE MOBILE,5G NR 2100,17 BD GARIBALDI 75015 PARIS 15,75115,"48.8475,2.3039",Immeuble,"35,6m","Copropriété, Syndic, SCI",,AJO,,False,False
1486536,FREE MOBILE,5G NR 2100,193 RUE ST-CHARLES 75015 PARIS 15,75115,"48.8406,2.2806",Immeuble,"49,5m",Société HLM,,AJO,,False,False
1489084,BOUYGUES TELECOM,"LTE 700, LTE 2100, LTE 2600, 5G NR 2100", (SEGAS) 33750 BEYCHAC ET CAILLAU,33049,"44.8797,-0.3731",Pylône tubulaire,30m,ATC FRANCE,2024-12-12,ALL,,False,False
1489084,ORANGE,LTE 2600, (SEGAS) 33750 BEYCHAC ET CAILLAU,33049,"44.8797,-0.3731",Pylône tubulaire,30m,ATC FRANCE,,AJO,,False,False
1505708,SFR,LTE 700,LA RAMEE 44260 PRINQUIAU,44137,"47.3608,-2.0158",Pylône autostable,30m,ATC FRANCE,2026-02-12,ALL,,False,False
1509844,Gouv Nelle Calédonie (OPT),LTE 2100,RÉSERVOIR MEARE VU 57 98880 LA FOA,98813,"-21.7169,165.8389",Mât,10m,Office des Postes et Télécom,2025-12-17,ALL,,False,False
1512678,FREE MOBILE,"LTE 700, LTE 900, LTE 1800, 5G NR 700",D. 211 (CHÂTEAU D'ALENTHUN) 62340 PIHEN LES GUINES,62657,"50.8672,1.7939",Pylône autostable,30m,TOTEM,,AJO,,False,True
1518621,Gouv Nelle Calédonie (OPT),LTE 1800, (DRUEULU) 98885 LIFOU,98814,"-20.9275,167.0892",Mât,20m,Office des Postes et Télécom,2025-10-08,ALL,,False,False
1525151,FREE MOBILE,LTE 900,AVENUE DU MARECHAL JUIN RES LES DAHLIAS 20167 AJACCIO,2A004,"41.9403,8.7497",Immeuble,"50,6m","Copropriété, Syndic, SCI",2026-02-13,ALL,,False,False
1527016,FREE MOBILE,5G NR 2100,RUE SAINT LAMBERT 75015 PARIS 15,75115,"48.8386,2.2903",Immeuble,"44,5m","Copropriété, Syndic, SCI",,AJO,,False,False
1529229,BOUYGUES TELECOM,"LTE 700, LTE 800",5 BD MAXIME GORKI 93240 STAINS,93072,"48.9553,2.3833",Immeuble,20m,"Copropriété, Syndic, SCI",2026-02-17,ALL,,False,False
1531928,FREE MOBILE,5G NR 2100,27/33 R DU COTENTIN 75015 PARIS 15,75115,"48.8383,2.3128",Immeuble,"29,8m",Société HLM,,AJO,,False,False
1535134,BOUYGUES TELECOM,LTE 1800,AV JEAN MOULIN (ILE D'ARAMON) 30390 ARAMON,30012,"43.8892,4.6822",Pylône tubulaire,22m,ATC FRANCE,2026-02-09,ALL,,False,False
1542624,FREE MOBILE,LTE 900,PLACE DES MOUSQUETAIRES - ROLAND GARROS COURS CHATRIER 75116 PARIS 16,75116,"48.8467,2.2497",Bâtiment,32m,"Commune, communauté de communes",2026-02-13,ALL,,False,False
1558837,BOUYGUES TELECOM,LTE 2600,CD 55 (MONT MERDOUS) 12230 LA COUVERTOIRADE,12082,"43.8939,3.3061",Pylône autostable,21m,HIVORY,2026-02-09,ALL,,False,False
1562070,BOUYGUES TELECOM,"LTE 2100, LTE 2600, 5G NR 3500",1 AV TI-DOUAR 29000 QUIMPER,29232,"47.9817,-4.0725",Bâtiment,"20,5m","Commune, communauté de communes",2026-02-11,ALL,,False,False
1568337,BOUYGUES TELECOM,LTE 800,ANCIENNE STATION D'EPURATION (ROUDOUREL) 34660 COURNONSEC,34087,"43.5456,3.7078",Pylône tubulaire,"25,2m",TOTEM,2026-02-24,AAV,,False,False
