id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
1023760,ORANGE,"5G NR 700, 5G NR 3500",222 R ST PIERRE BATIMENT D 13005 MARSEILLE 05,13205,"43.2922,5.3997",Bâtiment,37m,Société HLM,,AJO,,False,False
1023760,ORANGE,GSM 900,222 R ST PIERRE BATIMENT D 13005 MARSEILLE 05,13205,"43.2922,5.3997",Bâtiment,37m,Société HLM,1998-07-03,SUP,,False,False
1027059,ORANGE,"LTE 700, 5G NR 2100", (HINTERFELD) 68500 BERRWILLER,68032,"47.8542,7.2242",Pylône autostable,24m,TOTEM,,AJO,,False,False
1027059,ORANGE,LTE 2100, (HINTERFELD) 68500 BERRWILLER,68032,"47.8542,7.2242",Pylône autostable,24m,TOTEM,2024-04-26,SUP,,False,False
106970,ORANGE,LTE 700,PAVILLON DES BRESSOTTES (LES BRESSOTTES) 89270 VOUTENAY SUR CURE,89485,"47.5558,3.7903",Pylône autostable,30m,TOTEM,2026-08-26,ALL,,False,False
1127491,ORANGE,"5G NR 700, 5G NR 3500",22 RUE DE LA SOUQUE 81000 ALBI,81004,"43.9292,2.1442",Immeuble,17m,Particulier,,AJO,,False,False
1173710,BOUYGUES TELECOM,LTE 2100,CHEMIN RURAL N°15 (DU CHAPITRE) 62153 ABLAIN ST NAZAIRE,62001,"50.3847,2.7108",Pylône autostable,25m,ATC FRANCE,2023-03-15,SUP,,False,False
1301397,ORANGE,LTE 700,VOIE COMMUNALE (LA PLAINE DU HAGEMBERG) 62610 LOUCHES,62531,"50.8211,1.9994",Pylône tubulaire,25m,TOTEM,2026-08-27,ALL,,False,False
1302805,SFR,LTE 2100, (LES BORIES) 48100 ST BONNET DE CHIRAC,48138,"44.5133,3.2631",Pylône autostable,20m,HIVORY,,AJO,,False,False
1302805,SFR,UMTS 2100, (LES BORIES) 48100 ST BONNET DE CHIRAC,48138,"44.5133,3.2631",Pylône autostable,20m,HIVORY,2018-02-21,SUP,,False,False
1332570,FREE MOBILE,LTE 2100,CHEMIN DE LA CROIX D'ALVAULT PRAIRIE DE MÉRIGNAN 45240 LA FERTE ST AUBIN,45146,"47.7156,1.9336",Pylône autostable,50m,HIVORY,2026-08-24,ALL,,False,False
1385667,ORANGE,LTE 700,RUE DE LA CHAPELLE 62890 MUNCQ NIEURLET,62598,"50.8433,2.1011",Pylône tubulaire,30m,TOTEM,2026-09-04,AAV,,False,False
1385667,ORANGE,LTE 800,RUE DE LA CHAPELLE 62890 MUNCQ NIEURLET,62598,"50.8433,2.1011",Pylône tubulaire,30m,TOTEM,2017-01-17,EXT,,False,False
1441280,BOUYGUES TELECOM,LTE 700,PRES DE LA RD 470 ET DE L'A5 LA CROIX STE (LES PIEDS BLANCS) 89140 COURLON SUR YONNE,89124,"48.3458,3.2008",Pylône autostable,"36,5m",TDF,,AJO,,False,False
