id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,action,infos,liste_azimut,date_activ,is_zb,is_new
2228375,FREE MOBILE,LTE 800,RUE DES PRES LE DEVANT D800 10320 LONGEVILLE SUR MOGNE,10204,"48.1486,4.0625",Pylône autostable,35m,SFR,AJO,,20|150|240,,True,False
2228423,FREE MOBILE,LTE 800, (KERNEVEZ) 29460 HANVEC,29078,"48.3333,-4.1036",Pylône autostable,30m,BOUYGUES,AJO,,110|210|310,,True,False
2229214,FREE MOBILE,LTE 800,CHEMIN DIT DU MOULIN A VENT D79 (MOULIN A VENT) 10140 LONGPRE LE SEC,10205,"48.1922,4.5172",Pylône autostable,42m,SFR,AJO,,50|151|318,,True,False
2229941,FREE MOBILE,LTE 800,C.R DIT DE LA COTE ST JEAN (COTE ST JEAN) 10500 DIENVILLE,10123,"48.3553,4.525",Pylône autostable,30m,SFR,AJO,,90|180|270,,True,False
2229980,FREE MOBILE,LTE 800,ROUTE DE LA METAIRIE (DEVANT LA METAIRIE) 16300 LIGNIERES AMBLEVILLE,16186,"45.5619,-0.2011",Pylône autostable,45m,SFR,AJO,,0|120|240,,True,False
2232242,FREE MOBILE,LTE 800,CHEMIN DU REPAIRE A MONTNASEAU (LE MONTINASEAU) 23220 CHENIERS,23062,"46.3722,1.805",Pylône autostable,"35,8m",ATC FRANCE,AJO,,80|190|290,,True,False
2232530,FREE MOBILE,LTE 800, (LE PUECH) 12330 NAUVIALE,12171,"44.51,2.4242",Pylône autostable,30m,TOTEM,AJO,,40|140|270,,True,False
2235485,FREE MOBILE,LTE 800, (LE COGUEN) 29800 LA MARTYRE,29144,"48.4389,-4.1575",Pylône autostable,"32,3m",BOUYGUES,AJO,,10|130|250,,True,False
2237740,FREE MOBILE,LTE 800, (LE ROCHER) 24800 ST JORY DE CHALAIS,24428,"45.4969,0.8842",Pylône autostable,"38,3m",BOUYGUES,AJO,,80|200|320,,True,False
2237743,FREE MOBILE,LTE 800,CHEM MALHERBES 23000 SAVENNES,23170,"46.1067,1.8917",Pylône autostable,"38,3m",BOUYGUES,AJO,,0|120|240,,True,False
2238759,FREE MOBILE,LTE 800,3 IMPASSE DU  FRESNE DERRIERE CIMETIERRE (BOURG-OUEST) 17210 BUSSAC FORET,17074,"45.2122,-0.3722",Pylône autostable,30m,TOTEM,AJO,,100|220|330,,True,False
2240075,FREE MOBILE,LTE 800,CHEMIN RURAL TRAITEMENT DES EAUX LA GRANDE RUELLE (LES GRANDES NOUES) 28300 BAILLEAU L EVEQUE,28022,"48.4864,1.4058",Pylône autostable,30m,ATC FRANCE,AJO,,0|180|270,,True,False
2240589,FREE MOBILE,LTE 800, (LES VIOULEZACS) 19200 ST BONNET PRES BORT,19190,"45.5186,2.4244",Pylône autostable,"38,3m",BOUYGUES,AJO,,110|200|340,,True,False
2241916,FREE MOBILE,LTE 800, (GRINEG) 29450 SIZUN,29277,"48.3808,-4.0225",Pylône autostable,"36,9m",ON TOWER FRANCE,AJO,,70|170|310,,True,False
2242375,FREE MOBILE,LTE 800, (LE PEUCH) 15240 ANTIGNAC,15008,"45.3375,2.5392",Pylône autostable,"20,8m",TDF,AJO,,30|100|320,,True,False
2242382,FREE MOBILE,LTE 800,5 LE BOURG 18170 MORLAC,18153,"46.7189,2.3114",Pylône autostable,30m,TDF,AJO,,30|150|265,,True,False
2242937,FREE MOBILE,LTE 800,DÉPARTEMENTALE D180 (LES TERRES DU LAVOIR) 18700 STE MONTAINE,18227,"47.4922,2.3231",Pylône autostable,"38,3m",BOUYGUES,AJO,,20|110|245,,True,False
2243854,FREE MOBILE,LTE 800, (LE SERRE DU BERT) 34190 BRISSAC,34042,"43.8794,3.7083",Pylône autostable,13m,"Commune, communauté de commune",AJO,,0|120|240,,True,False
2243856,FREE MOBILE,LTE 800,CHEM DE ST GUIRAL 34520 LE CROS,34091,"43.8658,3.3678",Pylône autostable,20m,"Commune, communauté de commune",AJO,,95|215|335,,True,False
2243858,FREE MOBILE,LTE 800,LES FAYES 23210 AZAT CHATENET,23014,"46.0811,1.7564",Pylône autostable,"39,3m",BOUYGUES,AJO,,35|150|240,,True,False
2244230,FREE MOBILE,5G NR 700,105 AV DE L' ADOUR RES LES PORTES DE L ADOUR 64600 ANGLET,64024,"43.5131,-1.5006",Immeuble,"19,5m","Copropriété, Syndic, SCI",AJA,,150|240|340,,False,False
2244330,FREE MOBILE,LTE 800,LE BOUT DU PONT 18700 MENETREOL SUR SAULDRE,18147,"47.4458,2.3008",Pylône autostable,"38,3m",BOUYGUES,AJO,,90|210|340,,True,False
2244535,FREE MOBILE,LTE 800,ROUTE DU COL DE LA CROIX D 131 (JONCHERES FOURNEAU) 26190 BOUVANTE,26059,"44.9492,5.2675",Pylône autostable,"26,4m",Conseil Régional,AJO,,95|205|355,,True,False
2246715,FREE MOBILE,LTE 800,PLAINE DE SAINT PAUL SUD 81360 ARIFAT,81017,"43.7819,2.3581",Pylône autostable,"44,8m",ON TOWER FRANCE,AJO,,60|170|270,,True,False
2247520,FREE MOBILE,LTE 800,LA GARE VOIE COMMUNALE N°75 DE LISORS À MUSSEGROS LE VILLAGE (LE COISEL) 27440 LISORS,27370,"49.3453,1.4631",Pylône autostable,38m,TDF,AJO,,40|170|300,,True,False
2248230,FREE MOBILE,LTE 800,CHEMIN DES PLAINS À VENNES 25390 GUYANS VENNES,25301,"47.1531,6.5703",Pylône autostable,12m,ATC FRANCE,AJO,,50|330,,True,False
2248237,FREE MOBILE,LTE 800, (PENN AR C'HOAD VIGOUROUX) 29190 PLEYBEN,29162,"48.2689,-3.9997",Pylône autostable,"31,5m",BOUYGUES,AJO,,0|120|270,,True,False
2248239,FREE MOBILE,LTE 800, (TY AVELEC) 29460 IRVILLAC,29086,"48.355,-4.2069",Pylône autostable,"34,5m",BOUYGUES,AJO,,110|230|350,,True,False
2249252,FREE MOBILE,LTE 800,CHEMIN DU CROIZET A LENTAT (AUMONT) 15130 ARPAJON SUR CERE,15012,"44.8722,2.5008",Pylône autostable,30m,SFR,AJO,,50|150|330,,True,False
2249694,FREE MOBILE,LTE 800,RD 10 DE DIJON A PRECY SOUS THIL CIMETIERE (LA BELLE ALLEE) 21370 PASQUES,21478,"47.3633,4.8567",Pylône autostable,36m,SFR,AJO,,30|120|300,,True,False
2250902,FREE MOBILE,LTE 800,122 DÉPARTEMENTALE (LA TUILLIERE) 34380 PEGAIROLLES DE BUEGES,34195,"43.8044,3.5839",Pylône autostable,"20,1m",BOUYGUES,AJO,,60|170|264,,True,False
2251433,FREE MOBILE,LTE 800,CHEMIN DE LA MAISON BARD AUX SOULOTS PRÈS D11 CHAMPS DU BOURG (LA MAISON BARD) 18250 LA CHAPELOTTE,18051,"47.3497,2.5853",Pylône autostable,30m,ATC FRANCE,AJO,,30|150|270,,True,False
2252012,FREE MOBILE,LTE 800,ANCIEN CHEMIN DE BRAHIC A LA PRADE (LA PRADE) 07140 LES VANS,07334,"44.3642,4.0997",Pylône autostable,"25,4m",Conseil Régional,AJO,,15|120|275,,True,False
2253071,FREE MOBILE,LTE 800,CHEMIN DE LAGARDIE (LES PIOCHS) 34700 ST ETIENNE DE GOURGAS,34251,"43.7717,3.3808",Pylône autostable,24m,Société Privée,AJO,,25|180|270,,True,False
2253636,FREE MOBILE,LTE 800,C.D N° 81 DE LANTAGES A VENDEUVRE SUR BARSE 10260 JULLY SUR SARCE,10181,"48.1375,4.2564",Pylône autostable,42m,SFR,AJO,,70|160|270,,True,False
2253676,FREE MOBILE,LTE 800,C.R DE SOMMEVAL A CHAMOY (LES PRES DE ROISELEE) 10320 SOMMEVAL,10371,"48.1489,3.9644",Pylône autostable,45m,SFR,AJO,,0|120|240,,True,False
2254083,FREE MOBILE,LTE 800,PUNTA MUVRARECCIA 02210 BRENY,2B121,"42.4075,8.6206",Pylône tubulaire,"11,6m",FREE-MOBILE,AJO,,0|90|220,,True,False
2254172,FREE MOBILE,LTE 800,CHEMIN DE LA FORET (LES VIGNES AUX CHIENS) 10200 ARRENTIERES,10011,"48.2642,4.7389",Pylône autostable,30m,SFR,AJO,,70|210|340,,True,False
2254567,FREE MOBILE,LTE 800,C.R N° 2 DIT DE ROSNAY L'HOPITAL (LE BOUDON) 10500 BETIGNICOURT,10044,"48.4519,4.4708",Pylône autostable,27m,SFR,AJO,,60|250|330,,True,False
2254656,FREE MOBILE,LTE 800, (LE BONNEFONT) 06510 CONSEGUDES,06047,"43.8414,7.0492",Pylône autostable,"36,4m",BOUYGUES,AJO,,80|260|350,,True,False
2258162,FREE MOBILE,LTE 800,C.R DE BRAGELONE A BAGNEUX LA FOSSE (CHAMP TILPET) 10340 BRAGELOGNE BEAUVOIR,10058,"47.9789,4.2803",Pylône autostable,45m,SFR,AJO,,0|90|220,,True,False
2262419,FREE MOBILE,LTE 800,D26 CIMETIÈRE BALNOT SUR LAIGNES 10110 BALNOT SUR LAIGNES,10029,"48.0317,4.3731",Pylône autostable,30m,ATC FRANCE,AJO,,260,,True,False
2262421,FREE MOBILE,LTE 800,D 1610 (LAS FOUNTANASSOS) 11330 MASSAC,11224,"42.92,2.5706",Pylône autostable,30m,TDF,AJO,,130|210,,True,False
2262423,FREE MOBILE,LTE 800,CHEMIN QUI SUIT LA RUE DU PETIT PALET (VILLAGE SEM) 09220 VAL DE SOS,09334,"42.7692,1.5208",Pylône autostable,15m,TDF,AJO,,230,,True,False
2263040,FREE MOBILE,LTE 800,D 53 DE SEZANNE A SALON (LE CHEMIN DE SALON) 51230 FAUX FRESNAY,51243,"48.6469,3.9742",Pylône autostable,42m,SFR,AJO,,95|220|285,,True,False
2263534,FREE MOBILE,LTE 800,D 84 CIMETIÈRE DE CHESLEY (VIGNES BLANCHES) 10210 CHESLEY,10098,"47.9764,4.1014",Pylône autostable,30m,ATC FRANCE,AJO,,90|290,,True,False
2263827,FREE MOBILE,,RUE DES TOURNESOLS (SUR LES OUCHES) 16290 DOUZAT,16121,"45.7081,-0.0011",Pylône autostable,"24,2m",ATC FRANCE,CHI,2606669,,,False,True
2264568,FREE MOBILE,LTE 800,ROUTE DE BELLESSERRE (CANTALAUZE) 31330 LE BURGAUD,31093,"43.7906,1.1322",Pylône autostable,30m,ATC FRANCE,AJO,,70|170|290,,True,False
2265237,FREE MOBILE,LTE 800,CHEMIN DES FREYDIERES A MEYSSE (CHAMP DE TIR) 07400 MEYSSE,07157,"44.6128,4.7128",Pylône autostable,33m,Conseil Régional,AJO,,70|135|320,,True,False
2265239,FREE MOBILE,LTE 800,CHEMIN DU SERRET ANCIENNE DECHARGE 07400 VALVIGNERES,07332,"44.5103,4.5683",Pylône tubulaire,30m,SFR,AJO,,30|110|170,,True,False
2265271,FREE MOBILE,LTE 800,ROUTE  DES RIVIERES D70 26190 LEONCEL,26163,"44.9153,5.1922",Pylône autostable,30m,Conseil Régional,AJO,,30|100|170,,True,False
2266769,FREE MOBILE,LTE 800,CHEMIN N°11 DE LA GRANDE CÔTE (QUARTIER LE BAS MOUCEL) 27920 ST PIERRE DE BAILLEUL,27589,"49.1256,1.3867",Pylône tubulaire,30m,ATC FRANCE,AJO,,40|120|200,,True,False
2266999,FREE MOBILE,LTE 800,CHEMIN DE FOGES A VAL FANJOUSE (LES ROUTES) 26190 ORIOL EN ROYANS,26223,"44.9656,5.2375",Pylône autostable,30m,Conseil Régional,AJO,,120|300|337,,True,False
2267028,FREE MOBILE,LTE 800,D 13 (LE GOURDALOU) 19220 ST GENIEZ O MERLE,19205,"45.0694,2.0722",Pylône autostable,45m,SFR,AJO,,60|150|270,,True,False
2268377,FREE MOBILE,LTE 800,CENTRAL FT RELAIS DE GAMBETTA (LA RAYE) 26400 GIGORS ET LOZERON,26141,"44.8142,5.0742",Bâtiment,"14,2m",ORANGE Services Fixes,AJO,,40|140,,True,False
2270019,FREE MOBILE,LTE 800,SENTIER FORESTIER DRAILLE DU LANGUEDOC SERRE DE GRANDVAL 30450 MALONS ET ELZE,30153,"44.4139,4.0208",Pylône autostable,"40,2m",BOUYGUES,AJO,,20|260,,True,False
2273784,FREE MOBILE,LTE 800,LES BRUGEAUDS 24380 LACROPTE,24220,"45.0658,0.8125",Pylône autostable,"40,5m",BOUYGUES,AJO,,30|150|270,,True,False
2273786,FREE MOBILE,LTE 800,LE TALLET 24380 LACROPTE,24220,"45.0458,0.8208",Pylône autostable,"40,5m",BOUYGUES,AJO,,45|150|300,,True,False
2274734,FREE MOBILE,LTE 800,1938 ROUTE DES NONIERES 07240 ST APOLLINAIRE DE RIAS,07214,"44.9222,4.5933",Pylône autostable,"24,3m",SFR,AJO,,0|120|240,,True,False
2274750,FREE MOBILE,LTE 800,CHEMIN SUR LE VERS 21190 MELOISEY,21401,"47.0361,4.7189",Pylône autostable,24m,SFR,AJO,,0|120|240,,True,False
2274752,FREE MOBILE,LTE 800,CHEMIN DU SINGLE 21190 MAVILLY MANDELOT,21397,"47.0494,4.7286",Pylône autostable,30m,SFR,AJO,,20|140|260,,True,False
2279202,FREE MOBILE,LTE 800,ROUTE RD 125 E1 (LA COUDRERIE) 17780 ST NAZAIRE SUR CHARENTE,17375,"45.9286,-1.0561",Pylône autostable,30m,SFR,AJO,,175|255|340,,True,False
2279973,FREE MOBILE,LTE 800,D3 A2 (LES VAUTES) 23460 ROYERE DE VASSIVIERE,23165,"45.8131,1.8819",Pylône autostable,"38,3m",BOUYGUES,AJO,,20|110|240,,True,False
2283807,FREE MOBILE,LTE 800,RUE DES BROSSES (SUR LA MONTEE DE GISSEY) 21410 AGEY,21002,"47.2739,4.7683",Pylône autostable,"38,5m",BOUYGUES,AJO,,130|350,,True,False
2284121,FREE MOBILE,LTE 800,ROUTE DU COL DE VERDE D69 (PISCIA DI QUARCI) 02240 BRISSY HAMEGICOURT,2B124,"42.0961,9.2142",Pylône autostable,30m,SFR,AJO,,85|250|350,,True,False
2286400,FREE MOBILE,LTE 800,CHEMIN LE TREMBLAY  ACCÈS DEPUIS D19 (LA HAUTIÈRE CHOLET) 22270 MEGRIT,22145,"48.3847,-2.2331",Pylône autostable,30m,ATC FRANCE,AJO,,60|150|240,,True,False
2289861,FREE MOBILE,LTE 800,4 RUE DU TEMPLE 25550 ST JULIEN LES MONTBELIARD,25521,"47.5203,6.7144",Pylône autostable,30m,ATC FRANCE,AJO,,20|225|300,,True,False
2290016,FREE MOBILE,LTE 800,RUE VAURABOURG 27160 LES BAUX DE BRETEUIL,27043,"48.8347,0.7969",Pylône autostable,38m,BOUYGUES,AJO,,10|110|210,,True,False
2290018,FREE MOBILE,LTE 800,RUE DE LA HAUTE EPINE (LA MARE AU PRETRE) 27160 LE LESME,27565,"48.9061,0.8503",Pylône autostable,"33,1m",BOUYGUES,AJO,,0|90|180,,True,False
2290927,FREE MOBILE,LTE 800,STUM ZAC DE STUM 29460 DIRINON,29045,"48.4083,-4.2483",Pylône autostable,"32,3m",BOUYGUES,AJO,,110|200|350,,True,False
2291723,FREE MOBILE,LTE 800,D 46 CHEM DES BOIS COMBE DES CIVES (LE PRÉ PONCET ) 25240 CHATELBLANC,25131,"46.6383,6.1403",Pylône autostable,30m,ATC FRANCE,AJO,,190,,True,False
2292377,FREE MOBILE,LTE 800,CHEMIN DU TOURNANT 08440 ISSANCOURT ET RUMEL,08235,"49.7547,4.8258",Pylône autostable,55m,SFR,AJO,,20|140|260,,True,False
2294399,FREE MOBILE,LTE 800, (GOUSSAS) 24240 MONESTIER,24276,"44.7742,0.3336",Pylône autostable,30m,ATC FRANCE,AJO,,60|160|270,,True,False
2297983,FREE MOBILE,LTE 800,LA SERRE DU LIQUIER (LA SERRE DU LIQUIER) 12230 NANT,12168,"43.9983,3.3069",Pylône autostable,18m,TDF,AJO,,30|160|260,,True,False
2298264,FREE MOBILE,LTE 800,ROUTE D'AMBENAY DEPARTEMENTALE 61 (LA PIQUETIERE) 27160 LES BAUX DE BRETEUIL,27043,"48.8769,0.805",Pylône autostable,32m,BOUYGUES,AJO,,90|180|270,,True,False
2298804,FREE MOBILE,LTE 800,32 RUE NOTRE DAME DES NEIGES 25130 VILLERS LE LAC,25321,"47.1069,6.7278",Pylône autostable,"32,6m",SFR,AJO,,0|120|240,,True,False
2298856,FREE MOBILE,LTE 800, (LA CAOUSATERE ET LA GATUSS) 32450 AURIMONT,32018,"43.5697,0.8289",Pylône autostable,"24,2m",ATC FRANCE,AJO,,50|230|310,,True,False
2298875,FREE MOBILE,LTE 800,CHEMIN LOUIS XIII CIMETIÈRE (PUY SANSEAU) 16320 VILLEBOIS LAVALETTE,16408,"45.4803,0.2853",Pylône autostable,30m,ATC FRANCE,AJO,,30|130|280,,True,False
2300860,FREE MOBILE,LTE 800,RUE DE LA TARDOIRE (COUDERT DU MERLE) 16220 EYMOUTHIERS,16135,"45.6583,0.5567",Pylône autostable,45m,SFR,AJO,,65|210|280,,True,False
2301911,FREE MOBILE,LTE 800,2 PLACE DE LA MAIRIE 27250 ST ANTONIN DE SOMMAIRE,27508,"48.8297,0.6642",Pylône autostable,"39,1m",BOUYGUES,AJO,,0|90|270,,True,False
2303355,FREE MOBILE,LTE 800,LIEU DIT LE POMMIER (LE POMMIER) 24130 FRAISSE,24191,"44.9289,0.3297",Pylône autostable,42m,SFR,AJO,,0|120|240,,True,False
2304716,FREE MOBILE,LTE 800, (L'HUBAC DE L'HERMET) 07570 DESAIGNES,07079,"45.0031,4.4669",Pylône autostable,24m,ATC FRANCE,AJO,,15|105|255,,True,False
2304878,FREE MOBILE,LTE 800,DEPARTEMENTALE 16 LES HORS CHEMIN RURAL 23480 FRANSECHES,23086,"46.0194,2.0344",Pylône autostable,53m,BOUYGUES,AJO,,0|100|295,,True,False
2306145,FREE MOBILE,LTE 800,TERRAIN NU (LES SEGUELASSES) 09250 CAYCHAX ET SENCONAC,09088,"42.7925,1.7253",Pylône autostable,30m,TDF,AJO,,120|270,,True,False
2306591,FREE MOBILE,LTE 800,RTE DU BARRY (PECH) 09300 CARLA DE ROQUEFORT,09080,"42.9792,1.76",Pylône autostable,36m,TDF,AJO,,150|290,,True,False
2307327,FREE MOBILE,LTE 800,CHEMIN COMMUNAL VERS CIMETIÈRE (GAILLARD) 09230 MAUVEZIN DE STE CROIX,09184,"43.0775,1.2278",Pylône autostable,30m,TDF,AJO,,30|200,,True,False
2307670,FREE MOBILE,LTE 800,PROCHE D 789 ROUTE DU CONQUET (KERFILY) 29280 LOCMARIA PLOUZANE,29130,"48.3658,-4.6719",Pylône autostable,30m,ATC FRANCE,AJO,,40|140|240,,True,False
2308718,FREE MOBILE,LTE 800,PONT AUBERT (PUY DE CARMANTAN) 19550 SOURSAC,19264,"45.28,2.2089",Pylône autostable,30m,SFR,AJO,,60|150|270,,True,False
2310617,FREE MOBILE,LTE 800,CHEMIN LAMIRANDE 19550 SOURSAC,19264,"45.2794,2.2481",Pylône autostable,"54,6m",SFR,AJO,,145|210|290,,True,False
2316459,FREE MOBILE,LTE 800, (LA FAGE) 30140 MIALET,30168,"44.1297,3.925",Pylône autostable,12m,ATC FRANCE,AJO,,260,,True,False
2316522,FREE MOBILE,LTE 800, (LE BOIS DE BEROT) 11300 POMY,11294,"43.055,2.0664",Pylône autostable,30m,ATC FRANCE,AJO,,80|240|340,,True,False
2316788,FREE MOBILE,LTE 800,SENTIER DES SOURCES (LA CHAVE) 07510 STE EULALIE,07235,"44.8336,4.2186",Pylône autostable,42m,SFR,AJO,,0|130|270,,True,False
2322475,FREE MOBILE,LTE 800,SANT' ANORIA CAMPIVU (VALDARONE) 02110 CROIX FONSOMME,2A240,"42.1781,8.8969",Pylône autostable,24m,ATC FRANCE,AJO,,35|130|260,,True,False
2323022,FREE MOBILE,LTE 800,VC N°1 DU CD 68 (PUECH PALAT) 12340 RODELLE,12201,"44.4667,2.6303",Pylône autostable,36m,TDF,AJO,,60|180|300,,True,False
2323283,FREE MOBILE,LTE 800,CHEMIN DES SOURCES 15120 LADINHAC,15089,"44.7581,2.5061",Pylône autostable,"32,5m",SFR,AJO,,120|220|330,,True,False
2323373,FREE MOBILE,5G NR 700,52 BOULEVARD DES COQUIBUS 91080 EVRY COURCOURONNES,91228,"48.625,2.4294",Bâtiment,27m,"Copropriété, Syndic, SCI",AJA,,40|150|250,,False,False
2325345,FREE MOBILE,LTE 800,SERVOLLES 16390 MONTIGNAC LE COQ,16227,"45.3511,0.2",Pylône autostable,37m,SFR,AJO,,0|90|260,,True,False
2327796,FREE MOBILE,LTE 800,325 CHEMIN DU MANDEMENT (FERME DU MANDEMENT) 26190 BOUVANTE,26059,"44.9475,5.3247",Pylône autostable,39m,Conseil Régional,AJO,,0|90|240,,True,False
2328448,FREE MOBILE,LTE 800,RUE DE LA MULOTE  VC N°69 (LA MULOTE) 27850 MENESQUEVILLE,27396,"49.3569,1.4097",Pylône tubulaire,30m,ATC FRANCE,AJO,,90|210|350,,True,False
2328796,FREE MOBILE,LTE 800,ROUTE DE LA NEUVILLE (LES ECHAMEAUX) 08800 LES HAUTES RIVIERES,08218,"49.9156,4.8339",Pylône autostable,40m,SFR,AJO,,70|160,,True,False
2331141,FREE MOBILE,LTE 800,ROUTE ROUGE COUDRAYE DEPARTEMENTALE 167 14700 BONNOEIL,14087,"48.9164,-0.3722",Pylône autostable,32m,BOUYGUES,AJO,,40|150|290,,True,False
2331370,FREE MOBILE,LTE 800,ROUTE FORESTIERE DU PETIT LOUP (LE PRÉ DES PLANES) 08800 LES HAUTES RIVIERES,08218,"49.8608,4.8386",Pylône autostable,45m,SFR,AJO,,160|250|350,,False,False
2334945,FREE MOBILE,LTE 800,CHEMIN DES HAUTES BUTEES (FOREL DOMANIAL DE LA CROIX DE) 08800 LES HAUTES RIVIERES,08218,"49.9333,4.8125",Pylône autostable,50m,SFR,AJO,,60|180|300,,False,False
2335691,FREE MOBILE,LTE 800,CHEMIN DES BICHETS 25110 MONTIVERNAGE,25401,"47.3147,6.4239",Pylône autostable,"32,5m",SFR,AJO,,0|120|240,,True,False
2335852,FREE MOBILE,LTE 800, (DES ROCHES) 23400 ST PARDOUX MORTEROLLES,23227,"45.8897,1.8153",Pylône autostable,"34,5m",BOUYGUES,AJO,,110|210|300,,True,False
2335854,FREE MOBILE,LTE 800, (TERRE DE LA COMBE) 23340 FAUX LA MONTAGNE,23077,"45.7914,1.9164",Pylône autostable,"40,5m",BOUYGUES,AJO,,110|260|340,,True,False
2335856,FREE MOBILE,LTE 800,RTE DE RUNVEGUEN ZONE INDUSTRIELLE 29450 LE TREHOU,29294,"48.3964,-4.1269",Pylône autostable,33m,BOUYGUES,AJO,,10|160|280,,True,False
2342040,FREE MOBILE,LTE 800,ROUTE D'ESPALION A MILLAU LES DONHES HAUTES DEPARTEMENTALE 28 (LE MAUNAL) 12780 VEZINS DE LEVEZOU,12294,"44.3092,2.9444",Pylône autostable,"34,5m",BOUYGUES,AJO,,0|120|240,,True,False
2342042,FREE MOBILE,LTE 800,LES PINS DEPARTEMENTALE 36 (PUECH FANGOUS) 12780 VEZINS DE LEVEZOU,12294,"44.2797,2.9022",Pylône autostable,"34,5m",BOUYGUES,AJO,,30|150|300,,True,False
2343095,FREE MOBILE,LTE 800,ROUTE DE PENN AR PRAT KERC'HONAN 29190 PLEYBEN,29162,"48.2042,-3.9989",Pylône autostable,"46,5m",BOUYGUES,AJO,,120|210|310,,True,False
2343700,FREE MOBILE,LTE 800, (MITTERHECK) 57220 MOMERSTROFF,57471,"49.1661,6.5447",Pylône autostable,39m,"Commune, communauté de commune",AJO,,160|250|340,,True,False
2347710,FREE MOBILE,LTE 800,LAIGUE (VOIE DE RASTE) 34610 CASTANET LE HAUT,34055,"43.6797,2.9572",Pylône autostable,35m,ATC FRANCE,AJO,,30|140|290,,True,False
2348390,FREE MOBILE,LTE 800,D162 (LES GARELLES) 26110 BELLECOMBE TARENDOL,26046,"44.3619,5.3458",Pylône autostable,18m,ATC FRANCE,AJO,,150|240,,True,False
2354350,FREE MOBILE,LTE 800,CHEMIN DU GRIZARD 07320 ST AGREVE,07204,"45.0164,4.4258",Pylône autostable,30m,ATC FRANCE,AJO,,80|200|350,,True,False
2357494,FREE MOBILE,5G NR 700,10-13 QUAI DES CIGOGNES 68200 MULHOUSE,68224,"47.7414,7.3239",Bâtiment,29m,Société HLM,AJA,,0|95|240,,False,False
2365990,FREE MOBILE,LTE 800,CHEMIN FORESTIER QUARTIER LA BAUDE 13650 MEYRARGUES,13059,"43.6217,5.5161",Pylône autostable,"33,9m",BOUYGUES,AJO,,20|130|290,,True,False
2367065,FREE MOBILE,LTE 800,ROUTE DE POMPADOUR STADE 19350 CONCEZE,19059,"45.3714,1.3461",Pylône autostable,36m,ATC FRANCE,AJO,,70|210|320,,True,False
2367080,FREE MOBILE,LTE 800,LADREYT / RTE DES CROIX POURCHÈRE (LA CHASE) 07000 CREYSSEILLES,07074,"44.7514,4.5289",Pylône autostable,18m,TDF,AJO,,45|125|205,,True,False
2367391,FREE MOBILE,LTE 800,A CLAVEY 33210 LEOGEATS,33237,"44.5108,-0.3511",Pylône autostable,42m,SFR,AJO,,50|150|270,,True,False
2370625,FREE MOBILE,LTE 800,PIN  AU BOURG (STADE MUNICIPAL) 33230 ST CHRISTOPHE DE DOUBLE,33385,"45.0794,0.0103",Pylône autostable,36m,ATC FRANCE,AJO,,70|180|270,,True,False
2373339,FREE MOBILE,LTE 800,RUE DES GENIEVRES D5 (CROIX GRILLOT) 58210 MARCY,58156,"47.3178,3.4131",Pylône autostable,"44,9m",ON TOWER FRANCE,AJO,,30|190|290,,True,False
2373605,FREE MOBILE,LTE 800,10  LA PEROUSE 25300 LES ALLIES,25012,"46.9519,6.4494",Pylône autostable,"44,6m",SFR,AJO,,0|120|240,,True,False
2373607,FREE MOBILE,LTE 800,PISTE FORESTIÉRE (LE NID DU FOL) 25790 LES GRAS,25296,"46.9908,6.5678",Pylône autostable,42m,SFR,AJO,,245|320,,True,False
2376348,FREE MOBILE,LTE 800,RUE DE L ETRACHE 25300 PONTARLIER,25462,"46.9294,6.4208",Pylône autostable,"44,6m",SFR,AJO,,50|250|330,,True,False
2377885,FREE MOBILE,LTE 800,CHEMIN RURAL PROCHE ROUTE DU CLAT (LES BOUICHES) 11140 LE CLAT,11093,"42.7867,2.1672",Pylône autostable,"6,4m",Particulier,AJO,,170|310,,True,False
2377887,FREE MOBILE,LTE 800,CHEMIN RURAL (AERODROME DE CHAMPCLAUSON) 30110 LA GRAND COMBE,30132,"44.2439,4.0128",Pylône autostable,30m,"Ets public, Minist, Synd mixt",AJO,,90|200|310,,True,False
2378060,FREE MOBILE,LTE 800,16 CHEMIN DU CARRIC 31260 FRANCAZAL,31195,"43.0206,0.9992",Pylône autostable,30m,ATC FRANCE,AJO,,180|260,,True,False
2378827,FREE MOBILE,LTE 800,CHEMIN FORESTIER BOIS DE CANTE-MERLE (CANTE MERLE) 34320 VAILHAN,34319,"43.5569,3.2892",Pylône autostable,"13,4m","Commune, communauté de commune",AJO,,110|230|340,,True,False
2382702,FREE MOBILE,LTE 800, (LA PLAINE) 31310 MONTESQUIEU VOLVESTRE,31375,"43.1392,1.1942",Pylône autostable,32m,SFR,AJO,,0|120|240,,True,False
2385799,FREE MOBILE,LTE 800,CHEMIN FORESTIER ROUTE DE COMBEROS (GAEC DE MERCOULS) 12430 AYSSENES,12017,"44.0908,2.7503",Pylône autostable,34m,PHOENIX FRANCE INFRASTRUCTURES,AJO,,100|260|350,,True,False
2385801,FREE MOBILE,LTE 800,CHEMIN DU MARTRET CHEMIN DE RANDONNEE 31 (LE MARTRET) 14690 PIERREFITTE EN CINGLAIS,14501,"48.9033,-0.3919",Pylône autostable,"38,3m",PHOENIX FRANCE INFRASTRUCTURES,AJO,,0|140|250,,True,False
