id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,is_zb,is_new
1006641,SFR,SUP,UMTS 2100,QUAI GEORGES V (PRÈS DE L'HÔTEL MERCURE) IMM WORLD TRADE CENTER 76620 LE HAVRE,76351,"49.4903,0.1175",Bâtiment,"37,2m","CCI, Ch Métier, Port Aut, Aéroport",,False,False
1011871,ORANGE,SUP,"UMTS 900, LTE 800, LTE 1800",35 RUE DE LA GRANDE TRANCHÉE RÉSIDENCE JARDIN DU MILLENAIRE 79000 NIORT,79191,"46.2867,-0.4703",Immeuble,10m,"Copropriété, Syndic, SCI",2019-04-29,False,False
1024817,VITI SAS,ALL,LTE 1800,LIMONADERIE SINGAPOUR ROUTE DE TIPAERUI (TIPAERUI) 98714 PAPEETE,98735,"-17.5494,-149.5775",Bâtiment,12m,Particulier,2025-10-02,False,False
1033093,ORANGE,SUP,GSM 900,3 RUE CHARLES TELLIER 56300 PONTIVY,56178,"48.0553,-2.9667",Pylône tubulaire,32m,TOTEM,2015-02-18,False,False
1043170,FREE MOBILE,AJO,LTE 900,CHEM DU MÉNUCOURT (L'HAUTIL) 78740 VAUX SUR SEINE,78638,"49.0119,2.0019",Pylône autostable,45m,ORANGE,,False,False
1151132,FREE MOBILE,ALL,"LTE 700, LTE 2100, 5G NR 700",D 270 (L'ETARDIÈRE) 61600 MAGNY LE DESERT,61243,"48.6008,-0.3133",Pylône autostable,36m,TOTEM,2025-10-27,False,False
1198796,ORANGE,ALL,"LTE 700, LTE 1800, 5G NR 2100",EARDS (LE GANIVET) 28140 BAIGNEAUX,28019,"48.1386,1.84",Pylône autostable,30m,TOTEM,2025-10-20,False,False
1200483,ORANGE,SUP,GSM 900,RUE LEON BINET STADE MUNICIPAL (PORTE D'ESPAGNE) 66100 PERPIGNAN,66136,"42.6647,2.8922",Pylône tubulaire,25m,TDF,2002-10-25,False,False
1285491,ORANGE,SUP,GSM 900,34 RUE MONGE 29200 BREST,29019,"48.3847,-4.4928",Immeuble,"22,6m","Copropriété, Syndic, SCI",2014-02-12,False,False
1288056,FREE MOBILE,ALL,5G NR 3500,7 RUE LOUIS BONNET 75011 PARIS 11,75111,"48.8708,2.3764",Bâtiment,25m,"Commune, communauté de communes",2025-10-27,False,False
