id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
1014807,SRR,LTE 2100,CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,,AJO,,False,False
1014807,SRR,UMTS 2100,CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,2021-03-15,SUP,,False,False
106192,ORANGE,"LTE 1800, 5G NR 700, 5G NR 3500",CAVE LES COTEAUX 84820 VISAN,84150,"44.3133,4.9486",Local technique,23m,"Commune, communauté de communes",,AJO,,False,False
1185127,ORANGE,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800, LTE 2600",MORNE ACA (POINTE BORGNESSE) 97290 LE MARIN,97217,"14.4592,-60.9011",Mât,5m,TDF,2020-07-30,SUP,,False,False
1203847,BOUYGUES TELECOM,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DE GISY PSA VELIZY A 78140 VELIZY VILLACOUBLAY,78640,"48.7719,2.2225",Bâtiment,"19,7m",Société Privée,2009-03-27,SUP,,False,False
1206040,FREE MOBILE,"LTE 700, LTE 900, LTE 1800, LTE 2100, LTE 2600, 5G NR 700, 5G NR 3500",2 RUE D'ANJOU POSTE ÉLECTRIQUE DE LA HAYE-DU-PUITS (LE BAS DU BOURG) 50580 LA HAYE,50236,"49.2881,-1.5442",Pylône autostable,63m,EDF ou GDF,,AJO,,False,True
1273220,ORANGE,"5G NR 700, 5G NR 3500",RTE D'ARCACHON À BISCARROSSE - D218 (CAMPING DE LA DUNE) 33260 LA TESTE DE BUCH,33529,"44.5817,-1.2133",Mât,"12,1m",TOTEM,2026-06-08,ALL,,False,False
1281566,BOUYGUES TELECOM,5G NR 2100,PARC D'EXPOSITIONS DU BOURGET 93350 LE BOURGET,93013,"48.9439,2.4278",Bâtiment,14m,Société Privée,2024-03-07,ART,,False,False
1282830,ORANGE,LTE 1800,CHAMP BOURU CHEMIN COMMUNAL 38240 MEYLAN,38229,"45.2019,5.7739",Pylône tubulaire,35m,"Commune, communauté de communes",2026-06-08,ALL,,False,False
1285869,BOUYGUES TELECOM,5G NR 2100,101 RUE DEDIEU 69100 VILLEURBANNE,69266,"45.77,4.8722",Bâtiment,"25,3m","Copropriété, Syndic, SCI",2026-06-10,ALL,,False,False
1285869,BOUYGUES TELECOM,LTE 2100,101 RUE DEDIEU 69100 VILLEURBANNE,69266,"45.77,4.8722",Bâtiment,"25,3m","Copropriété, Syndic, SCI",2025-12-11,ART,,False,False
1318498,FREE MOBILE,5G NR 700,53 RUE DE TURBIGO 75003 PARIS 03,75103,"48.8656,2.3561",Immeuble,"27,5m",Société Privée,2026-06-11,ALL,,False,False
1326839,BOUYGUES TELECOM,LTE 2100,183 RUE D'HESDIN RÉSIDENCE LES 4 VENTS 62270 FREVENT,62361,"50.2783,2.2756",Immeuble,"39,3m",Société HLM,2026-06-04,AJA,,False,False
1326839,BOUYGUES TELECOM,UMTS 2100,183 RUE D'HESDIN RÉSIDENCE LES 4 VENTS 62270 FREVENT,62361,"50.2783,2.2756",Immeuble,"39,3m",Société HLM,2009-01-08,SUP,,False,False
1329243,FREE MOBILE,5G NR 3500,12 RTE DE L'EUROPE 67520 MARLENHEIM,67282,"48.6156,7.495",Pylône autostable,34m,TDF,2026-06-11,ALL,,False,False
1344571,FREE MOBILE,5G NR 3500,CHE DES ROBERTS (ROSET) 26400 GRANE,26144,"44.7325,4.9075",Pylône autostable,28m,TDF,2026-06-15,ALL,,False,False
1345686,FREE MOBILE,5G NR 700,209 BOULEVARD SAINT GERMAIN 75007 PARIS 07,75107,"48.8564,2.325",Immeuble,"25,7m","Copropriété, Syndic, SCI",2026-06-11,ALL,,False,False
1347126,BOUYGUES TELECOM,LTE 2100,CHE DU HOMBERG 68510 RANTZWILLER,68265,"47.6586,7.3642",Pylône autostable,"30,5m",TDF,,AJO,,False,False
1352656,BOUYGUES TELECOM,GSM 900,48/50 R FULTON 49100 ANGERS,49007,"47.4633,-0.5586",Immeuble,24m,Particulier,2018-05-30,SUP,,False,False
1378801,SFR,UMTS 900,8 BIS RUE DE L'ARRIVEE 75015 PARIS 15,75115,"48.8436,2.3219",Immeuble,"34,7m",Société Privée,,SUP,,False,True
1398612,ORANGE,5G NR 700, (LES PEYSES) 73160 VIMINES,73326,"45.5461,5.8433",Pylône autostable,"37,7m",TOTEM,2026-06-01,ALL,,False,False
1407533,FREE MOBILE,LTE 900,20 IMPASSE CAMILLE LANGLADE 31500 TOULOUSE,31555,"43.5706,1.4275",Pylône tubulaire,"31,4m",ON TOWER FRANCE,,AJO,,False,False
1409790,BOUYGUES TELECOM,5G NR 2100,CAMPING DE LA CÔTE DES ROSES (PETITE ROUQUETTE) 11100 NARBONNE,11262,"43.1436,3.1436",Pylône autostable,30m,HIVORY,2026-06-09,ALL,,False,False
1417359,SFR,LTE 700, (BOIS DES JARRIAS) 61420 ST DENIS SUR SARTHON,61382,"48.4347,-0.0339",Pylône autostable,44m,TDF,,AJO,,False,False
1417821,SFR,5G NR 3500,72 AV. DU GÉNÉRAL DE GAULLE CENTRAL TÉLÉPHONIQUE CHARLEBOURG 92250 LA GARENNE COLOMBES,92035,"48.9086,2.255",Bâtiment,"43,3m",ORANGE Services Fixes,2026-06-16,ALL,,False,False
1421943,PMT-VODAFONE,5G NR 3500,STADE PATER RUE PAUL BERNIÈRE PK1.8 EST 98716 PIRAE,98736,"-17.5392,-149.5514",Pylône autostable,32m,"État, Ministère",2026-01-12,ART,,False,False
1425330,BOUYGUES TELECOM,LTE 2100,RUE DU HAUT FROMENTEL 76340 FOUCARMONT,76278,"49.8528,1.5778",Pylône tubulaire,45m,TDF,2026-06-11,ALL,,False,False
1426564,BOUYGUES TELECOM,5G NR 2100,RUE GUSTAVE SCRIVE 59110 LA MADELEINE,59368,"50.6611,3.0631",Pylône autostable,30m,CELLNEX,2026-06-10,ALL,,False,False
1429431,FREE MOBILE,5G NR 700,31 B BD DIDEROT 75012 PARIS 12,75112,"48.8464,2.3767",Immeuble,"29,2m","Copropriété, Syndic, SCI",2026-06-11,ALL,,False,False
1434450,ORANGE,LTE 2600,AV KLEBER IMM OPAC AMPÈRE 54270 ESSEY LES NANCY,54184,"48.7042,6.2292",Immeuble,19m,Société HLM,,AJO,,False,False
1440243,BOUYGUES TELECOM,LTE 2100,LA GRANDE CHARME NATIONALE 19 (HAUT DE TINVAU) 52000 EUFFIGNEIX,52193,"48.1408,5.0408",Pylône autostable,45m,TDF,,AJO,,False,False
1440261,BOUYGUES TELECOM,LTE 1800,LA BOCHE 63230 ST JACQUES D AMBUR,63363,"45.9119,2.775",Pylône autostable,33m,TDF,2024-01-25,ART,,False,False
1440335,BOUYGUES TELECOM,LTE 2100,CHEM D'EXPLOITATION N°31 (LE BAUCHET) 51220 LOIVRE,51329,"49.3458,3.9711",Pylône tubulaire,44m,TDF,,AJO,,False,False
1440335,BOUYGUES TELECOM,UMTS 2100,CHEM D'EXPLOITATION N°31 (LE BAUCHET) 51220 LOIVRE,51329,"49.3458,3.9711",Pylône tubulaire,44m,TDF,2011-04-14,SUP,,False,False
1443672,FREE MOBILE,LTE 900,20 ALL DE BERCY 75012 PARIS 12,75112,"48.8411,2.3794",Tunnel,"6,5m",SNCF Réseau,2026-06-15,ALL,,False,False
1448602,ORANGE,"LTE 1800, 5G NR 2100",CHEMIN DU LOUP (BRINCHEVENT) 79170 VILLIERS SUR CHIZE,79352,"46.0781,-0.3047",Pylône autostable,34m,TDF,2026-06-11,ALL,,False,False
1452061,ORANGE,"LTE 2600, 5G NR 2100",BOIS GRILLET (BOIS GRILLET) 17600 BALANZAC,17030,"45.7453,-0.855",Pylône autostable,"39,4m",TDF,2026-06-11,ALL,,False,False
1460315,BOUYGUES TELECOM,5G NR 2100,"18, RUE PAUL BERT 69003 LYON 03",69383,"45.7558,4.845",Immeuble,33m,Particulier,2026-06-10,ALL,,False,False
1463984,BOUYGUES TELECOM,UMTS 900,54 R CARLING GARAGE RENAULT 57490 L HOPITAL,57336,"49.1606,6.7236",Pylône tubulaire,31m,ATC FRANCE,2024-06-07,ART,,False,False
1465379,BOUYGUES TELECOM,"LTE 700, 5G NR 2100",CHEM DE BARACCA 30290 ST VICTOR LA COSTE,30302,"44.0692,4.6342",Pylône autostable,"15,3m",HIVORY,2026-06-12,ALL,,False,False
1466513,BOUYGUES TELECOM,LTE 2600,PRES DE LA RD21 (DEVES DE PERET NORD) 34820 ASSAS,34014,"43.6994,3.9278",Pylône autostable,20m,ATC FRANCE,2025-12-29,ART,,False,False
1467465,BOUYGUES TELECOM,LTE 700,CHEZ BRAILLY 69610 LES HALLES,69098,"45.7072,4.4319",Pylône autostable,27m,TDF,2026-06-17,ALL,,False,False
1474182,BOUYGUES TELECOM,,LES VARENNES 36200 ST MARCEL,36200,"46.6075,1.5044",Pylône autostable,"35,3m",HIVORY,2021-11-18,CHH,35m,False,False
1474182,FREE MOBILE,,LES VARENNES 36200 ST MARCEL,36200,"46.6075,1.5044",Pylône autostable,"35,3m",HIVORY,2021-10-15,CHH,35m,False,False
1474182,SFR,,LES VARENNES 36200 ST MARCEL,36200,"46.6075,1.5044",Pylône autostable,"35,3m",HIVORY,2024-05-28,CHH,35m,False,False
1483742,FREE MOBILE,5G NR 3500,17-19 COURS ARISTIDE BRIAND 13150 TARASCON,13108,"43.8031,4.6575",Bâtiment,"21,9m","Copropriété, Syndic, SCI",,AJO,,False,False
1489288,BOUYGUES TELECOM,"LTE 700, LTE 2600",R DES RELIGIEUSES (ZA CLOS DES SABLONIERES) 41400 MONTRICHARD VAL DE CHER,41151,"47.3503,1.1822",Pylône tubulaire,25m,HIVORY,,AJO,,False,False
1491398,FREE MOBILE,LTE 900,RUE TRAVERSIERE 75012 PARIS 12,75112,"48.8458,2.3708",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1491481,BOUYGUES TELECOM,"GSM 1800, UMTS 2100, LTE 1800", (GIRAUDAIS) 35740 PACE,35210,"48.1381,-1.7667",Bâtiment,"15,2m",Société Privée,2019-06-27,SUP,,False,False
1498532,SFR,"LTE 700, LTE 1800, LTE 2100, 5G NR 2100, 5G NR 3500", (LONGERET BEUDELLE) 74930 REIGNIER ESERY,74220,"46.1389,6.2783",Pylône tubulaire,25m,ATC FRANCE,2026-06-11,ALL,,False,False
1505488,FREE MOBILE,"LTE 2100, 5G NR 700",RD31 DIRECTION TROUY VERS PLAIMPIED-GIVAUDINS LA GARE AUX LAPINS (LE PETIT DANGEON) 18340 PLAIMPIED GIVAUDINS,18180,"47.01,2.3986",Pylône autostable,"46,5m",HIVORY,2026-06-11,ALL,,False,False
1505578,FREE MOBILE,5G NR 3500,CHEM DE L'AMANDIER PUECH NARBONNE 34290 BASSAN,34025,"43.4153,3.2483",Pylône autostable,25m,HIVORY,2026-06-11,ALL,,False,False
1510589,FREE MOBILE,LTE 900,AVENUE LEDRU ROLLIN GARE DE LYON 75012 PARIS 12,75112,"48.8469,2.3686",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1510594,FREE MOBILE,LTE 900,RUE DE L'ARSENAL GARE DE LYON/TUNNEL/RÉPÉTEUR 3 75004 PARIS 04,75104,"48.8503,2.3642",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1510603,FREE MOBILE,LTE 900,RUE DU FIGUIER GARE DE LYON/TUNNEL/RÉPÉTEUR 4 75004 PARIS 04,75104,"48.8547,2.3583",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1510612,FREE MOBILE,LTE 900,RUE DE LA COUTELLERIE GARE DE LYON/TUNNEL/RÉPÉTEUR 5 75004 PARIS 04,75104,"48.8586,2.3494",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1510623,FREE MOBILE,LTE 900,RUE PERNELLE GARE DE LYON/TUNNEL/RÉPÉTEUR 6 75004 PARIS 04,75104,"48.8586,2.3494",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1510662,FREE MOBILE,LTE 900,RUE DE L'HOTEL DE VILLE GARE DE LYON/TUNNEL/RÉPÉTEUR 7 75004 PARIS 04,75104,"48.8542,2.3572",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1510664,FREE MOBILE,LTE 900,RUE MORNAY GARE DE LYON/TUNNEL/RÉPÉTEUR 8 75004 PARIS 04,75104,"48.85,2.365",Tunnel,6m,SNCF Réseau,2026-06-15,ALL,,False,False
1514252,BOUYGUES TELECOM,5G NR 2100,92 AV WALDECK ROCHET 93120 LA COURNEUVE,93027,"48.9417,2.4125",Pylône tubulaire,29m,HIVORY,2026-06-13,ALL,,False,False
1519090,BOUYGUES TELECOM,5G NR 2100,PRES DE LA CIMENTERIE VICAT (GRAVE DE PEILLE) 06440 BLAUSASC,06019,"43.7933,7.3761",Bâtiment,"68,1m",Société Privée,2026-06-11,ALL,,False,False
1520721,FREE MOBILE,5G NR 3500,41 AV DE MONTREDON 13008 MARSEILLE 08,13208,"43.2439,5.3714",Immeuble,"21,7m","Copropriété, Syndic, SCI",2026-06-15,ALL,,False,False
1523953,BOUYGUES TELECOM,LTE 2100,RTE DE ST ANNE ZA DE TREIGNY 60173 IVRY LE TEMPLE,60321,"49.2361,2.025",Pylône tubulaire,32m,ATC FRANCE,2026-06-12,ALL,,False,False
1523975,BOUYGUES TELECOM,LTE 700,R ST ARMEL (LA CLOTURE) 56490 MENEAC,56129,"48.14,-2.4678",Pylône autostable,32m,HIVORY,,AJO,,False,False
1524037,BOUYGUES TELECOM,"GSM 900, UMTS 900, LTE 800, LTE 1800, LTE 2100, 5G NR 2100",BELLEVUE (BELLEVUE) 47320 CLAIRAC,47065,"44.3639,0.3714",Pylône autostable,"33,6m",ATC FRANCE,2021-09-07,SUP,,False,False
1531949,FREE MOBILE,5G NR 3500,5 RUE FREDERIC MERLET 91260 JUVISY SUR ORGE,91326,"48.6942,2.3703",Immeuble,"17,8m",Société HLM,,AJO,,False,False
1535138,FREE MOBILE,"LTE 2100, 5G NR 700", (LE ROCAMP SUD) 30360 ST MAURICE DE CAZEVIEILLE,30285,"44.0281,4.2394",Pylône tubulaire,20m,ATC FRANCE,2026-06-11,ALL,,False,False
1536781,BOUYGUES TELECOM,LTE 2100,RUE DE LA GRANDE CAVÉE PRÈS DE LA D53 FERME DU CHÂTEAU 80510 LONGPRE LES CORPS SAINTS,80488,"50.0108,1.9836",Pylône autostable,21m,ATC FRANCE,,AJO,,False,False
1536781,BOUYGUES TELECOM,UMTS 2100,RUE DE LA GRANDE CAVÉE PRÈS DE LA D53 FERME DU CHÂTEAU 80510 LONGPRE LES CORPS SAINTS,80488,"50.0108,1.9836",Pylône autostable,21m,ATC FRANCE,2008-09-19,SUP,,False,False
1537587,FREE MOBILE,5G NR 3500,RUE DE LA PAIX 60700 PONT STE MAXENCE,60509,"49.3086,2.6014",Immeuble,28m,Société HLM,,AJO,,False,False
1540735,FREE MOBILE,5G NR 3500,AVENUE DES GARRIGUES CTRE DE VACANCES LES ROMARINS ST PIERRE SUR MER 11560 FLEURY,11145,"43.1825,3.1878",Bâtiment,"17,7m",EDF ou GDF,2026-06-15,ALL,,False,False
1542624,ORANGE,5G NR 3500,PLACE DES MOUSQUETAIRES - ROLAND GARROS COURS CHATRIER 75116 PARIS 16,75116,"48.8467,2.2497",Bâtiment,32m,"Commune, communauté de communes",2026-06-08,ALL,,False,False
1554790,BOUYGUES TELECOM,5G NR 2100,VOIE COMMUNALE N 9 DES RASPANS (LES GIRARDES) 84840 LAPALUD,84064,"44.3147,4.7",Pylône autostable,29m,ATC FRANCE,2026-06-13,ALL,,False,False
1558692,BOUYGUES TELECOM,5G NR 2100, (LA VILLE AGNÈS) 56430 NEANT SUR YVEL,56145,"48.0356,-2.3064",Pylône autostable,50m,HIVORY,2026-06-10,ALL,,False,False
1558843,BOUYGUES TELECOM,5G NR 2100,ROUTE DE ST JEAN (LE POUJOLET) 34700 LE BOSC,34036,"43.7086,3.4053",Pylône autostable,32m,HIVORY,2026-06-11,ALL,,False,False
1559046,SFR,5G NR 2100, (ROC DE L'ESTRAN) 34460 ROQUEBRUN,34232,"43.4981,3.0339",Pylône autostable,15m,ATC FRANCE,2026-06-10,ALL,,False,False
1559185,BOUYGUES TELECOM,LTE 1800,34 PL DES COROLLES 92400 COURBEVOIE,92026,"48.8908,2.2464",Bâtiment,"102,5m",Société Privée,2018-07-12,ART,,False,False
1559301,BOUYGUES TELECOM,LTE 700,DÉCHETTERIE MUNICIPALE (KERVEREGUEN) 29750 LOCTUDY,29135,"47.8336,-4.1975",Pylône autostable,42m,HIVORY,2026-06-15,ALL,,False,False
1559652,BOUYGUES TELECOM,LTE 2100,HAUTE CORVEE 57790 LORQUIN,57414,"48.6636,7.0008",Pylône tubulaire,27m,ATC FRANCE,,AJO,,False,False
1560475,ORANGE,5G NR 2100,ZAC DU TEMPLE 42640 ST ROMAIN LA MOTTE,42284,"46.0822,4.0222",Pylône autostable,21m,TOTEM,,AJO,,False,False
1560475,ORANGE,LTE 2100,ZAC DU TEMPLE 42640 ST ROMAIN LA MOTTE,42284,"46.0822,4.0222",Pylône autostable,21m,TOTEM,2020-06-05,SUP,,False,False
1563254,FREE MOBILE,LTE 700,RUE DES FOSSES SAINT BERNARD 75005 PARIS 05,75105,"48.8489,2.3558",Immeuble,"32,3m","État, Ministère",2026-06-22,AAV,,False,False
1563254,FREE MOBILE,"LTE 2100, 5G NR 3500",RUE DES FOSSES SAINT BERNARD 75005 PARIS 05,75105,"48.8489,2.3558",Immeuble,"32,3m","État, Ministère",2026-06-11,ALL,,False,False
1568732,BOUYGUES TELECOM,5G NR 2100,572 CHEM DU VIGET ECOLE DES MINES 30100 ALES,30007,"44.1386,4.1131",Immeuble,21m,"Copropriété, Syndic, SCI",2026-05-28,ALL,,False,False
1570122,BOUYGUES TELECOM,5G NR 2100,KERVRIANT (KERVRIANT) 29370 ELLIANT,29049,"47.9808,-3.9094",Pylône autostable,32m,HIVORY,2024-06-07,ART,,False,False
1573490,BOUYGUES TELECOM,5G NR 2100,CHEM MALOGINESTE (RESIDENCE VAL D'OR) 83140 SIX FOURS LES PLAGES,83129,"43.0822,5.8169",Pylône autostable,"17,1m",BOUYGUES,2026-06-12,ALL,,False,False
1574826,BOUYGUES TELECOM,LTE 700,AV DE VERDUN 84100 ORANGE,84087,"44.1281,4.8206",Bâtiment,12m,"Copropriété, Syndic, SCI",2026-06-23,AAV,,False,False
1575761,BOUYGUES TELECOM,5G NR 2100,ALLEE PAUL RIQUET 34500 BEZIERS,34032,"43.3414,3.2181",Immeuble,"22,2m","Copropriété, Syndic, SCI",2026-06-13,ALL,,False,False
1576396,FREE MOBILE,LTE 900,ALLEE DE BERCY 75012 PARIS 12,75112,"48.8403,2.3833","Ouvrage d'art (pont, viaduc)","6,5m",SNCF Réseau,2026-06-15,ALL,,False,False
1577938,SFR,LTE 700,PROCHE V C DE ST VICTURNIEN À COGNAC ENTRE LE MAS ET LE NORMANDIE (LES COMBES) 87420 ST VICTURNIEN,87185,"45.8697,1.0058",Pylône autostable,40m,HIVORY,,AJO,,False,False
1578565,SFR,LTE 700,RTE DE PENNISQUIN (KERREST) 29510 BRIEC,29020,"48.0875,-4.0064",Pylône autostable,"43,3m",HIVORY,,AJO,,False,False
1582801,BOUYGUES TELECOM,LTE 2100, (TÊTE DU CHÂTEAU ROBIN) 88460 DOCELLES,88135,"48.1364,6.6231",Pylône autostable,32m,ATC FRANCE,2026-06-14,ALL,,False,False
1582805,SFR,"LTE 700, LTE 2100, 5G NR 2100",0 D 231 (LA MARDELLE AUX LOUPS) 89150 DOLLOT,89143,"48.1953,3.045",Pylône autostable,"25,3m",HIVORY,,AJO,,False,False
1584750,BOUYGUES TELECOM,5G NR 3500,ALLEE DES NERINS 95150 TAVERNY,95607,"49.0217,2.2228",Immeuble,33m,Société Privée,2026-05-21,ART,,False,False
