id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,action,infos,liste_azimut,date_activ,is_zb,is_new
3053167,SFR,"UMTS 900, LTE 2100", (HERRBERG) 57570 CATTENOM,57124,"49.4097,6.2161",Pylône autostable,36m,SFR,SUP,,30|120|210,,False,True
3053404,SFR,"UMTS 900, LTE 2100",591 RUE DU BOIS STADE MUNICIPAL 59189 STEENBECQUE,59578,"50.6706,2.4861",Pylône autostable,"28,9m",ATC FRANCE,SUP,,10|120|240,,False,True
3053434,SFR,UMTS 900,ROUTE DE LA VALENCIÈRE (CHAMBLANC) 42580 L ETRAT,42092,"45.4928,4.3644",Pylône autostable,"24,5m",CELLNEX,SUP,,100|190|310,,False,True
3053645,SFR,"UMTS 900, LTE 2100",RUE D'HAUTMONT D107 PROCHE RUE DE LA GARE DE SOUS LE BOIS 59600 MAUBEUGE,59392,"50.2658,3.94",Pylône autostable,36m,HIVORY,SUP,,70|180|280,,False,False
3054041,SFR,UMTS 900,CHEMIN DU CRET DE GRAVENAND 42800 RIVE DE GIER,42186,"45.5256,4.5969",Pylône autostable,19m,ON TOWER FRANCE,SUP,,120|210|340,,False,True
3054504,SFR,UMTS 900,164 ROUTE DE LA TABLE D'ORIENTATION (LE CHATENET SUD) 19350 JUILLAC,19094,"45.3153,1.3258",Pylône autostable,30m,ON TOWER FRANCE,SUP,,120|220|330,,False,False
3080651,SFR,5G NR 3500,423 ROUTE DU MOULIN (CHEMIN VIEUX) 47400 GONTAUD DE NOGARET,47110,"44.4461,0.2986",Pylône autostable,"36,6m",HIVORY,AJO,,140|250|350,,False,False
3080651,SFR,UMTS 900,423 ROUTE DU MOULIN (CHEMIN VIEUX) 47400 GONTAUD DE NOGARET,47110,"44.4461,0.2986",Pylône autostable,"36,6m",HIVORY,SUP,,140|250|350,,False,False
3087570,SRR,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 2600",4 IMPASSE SOULA BOUTSI BOUTSI 97630 ACOUA,97601,"-12.7219,45.0592",Mât métallique,9m,Sté Réunionn. de Radiotéléph.,SUP,,175|300,,False,True
3094332,SFR,"LTE 2600, 5G NR 2100, 5G NR 3500",2 RUE ABBE PIERRE 71600 PARAY LE MONIAL,71342,"46.4514,4.1028",Pylône autostable,42m,SFR,ALL,,50|160|290,2026-09-14,False,True
3094332,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100",2 RUE ABBE PIERRE 71600 PARAY LE MONIAL,71342,"46.4514,4.1028",Pylône autostable,42m,SFR,ART,,50|160|290,2026-08-17,False,True
3096648,SFR,"UMTS 900, LTE 700, LTE 800",D448 (CAPO D'ALZO) 02860 BRUYERES ET MONTBERAULT,2A128,"41.64,9.0125",Pylône autostable,24m,SFR,SUP,,120|210|330,,False,True
3118316,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",AV DES  LENS CHEMIN DES LOUBATIÈRES (LA DEVEZE) 30730 FONS,30112,"43.9142,4.1953",Pylône autostable,18m,BOUYGUES,ALL,,40|180|310,2026-09-11,False,True
3123969,SFR,"UMTS 900, LTE 700, LTE 800",CHEMIN DES MONGES (MAS DE GRAMAT) 46350 PAYRAC,46215,"44.8061,1.4861",Pylône autostable,24m,FREE-MOBILE,ALL,,180|330,LTE 700: 2026-09-03; LTE 800: 2026-09-03; UMTS 900: 2026-09-16,True,True
3145420,SFR,UMTS 900,CHEMIN D EXPLOITATION DES SARRES (LES SARRES) 01800 RIGNIEUX LE FRANC,01325,"45.9472,5.1944",Pylône autostable,"36,2m",CELLNEX,AJO,,110|230|350,,False,False
3145420,SFR,"LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",CHEMIN D EXPLOITATION DES SARRES (LES SARRES) 01800 RIGNIEUX LE FRANC,01325,"45.9472,5.1944",Pylône autostable,"36,2m",CELLNEX,SUP,,110|230|350,,False,False
3155024,SFR,"UMTS 900, LTE 700, LTE 800",ROUTE DES COLPORTEURS (LE PLAN DU PUY) 63250 ARCONSAT,63008,"45.9028,3.6922",Pylône autostable,30m,FREE-MOBILE,AJO,,40|150|260,,False,True
3182983,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600",CHE DES PRÉS DE LA PRESLE (LES QUARANTE ARPENTS) 77111 SOLERS,77457,"48.6672,2.7297",Pylône autostable,30m,ON TOWER FRANCE,ALL,,170|260|350,2026-09-14,False,True
3189271,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",510 ROUTE DE VACQUIERS 31340 VILLEMATIER,31583,"43.8297,1.5036",Pylône tubulaire,30m,SFR,ALL,,30|150|280,2026-09-15,False,True
3194812,SFR,"UMTS 900, LTE 700, LTE 800",9 RÉSIDENCE DES 3 CHÊNES (LES FORRÈRES DU HAUT) 76660 STE AGATHE D ALIERMONT,76553,"49.8247,1.3297",Pylône autostable,"36,3m",FREE-MOBILE,AJO,,100|210|320,,False,True
3195350,SFR,"UMTS 900, LTE 700, LTE 800",PROCHE CIMETIÈRE (GAMMAL ET SERRE D'ESCALEIR) 30410 MOLIERES SUR CEZE,30171,"44.2661,4.1472",Pylône autostable,"24,3m",CELLNEX,ALL,,20|110|290,2026-09-10,True,True
3203580,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",CHEMIN DU GRES (CAREYROLLES BASSES) 30250 AUJARGUES,30023,"43.7953,4.1267",Pylône autostable,24m,BOUYGUES,ALL,,170|260|350,2026-09-11,False,True
3204899,SFR,5G NR 2100,4 RUE DE LA BELLIEUE 02600 VILLERS COTTERETS,02810,"49.2481,3.0928",Pylône autostable,36m,HIVORY,ALL,,110|230|320,2026-09-11,False,False
3244648,SFR,"UMTS 900, LTE 700, LTE 800",ROUTE D'YZERON FONT CHARBONNIER 69610 MONTROMANT,69138,"45.7128,4.5394",Pylône autostable,24m,FREE-MOBILE,AJO,,0|270,,False,True
3244877,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DE LA CITADELLE (LAVIGNE) 40380 LOUER,40159,"43.7586,-0.8819",Pylône autostable,"30,8m",TDF,ALL,,0|90|260,2026-09-09,False,True
324582,SFR,"UMTS 2100, 5G NR 3500",2 R LÉON BLUM 63360 GERZAT,63164,"45.8239,3.1425",Immeuble,"15,4m","Commune, communauté de commune",SUP,,0|100|240,2007-03-06,False,False
3261292,SFR,"UMTS 900, LTE 700, LTE 800",2 RUE DE LA GRANGE AUX DÎMES 77760 NANTEAU SUR ESSONNE,77328,"48.3164,2.4178",Bâtiment,"12,2m","Commune, communauté de commune",AJA,,120|220|330,LTE 700: 2026-09-11; LTE 800: 2026-09-11; UMTS 900: 2026-09-13,False,True
3264399,SFR,"UMTS 900, LTE 700, LTE 800",LES AUTARETS 07240 CHALENCON,07048,"44.8719,4.5786",Pylône autostable,30m,FREE-MOBILE,AJO,,90|200|330,,False,True
3266040,SFR,"UMTS 900, LTE 700, LTE 800",CHEMIN DU BOIS (HIALLERES) 64121 MONTARDON,64399,"43.3672,-0.3353",Pylône autostable,"36,3m",FREE-MOBILE,AJO,,30|130|280,,False,True
3272436,SFR,"UMTS 900, LTE 700, LTE 800",205 CHEMIN DE L'OBSERVATOIRE (LA PIROCHE) 43440 CHAMPAGNAC LE VIEUX,43052,"45.3544,3.5036",Pylône autostable,24m,TOTEM,ALL,,50|120|300,LTE 700: 2026-09-02; LTE 800: 2026-09-02; UMTS 900: 2026-09-03,True,True
3280329,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100, 5G NR 3500",78 ROUTE DE MOULINS BATIMENT 3 58300 DECIZE,58095,"46.8194,3.4525",Immeuble,"25,5m",Société HLM,AJO,,60|140|330,,False,True
3284090,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",LE PETIT NETILLY (FAMILY PARK) 37260 MONTS,37159,"47.2603,0.6689",Pylône autostable,30m,PHOENIX FRANCE INFRASTRUCTURES,AJO,,10|100|190,,False,True
3286703,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ALLÉE DES BOISSELÉES (LE GRAND VAUVERT) 41200 ROMORANTIN LANTHENAY,41194,"47.3692,1.7581",Pylône autostable,42m,PHOENIX FRANCE INFRASTRUCTURES,AJO,,80|200|310,,False,True
3293903,SRR,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",102 RUE BE SODROU 97630 ACOUA,97601,"-12.7206,45.06",Pylône tubulaire,"16,3m",Sté Réunionn. de Radiotéléph.,ALL,,10|150|240,2026-09-07,False,True
3298433,SFR,"UMTS 900, LTE 700, LTE 800",RUE D'EN BRAYE CHEMIN RURAL (FOND DES NOUES) 57590 AULNOIS SUR SEILLE,57040,"48.8708,6.3214",Pylône autostable,36m,SFR,ALL,,210|350,2026-09-15,True,True
3300295,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",CHEMIN LE CHIROU (LE PAINCOURT) 87160 ST SULPICE LES FEUILLES,87182,"46.3194,1.3831",Pylône autostable,"30,4m",PHOENIX FRANCE INFRASTRUCTURES,AJO,,30|140|260,,False,True
3301565,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",72 RUE DE L'ETANG DE LA TOUR 78120 RAMBOUILLET,78517,"48.6494,1.8692",Pylône arbre,30m,SFR,ALL,,50|210|300,2026-09-10,False,True
3301789,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",AV THABAUD BOISLAREINE (LES OUCHES) 36230 NEUVY ST SEPULCHRE,36141,"46.5908,1.8189",Pylône autostable,"36,3m",PHOENIX FRANCE INFRASTRUCTURES,AJO,,90|200|310,,False,True
3302024,SFR,"UMTS 900, LTE 700, LTE 800",RUE DE LA GARE (BOIS COMMUNAUX) 57320 BRETTNACH,57110,"49.2528,6.5656",Pylône autostable,42m,SFR,ALL,,20|110|290,2026-09-11,True,True
3303929,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",CHEM DES BAGNEAUX (LES ORMETEAUX) 45130 ST AY,45269,"47.8706,1.7508",Pylône autostable,42m,TOTEM,AJO,,30|150|270,,False,True
3321604,SFR,"UMTS 900, LTE 700, LTE 800",CHEMIN RURAL DE LA MARNIERE (LE CHATEAU) 65350 GONEZ,65204,"43.2328,0.2089",Pylône autostable,36m,SFR,ALL,,10|120|280,2026-09-11,False,True
3322547,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",20 RTE DE SOUVIGNY 03000 NEUVY,03200,"46.5556,3.2856",Pylône autostable,"24,7m",BOUYGUES,AJO,,20|110|290,,False,True
3330141,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DE TAXO A LA MER (LA GAVARRA) 66700 ARGELES SUR MER,66008,"42.5703,3.0111",Pylône tubulaire,12m,TOWEO,ALL,,90|240|340,2026-09-11,False,False
3334361,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",1 D R DU BOIS DE ST PAUL 27600 ST AUBIN SUR GAILLON,27517,"49.1436,1.3097",Pylône autostable,"24,5m",PHOENIX FRANCE INFRASTRUCTURES,AJO,,150|240|330,,False,True
3335203,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100", (TERRES DE PETEREAU) 18220 RIANS,18194,"47.1853,2.6",Pylône autostable,"30,3m",PHOENIX FRANCE INFRASTRUCTURES,AJO,,90|210|330,,False,True
3335206,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",D163 LA FRESNAIS (LES SOUCHES) 44670 ST JULIEN DE VOUVANTES,44170,"47.6458,-1.2528",Pylône autostable,"30,5m",PHOENIX FRANCE INFRASTRUCTURES,AJO,,0|120|240,,False,True
3335530,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",RUISSEAU DE L'ARGELAS (LA BOUSSIÈRE) 34800 PERET,34197,"43.5783,3.3925",Pylône autostable,"12,5m",BOUYGUES,AJO,,50|140|230,,False,True
3335533,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",LE PONT D'AUZON (LA VIGIÈRE DE PEYROLLE) 30500 ALLEGRE LES FUMADES,30008,"44.2058,4.2492",Pylône autostable,"24,5m",BOUYGUES,AJO,,70|240|330,,False,True
3336229,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",R DE LA PICHAUDERIE (LES PETITS GENETS) 44680 CHAUMES EN RETZ,44005,"47.1147,-1.9283",Pylône autostable,24m,PHOENIX FRANCE INFRASTRUCTURES,AJO,,50|170|290,,False,True
3336245,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",ROUTE DE SAINT DREZERY 34160 ST JEAN DE CORNIES,34265,"43.7422,4.0003",Château d'eau - réservoir,"17,4m","Syndicat des eaux, Adduction",AJO,,70|200|330,,False,True
3343524,SFR,LTE 700,2 CHEMIN DE VENTENAC 31320 VIEILLE TOULOUSE,31575,"43.5289,1.4425",Pylône autostable,18m,TOTEM,ALL,,140|240|350,2026-09-14,False,False
3344439,SFR,UMTS 900,RUE DE DESSOUS LE TERME PROCHE DU CIMETIÈRE (LE TERME) 51390 JANVRY,51305,"49.2447,3.8725",Pylône autostable,18m,SFR,ALL,,0|90|270,2026-08-28,False,True
3344443,SFR,,VINFRAINVILLE 76450 CANY BARVILLE,76159,"49.7828,0.6294",Pylône autostable,54m,TDF,CHP,SFR,,,False,True
3346681,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",CHEMIN DES BRUYERES ROUTE DU LISTINCONE (LISTINCONE) 02240 BRISSAY CHOIGNY,2B123,"42.0703,9.3725",Pylône autostable,18m,SFR,AJO,,150|240|330,,False,True
3346699,SFR,"LTE 1800, LTE 2100, 5G NR 3500",6 AVENUE DE BORDEAUX CAMPING LES SABLES D'OR 33970 LEGE CAP FERRET,33236,"44.6594,-1.2506",Pylône tubulaire,25m,SFR,AJA,,30|120|210,2026-09-11,False,True
3346701,SFR,"LTE 1800, LTE 2100, 5G NR 3500",5 AVENUE DU MILAN CENTRE HIPPIQUE LEGE-CAP-FERRET 33970 LEGE CAP FERRET,33236,"44.7264,-1.2222",Pylône tubulaire,"25,3m",SFR,AJA,,60|150,2026-09-11,False,True
3349232,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",ROUTE DU CAP DE L'HOMY (STATION D'EPURATION) 40170 LIT ET MIXE,40157,"44.0314,-1.2967",Pylône autostable,42m,TOWEO,AJO,,40|130|270,,False,True
3349240,SFR,"GSM 900, UMTS 900, LTE 800, LTE 2100",PROCHE DE A89 (LAYAT) 63190 ORLEAT,63265,"45.8497,3.4322",Pylône autostable,30m,TDF,AJA,,100|240|340,2026-09-11,False,True
3349240,SFR,LTE 1800,PROCHE DE A89 (LAYAT) 63190 ORLEAT,63265,"45.8497,3.4322",Pylône autostable,30m,TDF,AJO,,100|240|340,,False,True
3350075,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",44 ROUTE DE TOULOUSE 31410 NOE,31399,"43.3494,1.2706",Pylône tubulaire,30m,SFR,AJO,,0|120|240,,False,True
3350083,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",CHEMIN RURAL DIT DES BOIS (LES BOIS BRULES) 74330 SILLINGY,74272,"45.9439,6.0189",Pylône autostable,30m,SFR,AJO,,60|150|330,,False,True
3350720,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DE LA LANDE (LA LANDE) 33590 VENSAC,33541,"45.4022,-1.0511",Pylône autostable,42m,CELLNEX,AJO,,80|170|310,,False,True
3350759,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",CHEMIN RURAL DIT DE NOGENTEL PROCHE DE LA RD1 (LES FOSSES) 02400 NESLES LA MONTAGNE,02540,"49.0181,3.4161",Pylône autostable,36m,HIVORY,AJO,,80|260|340,,False,True
3350780,SFR,"UMTS 900, LTE 700, LTE 800",PROCHE DE D23 (CHIOSELLI) 02360 GRANDRIEUX,2B354,"42.1536,9.1458",Pylône autostable,12m,SFR,AJO,,180|320,,True,True
3350783,SFR,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",25 RUE ETIENNE DOLET CITÉ UNIVERSITAIRE IMMEUBLE CROUS 63100 CLERMONT FERRAND,63113,"45.7639,3.0872",Immeuble,"39,4m","Copropriété, Syndic, SCI",AJO,,50|180|270,,False,True
3351414,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",RTE DE GISSEY (LE GRAND PRE) 21150 DARCEY,21226,"47.5308,4.5622",Pylône autostable,"30,4m",TDF,AJO,,150|290,,False,True
3351418,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600",CHEMIN D'EXPLOITATION SUR LE MOULIN (GRANDS CHAMPS - LES VALLEYS) 70190 RIOZ,70447,"47.43,6.1142",Pylône autostable,31m,TDF,AJO,,50|250,,False,True
3352280,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",29 RUE D'AUXI (STADE MUNICIPAL) 80150 YVRENCH,80832,"50.1844,2.0114",Pylône autostable,36m,ATC FRANCE,AJO,,100|210|330,,False,True
3352318,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DE LA BEAURONNE LES RÉBIÈRES 24460 NEGRONDES,24308,"45.33,0.8431",Pylône autostable,42m,HIVORY,AJO,,40|140|240,,False,True
3352322,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",D545 (VIGNALI DI PERU DI PADULE) 02260 GERGNY,2B342,"41.9306,9.3814",Pylône autostable,15m,SFR,AJO,,70|160,,False,True
3352326,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",CHEMIN DE FAYENCE DERRIÈRE LA STATION D'ÉPURATION 82000 MONTAUBAN,82121,"43.9883,1.3889",Pylône autostable,42m,TDF,AJO,,0|130|220,,False,True
3352894,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",D210 RUE DU HUIT MAI 1945 (LA LAIGNE OUEST) 17330 LOULAY,17211,"46.0461,-0.5003",Pylône autostable,30m,ATC FRANCE,AJO,,0|180|270,,False,True
3352898,SFR,"UMTS 900, LTE 700, LTE 800", (LES CHALONS) 77130 DORMELLES,77161,"48.3283,2.8761",Pylône autostable,36m,TDF,AJO,,0|130|250,,True,True
3352911,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100",32  RUE PIERRE MARTIN 62280 ST MARTIN BOULOGNE,62758,"50.7311,1.6758",Pylône tubulaire,20m,CELLNEX,AJO,,40|150|270,,False,True
3366772,SFR,,RUE DE BRULAS (LE PETIT BRULA) 45560 ST DENIS EN VAL,45274,"47.8842,1.9694",Pylône autostable,38m,SFR,CHI,2662898,,,False,True
350826,SFR,UMTS 2100,R DE L'INDUSTRIE ACCÈS SECOURS N°6 76120 LE GRAND QUEVILLY,76322,"49.4222,1.0372",Pylône autostable,"36,3m",HIVORY,AJO,,0|120|240,,False,True
350826,SFR,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600",R DE L'INDUSTRIE ACCÈS SECOURS N°6 76120 LE GRAND QUEVILLY,76322,"49.4222,1.0372",Pylône autostable,"36,3m",HIVORY,SUP,,0|120|240,,False,True
403830,SRR,5G NR 3500, (R DU DISPENSAIRE) 97620 CHIRONGUI,97606,"-12.8944,45.1422",Mât béton,12m,Sté Réunionn. de Radiotéléph.,AJO,,50|150|320,,False,False
403830,SRR,UMTS 2100, (R DU DISPENSAIRE) 97620 CHIRONGUI,97606,"-12.8944,45.1422",Mât béton,12m,Sté Réunionn. de Radiotéléph.,SUP,,50|150|320,2018-04-09,False,False
436147,SFR,5G NR 3500,CHATEAU D'EAU (LE BURON) 50340 GROSVILLE,50222,"49.5075,-1.7389",Château d'eau - réservoir,"42,3m","Syndicat des eaux, Adduction",ALL,,60|180|300,2026-09-09,False,False
439538,SFR,,RTE DE MAS (PUY CHAUVET) 19100 BRIVE LA GAILLARDE,19031,"45.1133,1.5011",Pylône autostable,"34,5m",TOTEM,CHA,PUY CHAUVET PUYJARRIGE,,,False,False
443712,SFR,"LTE 700, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",RTE DE FAY AUX LOGES (LA PLAINE POTEAU) 45470 TRAINOU,45327,"47.965,2.1125",Pylône haubané,203m,TDF,AJO,,90|210|330,,False,False
446523,SFR,LTE 700,RD 562  TERRAIN MOTO CROSS  (BELLEVUE) 14570 CLECY,14162,"48.8892,-0.4947",Pylône tubulaire,32m,TDF,AJO,,0|120|240,,False,False
447725,SFR,LTE 700, (SOUS LA GRANDE COTE) 01130 LES NEYROLLES,01274,"46.1378,5.6378",Pylône autostable,36m,TDF,AJO,,25|285,,False,False
447725,SFR,LTE 2100, (SOUS LA GRANDE COTE) 01130 LES NEYROLLES,01274,"46.1378,5.6378",Pylône autostable,36m,TDF,SUP,,25|285,2024-11-07,False,False
459423,SFR,LTE 2100,V COMMUNALE N°5 DE VALDAMPIERRE À MONTHERLAND (LE CHEM DE MÉRU) 60790 VALDAMPIERRE,60652,"49.2983,2.0511",Pylône autostable,35m,ORANGE,ALL,,0|120|240,2026-09-15,False,False
460412,SFR,5G NR 3500,RÉSÉRVOIR DE SATORY QUARTIER DU GÉNÉRAL JAYAT 78000 VERSAILLES,78646,"48.7883,2.1247",Château d'eau - réservoir,40m,"Syndicat des eaux, Adduction",SUP,,0|90|240,,False,False
462719,SFR,5G NR 3500,RTE DÉPARTEMENTALE N°13 CHÂTEAU D'EAU (LA FORGE) 76520 QUEVREVILLE LA POTERIE,76514,"49.3558,1.1831",Château d'eau - réservoir,35m,"Syndicat des eaux, Adduction",SUP,,0|120|240,,False,False
463678,SFR,5G NR 3500,CHEM DE MEULAN À MAGNY EN VEXIN (ERMITAGE DU CLOS VIGNY) 78250 GAILLON SUR MONTCIENT,78261,"49.0219,1.9058",Pylône autostable,"25,7m",ATC FRANCE,SUP,,30|150|270,,False,False
468557,SFR,"LTE 700, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",AV DE THOMERY PARKING DE LA GARE DE THOMERY - CD 301E 77300 FONTAINEBLEAU,77186,"48.3944,2.7633",Pylône autostable,24m,SNCF Réseau,ALL,,100|280,2026-09-15,False,False
474109,SFR,,RD 937 (LES COUTURES) 80200 ATHIES,80034,"49.8397,2.9917",Pylône autostable,26m,Sociétés d'Autoroutes,CHH,25m,,,False,False
474153,SFR,LTE 2100,D. 71 - RTE DE FLÉVILLE STATION D'ÉPURATION (LE FRAHAUT) 54710 FLEVILLE DEVANT NANCY,54197,"48.6372,6.2114",Pylône autostable,26m,TOTEM,AJA,,220|320,2026-09-11,False,False
479283,SFR,,RUE DU PRÉ DE FOIRE CHEM RURAL DU CARROZ 74230 THONES,74280,"45.8808,6.3217",Pylône autostable,35m,TDF,CHH,34m,,,False,False
480883,SFR,5G NR 2100,12 R JACQUARD 85340 LES SABLES D OLONNE,85194,"46.4911,-1.7364",Pylône autostable,85m,Autres,ALL,,60|180|280,2026-09-09,False,False
482207,SFR,LTE 2100,CHEM RURAL PYÔNE ASF (LES PALAIS) 63460 TEILHEDE,63427,"45.9667,3.0658",Pylône autostable,"35,2m",Sociétés d'Autoroutes,ALL,,60|260,2026-09-11,False,False
485502,SFR,"LTE 700, LTE 1800, 5G NR 2100",D.89 - CHEM RURAL (LA BOULIÈRE) 41300 SALBRIS,41232,"47.4089,1.9758",Pylône tubulaire,35m,HIVORY,AJO,,0|120|240,,False,False
486643,SFR,LTE 2100,CR DE MONTREUIL À SEMPY (LE MONT MIROUX) 62170 SEMPY,62787,"50.4953,1.8656",Pylône autostable,74m,TDF,AJA,,30|120|260,2026-09-11,False,False
492931,SFR,LTE 1800,R DE LA COUARDE - N.12 SENS PARIS/DREUX (BOIS DE LA COUARDE) 78940 LA QUEUE LES YVELINES,78513,"48.7994,1.7467","Ouvrage d'art (pont, viaduc)","7,5m",DDE,AJO,,100|280,,False,False
506491,SFR,,4 CHASSE DAVID (STADE PIERRE DE CARLINI) 50550 ST VAAST LA HOUGUE,50562,"49.5897,-1.2742",Pylône tubulaire,"28,5m",CELLNEX,CHA,R CHASSE DAVID - PRES DU TERRAIN DE SPORT,,,False,False
513267,SFR,LTE 2100,PRÈS N57 (AU COIN DU BOIS LEROY) 54290 GRIPPORT,54238,"48.4186,6.2306",Pylône autostable,"42,5m",CELLNEX,AJA,,0|160|280,2026-09-11,False,False
513302,SFR,"LTE 2600, 5G NR 2100, 5G NR 3500",CH. DÉPART. 136 DE TORTEFONTAINE (LA CÔTE DE MARCONNELLE) 62549,62549,"50.3667,2.0261",Pylône autostable,26m,ATC FRANCE,ALL,,10|80|300,2026-09-11,False,False
517580,SFR,LTE 700,PYLONE TDF (BOIS DE VAUCOURT) 28170 TREMBLAY LES VILLAGES,28393,"48.5847,1.3581",Pylône haubané,96m,TDF,AJO,,0|120|240,,False,False
521777,SFR,UMTS 2100,RTE DE MONTFORT (BOIS DE LA FONTANETTE) 73600 ST MARCEL,73253,"45.4953,6.5653",Pylône autostable,24m,TDF,SUP,,265,2016-12-21,False,False
525050,SFR,5G NR 3500,AV DE LA HAIE BOIS DES STS PERES 77176 SAVIGNY LE TEMPLE,77445,"48.5831,2.5956",Château d'eau - réservoir,54m,"Syndicat des eaux, Adduction",SUP,,0|120|240,,False,False
525524,SFR,,STATION TDF (PRÉFOL) 42370 ST ALBAN LES EAUX,42198,"46.0097,3.9197",Pylône autostable,28m,TDF,CHH,25m,,,False,False
528839,SFR,UMTS 900,4 R DU TYROLL PARC DE GESVRES LE HAUT VIGNAUD (LE HAUT VIGNAUD) 44240 LA CHAPELLE SUR ERDRE,44035,"47.2758,-1.5494",Pylône tubulaire,45m,BOUYGUES,SUP,,100|220|310,,False,True
529975,SFR,LTE 700,8 ESPLANADE CHARLES DE GAULLE 40100 DAX,40088,"43.7106,-1.0519",Immeuble,31m,Société HLM,ALL,,80|200|320,2026-09-11,False,False
531533,SFR,5G NR 3500,"COMPLEXE SPORTIF DES GATINES 167, AV DE L'ARMÉE LECLERC RÉSERVOIR DE LA BATTE DE LOUANS - LES GATINES 91600 SAVIGNY SUR ORGE",91589,"48.6903,2.3389",Château d'eau - réservoir,"32,5m","Syndicat des eaux, Adduction",SUP,,0|120|240,,False,False
534522,SFR,"LTE 700, LTE 800, LTE 1800, LTE 2600, 5G NR 2100, 5G NR 3500",R DE LA CHAPELLE DU PONT INTERSEC D 918 ET VOIE FERREE 36100 ISSOUDUN,36088,"46.9614,1.9964",Pylône autostable,38m,TDF,AJO,,70|190|310,,False,True
540102,SFR,"LTE 700, LTE 1800, 5G NR 2100", (LES SAGNES) 34360 BABEAU BOULDOUX,34021,"43.4456,2.9036",Pylône autostable,20m,HIVORY,AJO,,120|330,,False,False
540102,SFR,UMTS 2100, (LES SAGNES) 34360 BABEAU BOULDOUX,34021,"43.4456,2.9036",Pylône autostable,20m,HIVORY,SUP,,120|330,2015-12-04,False,False
