id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,is_zb,is_new
1000541,FREE MOBILE,AJO,LTE 900,56 BOULEVARD RISSO 06300 NICE,06088,"43.7022,7.28",Immeuble,"28,9m",Particulier,,False,False
1001350,FREE MOBILE,AJO,LTE 900,55 RUE DU LAVOIR 93370 MONTFERMEIL,93047,"48.9014,2.5756",Pylône tubulaire,30m,TOTEM,,False,False
1001904,FREE MOBILE,AJO,LTE 900,PLACE LEDRU ROLLIN 83500 LA SEYNE SUR MER,83126,"43.1031,5.8811",Immeuble,"25,5m","Copropriété, Syndic, SCI",,False,False
1006617,ORANGE,ALL,"LTE 2100, LTE 2600",RTE DE MOINATRINDI CÔTE 296 (MONT NGOUJOU) 97620 BOUENI,97604,"-12.9089,45.0914",Pylône autostable,20m,ORANGE Services Fixes,2025-04-10,False,False
1010928,FREE MOBILE,AJO,LTE 900,52 IMPASSE DU PRAS 69350 LA MULATIERE,69142,"45.7239,4.8147",Pylône tubulaire,26m,ON TOWER FRANCE,,False,False
101137,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700",11 AV A. FRANCE RÉSIDENCE C.C.I 63130 ROYAT,63308,"45.7647,3.0564",Immeuble,17m,"CCI, Ch Métier, Port Aut, Aéroport",2001-05-21,False,False
1012153,ORANGE,AJO,LTE 700,PRÈS N.1 Z.I. (DOMAINE DE SOULA) 97355 MACOURIA,97305,"4.9317,-52.4017",Pylône autostable,50m,ORANGE,,False,False
1016670,FREE MOBILE,AJO,LTE 900,IMPASSE DE LA GRAVETTE  31150 GRATENTOUR,31230,"43.7161,1.4153",Pylône tubulaire,27m,ON TOWER FRANCE,,False,False
1023488,FREE MOBILE,AJO,LTE 900,CHEMIN DU BOIS COMMUNAL 31150 BRUGUIERES,31091,"43.7369,1.41",Pylône tubulaire,27m,ON TOWER FRANCE,,False,False
1023494,FREE MOBILE,AJO,LTE 900,142 RUE DE LA BAUCHE THIRAUD 44400 REZE,44143,"47.1611,-1.5528",Pylône tubulaire,25m,ON TOWER FRANCE,,False,False
1023512,FREE MOBILE,AJO,LTE 900,2 ROND POINT LAURENT SCHWARTZ 78310 MAUREPAS,78383,"48.7603,1.9206",Immeuble,35m,"Copropriété, Syndic, SCI",,False,False
1024262,FREE MOBILE,AJO,LTE 900,50 RUE DE NANCY 94170 LE PERREUX SUR MARNE,94058,"48.8414,2.4942",Bâtiment,"16,5m",Particulier,,False,False
1026113,FREE MOBILE,AJO,LTE 900,19 RUE DES FEIVRES 57070 METZ,57463,"49.1139,6.2422",Pylône autostable,"18,3m",ON TOWER FRANCE,,False,False
