id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,is_zb,is_new
1001888,FREE MOBILE,ALL,LTE 900,12 PLACE SIMIOT 33800 BORDEAUX,33063,"44.8228,-0.5769",Bâtiment,"19,1m","Commune, communauté de communes",2025-09-22,False,False
1010936,FREE MOBILE,AJO,LTE 900,6 RUE VICTOR HUGO 91300 MASSY,91377,"48.7358,2.2594",Bâtiment,"48,8m","Copropriété, Syndic, SCI",,False,False
1012153,OUTREMER TELECOM,ALL,"LTE 700, LTE 2100",PRÈS N.1 Z.I. (DOMAINE DE SOULA) 97355 MACOURIA,97305,"4.9317,-52.4017",Pylône autostable,50m,ORANGE,2025-09-25,False,False
1012153,OUTREMER TELECOM,SUP,GSM 1800,PRÈS N.1 Z.I. (DOMAINE DE SOULA) 97355 MACOURIA,97305,"4.9317,-52.4017",Pylône autostable,50m,ORANGE,2017-04-29,False,False
1014807,TELCO OI,AJO,"LTE 2100, LTE 2600, 5G NR 700",CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,,False,False
1014807,TELCO OI,ALL,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800",CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,2006-12-31,False,False
1014807,TELCO OI,SUP,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 700",CHEM DES MILITAIRES (PITON DESFORGES) 97430 LE TAMPON,97422,"-21.1961,55.5744",Bâtiment,13m,ORANGE Services Fixes,2006-12-31,False,False
1015191,ORANGE,ALL,5G NR 3500,1 RUE GRAINVILLE RÉSIDENCE MÉRIDIENNES 76300 SOTTEVILLE LES ROUEN,76681,"49.4239,1.0872",Immeuble,"18,2m",Société HLM,2025-08-07,False,False
1016278,FREE MOBILE,ALL,LTE 900,7 AVENUE DU LAS (LES CHAMPS ELYSEES) 83200 TOULON,83137,"43.1275,5.9178",Bâtiment,"35,7m","Copropriété, Syndic, SCI",2025-09-08,False,False
1016290,FREE MOBILE,ALL,LTE 900,1 RUE DE STRASBOURG 94700 MAISONS ALFORT,94046,"48.795,2.4342",Immeuble,25m,Société HLM,2025-09-08,False,False
1016682,FREE MOBILE,AJO,LTE 900,2 RUE DES BOULEAUX 44600 ST NAZAIRE,44184,"47.2614,-2.2597",Immeuble,"33,3m",Société HLM,,False,False
1016802,FREE MOBILE,ALL,LTE 900,174 AV DU 24 AVRIL 1915 13012 MARSEILLE 12,13212,"43.3081,5.4361",Immeuble,19m,"Copropriété, Syndic, SCI",2025-09-08,False,False
1016857,FREE MOBILE,AJO,LTE 900,138 AVENUE BERTHELOT 69007 LYON 07,69387,"45.7428,4.8494",Immeuble,"34,7m","Copropriété, Syndic, SCI",,False,False
1017846,ORANGE,ALL,"5G NR 700, 5G NR 3500", (MEYMATTEN) 67650 DAMBACH LA VILLE,67084,"48.3178,7.4347",Pylône autostable,33m,TOTEM,2025-09-11,False,False
1019277,FREE MOBILE,AJO,LTE 900,2 ALLEE DE L  ESSONNE 91100 CORBEIL ESSONNES,91174,"48.6042,2.4628",Immeuble,"29,3m",Société HLM,,False,False
1021040,ORANGE,SUP,UMTS 900,79 RUE DU TAUR 31500 TOULOUSE,31555,"43.6078,1.4419",Immeuble,23m,"Copropriété, Syndic, SCI",,False,False
1022065,FREE MOBILE,ALL,LTE 900,51 RUE D  YERRES 91230 MONTGERON,91421,"48.7067,2.4742",Bâtiment,"17,7m",Société HLM,2025-09-22,False,False
1023482,FREE MOBILE,AJO,LTE 900,20 CHEMIN DES PLANCHES 25000 BESANCON,25056,"47.2656,6.0375",Pylône tubulaire,26m,ON TOWER FRANCE,,False,False
1023484,FREE MOBILE,ALL,LTE 900,27 A BOULEVARD GAMBETTA 30100 ALES,30007,"44.1242,4.0836",Immeuble,"34,7m","Copropriété, Syndic, SCI",2025-09-08,False,False
1023504,FREE MOBILE,AJO,LTE 900,285 CHEMIN DES COMBARUCHES 73100 AIX LES BAINS,73008,"45.6997,5.9289",Pylône tubulaire,21m,ON TOWER FRANCE,,False,False
1026386,FREE MOBILE,ALL,LTE 900,21 RUE DU PRESIDENT WILSON 42300 ROANNE,42187,"46.0553,4.0936",Pylône tubulaire,"30,2m","Commune, communauté de communes",2025-09-22,False,False
102814,ORANGE,AJO,"5G NR 700, 5G NR 3500",36 R DES MINEURS 70250 RONCHAMP,70451,"47.6936,6.6311",Immeuble,"26,9m",Société HLM,,False,False
102814,ORANGE,SUP,LTE 700,36 R DES MINEURS 70250 RONCHAMP,70451,"47.6936,6.6311",Immeuble,"26,9m",Société HLM,2020-10-13,False,False
1029094,FREE MOBILE,ALL,LTE 900,4 BOULEVARD GAMBETTA 27000 EVREUX,27229,"49.0183,1.1453",Pylône tubulaire,"20,5m",ON TOWER FRANCE,2025-09-08,False,False
1029102,FREE MOBILE,ALL,LTE 900,10 RUE JEAN MOULIN SETE 34200 SETE,34301,"43.4092,3.6903",Bâtiment,"26,2m","Copropriété, Syndic, SCI",2025-09-15,False,False
1031785,FREE MOBILE,AJO,LTE 900,23 RUE LAENNEC 93150 LE BLANC MESNIL,93007,"48.9392,2.4736",Immeuble,19m,"Copropriété, Syndic, SCI",,False,False
1032444,FREE MOBILE,AJO,LTE 900,53 RUE DU GENERAL SARRAIL 82000 MONTAUBAN,82121,"44.0167,1.3483",Immeuble,19m,Particulier,,False,False
1033025,FREE MOBILE,ALL,LTE 900,20 RUE DES GRAVES 01000 BOURG EN BRESSE,01053,"46.1994,5.2328",Immeuble,"18,2m",Société HLM,2025-09-22,False,False
1034934,FREE MOBILE,AJO,LTE 900,20 AVENUE DES HIRONDELLES 74960 ANNECY,74010,"45.9056,6.1147",Immeuble,"26,3m","Copropriété, Syndic, SCI",,False,False
1037062,FREE MOBILE,ALL,LTE 900,14 AVENUE GALLINE 69100 VILLEURBANNE,69266,"45.7758,4.8667",Bâtiment,"37,3m",Société HLM,2025-09-22,False,False
1037989,ORANGE,AJO,5G NR 700,AVENUE DU GÉNÉRAL DE GAULLE STADE DE L'OCTROI (L'OCTROI) 06230 VILLEFRANCHE SUR MER,06159,"43.7011,7.3086",Pylône tubulaire,12m,"Commune, communauté de communes",,False,False
1037989,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700",AVENUE DU GÉNÉRAL DE GAULLE STADE DE L'OCTROI (L'OCTROI) 06230 VILLEFRANCHE SUR MER,06159,"43.7011,7.3086",Pylône tubulaire,12m,"Commune, communauté de communes",1997-01-17,False,False
1038476,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700",CHE DE VILLENEUVE (LE MÛRIER) 38610 GIERES,38179,"45.1697,5.7861",Mât métallique,7m,TOTEM,1997-10-03,False,False
1040302,FREE MOBILE,ALL,LTE 900,43 R DU 13 OCTOBRE 1918 02000 LAON,02408,"49.5647,3.6114",Château d'eau - réservoir,38m,"Commune, communauté de communes",2025-09-08,False,False
1041066,FREE MOBILE,ALL,LTE 900,3 RUE GASTON DEFFERRE 90000 BELFORT,90010,"47.6389,6.8531",Bâtiment,"21,2m","Copropriété, Syndic, SCI",2025-09-08,False,False
