id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,is_zb,is_new
1000541,FREE MOBILE,ALL,LTE 900,56 BOULEVARD RISSO 06300 NICE,06088,"43.7022,7.28",Immeuble,"28,9m",Particulier,2025-10-17,False,False
1003950,ORANGE,SUP,"GSM 900, UMTS 900, LTE 800, LTE 1800, LTE 2100, LTE 2600",39 AVENUE GEORGES POMPIDOU BATIMENT G 31130 BALMA,31044,"43.6286,1.4914",Bâtiment,14m,"Copropriété, Syndic, SCI",2012-09-20,False,False
100534,ORANGE,SUP,GSM 900,2 AV PIERRE ET MARIE CURIE 60100 CREIL,60175,"49.2519,2.4783",Immeuble,23m,Société HLM,2001-12-14,False,False
1006641,FREE MOBILE,AJO,LTE 900,QUAI GEORGES V (PRÈS DE L'HÔTEL MERCURE) IMM WORLD TRADE CENTER 76620 LE HAVRE,76351,"49.4903,0.1175",Bâtiment,"37,2m","CCI, Ch Métier, Port Aut, Aéroport",,False,False
1006641,SFR,SUP,UMTS 2100,QUAI GEORGES V (PRÈS DE L'HÔTEL MERCURE) IMM WORLD TRADE CENTER 76620 LE HAVRE,76351,"49.4903,0.1175",Bâtiment,"37,2m","CCI, Ch Métier, Port Aut, Aéroport",,False,False
1009778,FREE MOBILE,AJO,LTE 900,2 RUE ANTOINE DE SAINT-EXUPÉRY 35400 ST MALO,35288,"48.6311,-2.0014",Bâtiment,22m,Société HLM,,False,False
101165,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700",CHEM DE PARLEMENTIA 64210 BIDART,64125,"43.4294,-1.6031",Immeuble,16m,Société Privée,1994-07-01,False,False
1011871,ORANGE,SUP,"UMTS 900, LTE 800, LTE 1800",35 RUE DE LA GRANDE TRANCHÉE RÉSIDENCE JARDIN DU MILLENAIRE 79000 NIORT,79191,"46.2867,-0.4703",Immeuble,10m,"Copropriété, Syndic, SCI",2019-04-29,False,False
1012153,ORANGE,ALL,LTE 700,PRÈS N.1 Z.I. (DOMAINE DE SOULA) 97355 MACOURIA,97305,"4.9317,-52.4017",Pylône autostable,50m,ORANGE,2025-10-16,False,False
1012153,OUTREMER TELECOM,ALL,5G NR 3500,PRÈS N.1 Z.I. (DOMAINE DE SOULA) 97355 MACOURIA,97305,"4.9317,-52.4017",Pylône autostable,50m,ORANGE,2025-05-25,False,False
